ItemCode	Warehouse	NET_AFTER_1	NET_AFTER_2	NET_AFTER_3	NET_AFTER_4	NET_AFTER_5	NET_AFTER_6
FG0000380	BH-EC	-300	-300	0	0	0	0
FG0000380	BH-SC	300	300	0	0	0	0
RM0000047	BH-EC	0	-29	0	0	0	0
RM0000047	BH-SC	29	29	0	0	0	0
FG0000289	BH-SC	341	341	0	0	0	0
FG0000233	BH-SC	443	443	0	0	0	0
FG0000271	BH-EC	-8	-8	0	0	0	0
FG0000271	BH-SC	8	8	0	0	0	0
FG0000338	BH-SC	16	16	5	0	0	0
FG0000224	BH-FG	0	-8	0	0	0	0
FG0000236	BH-FG	0	-24	0	0	0	0
FG0000236	BH-SC	24	24	0	0	0	0
FG0000238	BH-FG	-303	-4	0	0	0	0
FG0000238	BH-SC	4	4	0	0	0	0
FG0000240	BH-FG	0	-10	0	0	0	0
FG0000240	BH-SC	-5	10	0	0	0	0
FG0000257	BH-FG	-156	-6	0	0	0	0
FG0000257	BH-SC	6	6	0	0	0	0
FG0000255	BH-FG	0	0	0	0	0	0
FG0000255	BH-SC	480	480	0	0	0	0
FG0000218	BH-FG	0	-76	0	0	0	0
FG0000218	BH-SC	152	152	0	0	0	0
SC0000075	BH-FG	-34	-33	0	0	0	0
SC0000009	BH-FG	-50	-118	0	0	0	0
SC0000009	BH-SC	-56	62	0	0	0	0
SC0000008	BH-FG	-7	-96	0	0	0	0
SC0000050	BH-FG	-42	-42	0	0	0	0
SC0000050	BH-SC	42	42	0	0	0	0
SC0000063	BH-FG	-669	-20	0	0	0	0
SC0000063	BH-SC	30	30	-1	0	0	0
SC0000064	BH-FG	-462	-462	0	0	0	0
SC0000066	BH-FG	-1	-1	0	0	0	0
SC0000066	BH-SC	1	1	0	0	0	0
SC0000067	BH-FG	-11	-11	0	0	0	0
SC0000067	BH-SC	11	11	0	0	0	0
SC0000069	BH-FG	-1027	-1027	0	0	0	0
SC0000069	BH-SC	1027	1027	0	0	0	0
SC0000070	BH-FG	-14	-14	0	0	0	0
SC0000070	BH-SC	14	14	0	0	0	0
SC0000078	BH-FG	-14	-514	0	0	0	0
FG0000223	BH-INT	0	-62	-129	0	0	0
FA0000285	BH-FA	1	1	0	0	0	0
FG0000219	BH-GR	24	24	0	0	0	0
FG0000145	BH-PS	0	0	0	0	0	0
SC0000069	BH-GR	1000	1000	0	0	0	0
PM0000632	GP-FG	0	0	0	0	0	0
PM0000009	GP-FG	0	0	0	0	0	0
RM0000025	BH-PF	2	2	2	0	0	0
SC0000063	BH-EC	0	0	0	0	0	0
FG0000320	BH-EC	-45	-45	0	0	0	0
FG0000002	BH-EC	-20	-20	0	0	0	0
FG0000135	BH-EC	-17	-3	0	0	0	0
FG0000139	BH-EC	-15	-15	0	0	0	0
FG0000140	BH-EC	-260	-250	0	0	0	0
PM0000507	BH-FG	-25	-122.13	-122.13	0	0	0
PM0000029	BH-PM	0	0	0	0	0	0
PM0000084	BH-FG	2	2	0	0	0	0
PM0000234	GP-FG	0	0	0	0	0	0
PM0000292	GP-FG	0	0	0	0	0	0
PM0000225	GP-FG	0	0	0	0	0	0
FG0000350	PB-JP	0	0	0	0	0	0
FG0000318	PB-JP	0	0	0	0	0	0
FG0000319	PB-JP	0	0	0	0	0	0
FG0000339	BH-FG	-4	0	0	0	0	0
FG0000340	BH-FG	0	0	0	0	0	0
FG0000337	BH-FG	0	0	0	0	0	0
FG0000336	BH-FG	-233	0	0	0	0	0
PM0000058	BH-FG	0	-101150	-42490	0	0	0
PM0000866	BH-FG	0	-104300	-44700	0	0	0
PM0000865	BH-FG	0	-104300	-44700	0	0	0
PM0000075	BH-FG	2049.07	-67.56	0	0	0	0
FG0000269	DL-INT	1	0	0	0	0	0
FG0000269	DL-PS	84	0	0	0	0	0
RM0000059	BH-SC	0.6	0.6	0	0	0	0
RM0000058	BH-SC	0.39	0.39	0	0	0	0
RM0000061	BH-SC	0.39	0.39	0	0	0	0
RM0000057	BH-SC	0.52	0.52	0	0	0	0
RM0000011	BH-SC	6	6	0	0	0	0
PM0000656	BH-SC	24	24	0	0	0	0
PM0000663	BH-SC	24	24	0	0	0	0
PM0000333	BH-SC	24	24	0	0	0	0
PM0000790	BH-SC	24	24	0	0	0	0
PM0000791	BH-SC	24	24	0	0	0	0
PM0000806	BH-SC	36	36	0	0	0	0
PM0000623	BH-SC	39	39	0	0	0	0
PM0000805	BH-SC	78	78	0	0	0	0
PM0000774	BH-SC	39	39	0	0	0	0
PM0000624	BH-SC	39	39	0	0	0	0
FA0000130	DL-FA	4	4	0	0	0	0
FA0000340	DL-FA	1	1	0	0	0	0
FA0000345	DL-FA	1	1	0	0	0	0
FA0000344	DL-FA	1	1	0	0	0	0
FA0000343	DL-FA	4	4	0	0	0	0
FA0000342	DL-FA	2	2	0	0	0	0
FA0000348	DL-FA	1	1	0	0	0	0
FA0000349	DL-FA	280	280	0	0	0	0
FG0000155	GP-FG	-1355	-1255	-831	0	0	0
FG0000070	BH-EC	0	-580	0	0	0	0
FG0000176	PB-ST	-327	-327	0	0	0	0
FG0000009	PB-ST	-148	-148	0	0	0	0
FG0000002	PB-ST	-94	-94	0	0	0	0
FG0000005	PB-ST	-93	-75	0	0	0	0
FG0000121	PB-ST	-70	-70	0	0	0	0
FG0000018	PB-ST	-52	-52	0	0	0	0
FG0000032	PB-ST	-180	-40	0	0	0	0
FG0000118	PB-ST	-37	-37	0	0	0	0
FG0000015	PB-ST	-25	-26	0	0	0	0
FG0000008	PB-ST	-24	-24	0	0	0	0
FG0000033	PB-ST	-8	-8	0	0	0	0
FG0000003	PB-ST	-3	-3	0	0	0	0
FG0000023	PB-ST	-2	-2	0	0	0	0
FG0000322	GP-FG	-1200	-1200	0	0	0	0
FG0000030	BH-PS	0	0	0	0	0	0
FG0000379	BH-PS	0	0	0	0	0	0
FG0000011	BH-PS	0	0	0	0	0	0
FG0000379	PB-INT	-11900	0	0	0	0	0
PM0000246	BH-PM	0	0	-500	0	0	0
FA0000073	DL-FA	1	1	0	0	0	0
EX0000007	DL-POP	600	0	0	0	0	0
PM0000110	GP-FG	0	0	0	0	0	0
PM0000431	GP-FG	0	0	0	0	0	0
PM0000432	GP-FG	0	0	0	0	0	0
FA0000351	DL-FA	1	1	0	0	0	0
FA0000098	DL-FA	2	2	0	0	0	0
PM0000407	BH-BS	-180000	-59000	-17000	0	0	0
FG0000322	BH-PS	0	0	0	0	0	0
FG0000323	BH-PS	0	0	0	0	0	0
PM0000083	BH-PM	775	775	0	0	0	0
PM0000766	BH-PM	1600	1600	0	0	0	0
PM0000027	BH-PM	0	0	0	0	0	0
FG0000243	BH-PS	0	0	0	0	0	0
FG0000194	PB-SP	-639	-639	-639	0	0	0
FG0000359	PB-RG	-290	-470	-470	0	0	0
PM0000084	BH-PC	0	0	-75	0	0	0
PM0000247	GP-PM	-1000	-1000	-1000	0	0	0
FA0000120	DL-FA	6	6	0	0	0	0
FA0000127	DL-FA	2	2	0	0	0	0
PM0000853	BH-PM	0	-241230	-241230	0	0	0
FG0000031	BH-WST	2195	2195	2195	0	0	0
FB0000017	BH-GR	0	-8	-8	0	0	0
FG0000032	DL-PS	-113	-26	-13	0	0	0
FG0000004	DL-PS	0	-13	-13	0	0	0
FG0000233	DL-PS	-199	-10	-1	0	0	0
FG0000283	DL-PS	-445	-24	-11	0	0	0
FG0000082	DL-PS	-541	-15	-5	0	0	0
FG0000282	DL-PS	-8	-8	-8	0	0	0
FG0000221	DL-PS	-129	-11	-2	0	0	0
FG0000382	DL-PS	-1965	-9	-1	0	0	0
FG0000386	DL-PS	-534	-18	-4	0	0	0
FG0000388	DL-PS	83	-196	-25	0	0	0
FG0000224	DL-PS	-277	-3	-3	0	0	0
FG0000338	DL-PS	-200	-12	-7	0	0	0
FG0000318	DL-PS	-24	-2	-2	0	0	0
FG0000379	DL-PS	-12	-12	-2	0	0	0
SC0000079	DL-PS	-28	-2	-2	0	0	0
PM0000853	BH-PF	0	0	0	0	0	0
PM0000280	BH-PC	-404	-404	-396	0	0	0
PM0000280	BH-BS	396	396	396	0	0	0
FG0000402	DL-J3	0	0	-25	0	0	0
PM0000058	DL-J3	0	0	-39060	0	0	0
PM0000235	DL-J3	0	0	-39060	0	0	0
PM0000865	DL-J3	0	0	-40000	0	0	0
PM0000866	DL-J3	0	0	-40000	0	0	0
PM0000507	DL-J3	0	0	-900	0	0	0
PM0000853	BH-JW	241230	241230	241230	0	0	0
PM0000865	GP-FG	0	0	0	0	0	0
PM0000866	GP-FG	0	0	0	0	0	0
FG0000409	DL-INT	0	0	0	0	0	0
RM0000048	BH-LO	-0.73	-0.73	-0.73	0	0	0
FA0000350	BH-FA	1	1	0	0	0	0
FG0000194	PB-RG	-701	-701	-701	0	0	0
PM0000662	BH-BS	-15000	-15000	-15000	0	0	0
PM0000151	BH-BS	-2444	-2444	-2444	0	0	0
PM0000062	BH-BS	-3300	-3295	-3295	0	0	0
PM0000179	BH-BS	0	-1	-1	0	0	0
PM0000194	BH-NM	0	0	0	0	0	0
PM0000233	BH-NM	0	0	0	0	0	0
PM0000689	BH-BS	-300	-300	-300	0	0	0
PM0000688	BH-BS	-300	-300	-300	0	0	0
PM0000077	BH-NM	0	0	0	0	0	0
PM0000629	BH-NM	0	0	0	0	0	0
PM0000082	BH-NM	0	0	0	0	0	0
PM0000333	BH-FG	190	-24	-24	0	0	0
PM0000632	BH-FG	0.01	-13	-13	0	0	0
PM0000113	BH-FG	-4	-4	-4	0	0	0
FA0000326	BH-FA	4	4	4	0	0	0
FG0000409	DL-PS	0	0	0	0	0	0
FG0000409	BH-INT	0	0	0	0	0	0
PM0000391	BH-FG	2419	-59	-59	0	0	0
PM0000389	BH-FG	851	-49	-49	0	0	0
PM0000389	BH-BS	49	49	49	0	0	0
FG0000142	BH-WST	1	1	1	0	0	0
FG0000161	BH-WST	5	5	5	0	0	0
FG0000222	BH-WST	3	3	3	0	0	0
FG0000114	BH-WST	1	1	1	0	0	0
FG0000383	BH-WST	3	3	3	0	0	0
FG0000226	BH-WST	1	1	1	0	0	0
FG0000316	BH-WST	1	1	1	0	0	0
PM0000287	BH-BS	0	0	0	-200	-200	-200
EX0000023	DL-POP	100	100	100	0	0	0
EX0000022	DL-POP	20	20	20	0	0	0
EX0000021	DL-POP	500	500	500	0	0	0
EX0000020	DL-POP	510	510	510	0	0	0
EX0000006	DL-POP	150	150	150	0	0	0
EX0000019	DL-POP	350	350	350	0	0	0
FG0000367	BH-FG	400	0	0	0	0	0
FG0000031	BH-FG	200	0	0	0	0	0
FG0000030	BH-FG	3380	0	0	0	0	0
FA0000353	DL-FA	1	1	1	0	0	0
FA0000352	DL-FA	1	1	0	0	0	0
PM0000055	BH-BS	-5298	-3620	-3620	0	0	0
PM0000055	BH-PC	4238	3620	3620	0	0	0
FA0000355	BH-FA	1	1	1	0	0	0
FA0000357	BH-FA	4	4	4	0	0	0
FA0000170	BH-FA	2	2	2	0	0	0
PM0000658	BH-PM	1799	1374	-701	0	0	0
FG0000178	PB-SP	-17	-17	-17	0	0	0
PM0000003	PB-SP	-20	-20	-20	0	0	0
PM0000004	PB-SP	-40	-40	-40	0	0	0
PM0000005	PB-SP	-140	-140	-140	0	0	0
PM0000006	PB-SP	-100	-100	-100	0	0	0
PM0000013	PB-SP	-185	-185	-185	0	0	0
PM0000074	PB-SP	-7200	-7200	-7200	0	0	0
PM0000075	PB-SP	-400	-400	-400	0	0	0
PM0000077	PB-SP	-4	-4	-4	0	0	0
PM0000082	PB-SP	-20	-20	-20	0	0	0
PM0000634	PB-SP	-80	-80	-80	0	0	0
FG0000193	PB-RG	-5	-353	-353	0	0	0
PM0000432	BH-EC	0	0	0	0	0	0
PM0000431	BH-EC	0	0	0	0	0	0
PM0000110	BH-EC	0	0	0	0	0	0
PM0000248	BH-EC	0	-3452	-3452	0	0	0
PM0000404	BH-EC	-3674	-3674	-3674	0	0	0
PM0000043	BH-PM	0	0	0	0	0	0
PM0000031	GP-FG	0	0	0	0	0	0
PM0000424	GP-FG	0	0	0	0	0	0
PM0000831	BH-PC	-1	-1	-1	0	0	0
FG0000336	BH-SC	1	1	1	0	0	0
PM0000821	BH-PM	1	1	1	147	147	147
FG0000282	BH-PF	0	0	0	0	0	0
FG0000024	BH-BT	54	54	54	54	54	54
FG0000116	BH-BT	2	2	2	2	2	2
FG0000157	BH-BT	48	48	48	48	48	48
FG0000128	BH-BT	35	35	35	35	35	35
FG0000012	BH-BT	4	4	4	4	4	4
FG0000015	BH-BT	50	50	50	50	50	50
FG0000134	BH-BT	18	18	18	18	18	18
FG0000133	BH-BT	39	39	39	39	39	39
FG0000370	BH-BT	79	79	79	79	79	79
FG0000104	BH-BT	9	9	9	9	9	9
FG0000014	BH-BT	192	192	192	192	192	192
FG0000228	BH-BT	8	8	8	8	8	8
PM0000287	GP-NM	200	200	200	200	200	200
PM0000057	GP-NM	21	21	21	21	21	21
PM0000251	GP-NM	161	161	161	161	161	161
PM0000560	GP-NM	4	4	4	4	4	4
PM0000005	BH-FG	120	-50	0	0	0	0
PM0000229	BH-FG	15	0	0	0	0	0
PM0000062	BH-FG	5	0	0	0	0	0
PM0000080	BH-FG	-1	-6	0	0	0	0
FG0000032	PB-INT	-712	0	0	0	0	0
FG0000004	PB-INT	-292	0	0	0	0	0
FG0000011	PB-SP	-1	0	0	0	0	0
FG0000015	PB-INT	-20	0	0	0	0	0
FG0000008	PB-INT	-40	0	0	0	0	0
FG0000236	BH-GR	3	0	0	0	0	0
PM0000054	BH-PM	-108888	0	0	0	0	0
FG0000070	PB-SP	-60	0	0	0	0	0
FG0000359	PB-INT	-2200	0	0	0	0	0
FG0000192	PB-ST	-56	0	0	0	0	0
FG0000070	PB-ST	-22	0	0	0	0	0
PM0000825	BH-FG	0	0	0	0	0	0
FG0000005	PB-INT	-552	0	0	0	0	0
FG0000028	PB-INT	-24	0	0	0	0	0
FG0000349	BH-INT	-700	0	0	0	0	0
FG0000004	BH-INT	-649	-52	0	0	0	0
FG0000306	BH-INT	-526	0	0	0	0	0
SC0000079	BH-INT	-492	0	0	0	0	0
FG0000324	BH-INT	-388	0	0	0	0	0
FG0000047	BH-INT	-343	0	0	0	0	0
FG0000318	BH-INT	-325	0	0	0	0	0
FG0000082	BH-INT	-251	0	0	0	0	0
FG0000083	BH-INT	-250	0	0	0	0	0
FG0000028	BH-INT	-234	-15	0	0	0	0
FG0000116	BH-INT	-222	0	0	0	0	0
FG0000042	BH-INT	-133	-23	0	0	0	0
FG0000282	BH-INT	-152	0	0	0	0	0
FG0000295	BH-INT	-139	0	0	0	0	0
FG0000009	BH-INT	-81	-285	0	0	0	0
FG0000374	BH-INT	-59	0	0	0	0	0
FG0000305	BH-INT	-36	0	0	0	0	0
FG0000008	BH-INT	-27	-1178	0	0	0	0
FG0000015	BH-INT	-18	-1	0	0	0	0
FG0000074	BH-INT	-16	-374	0	0	0	0
FG0000382	BH-INT	0	0	0	0	0	0
FG0000336	DL-PS	-600	0	0	0	0	0
FG0000336	BH-INT	0	0	0	0	0	0
SC0000078	DL-PS	-500	0	0	0	0	0
SC0000078	BH-INT	0	0	0	0	0	0
FG0000167	DL-PS	-390	0	0	0	0	0
FG0000167	BH-INT	0	0	0	0	0	0
FG0000283	BH-INT	0	0	0	0	0	0
FG0000180	DL-PS	-213	0	0	0	0	0
FG0000180	BH-INT	0	0	0	0	0	0
FG0000257	DL-PS	-200	0	0	0	0	0
FG0000257	BH-INT	0	0	0	0	0	0
FG0000179	DL-PS	-200	0	0	0	0	0
FG0000179	BH-INT	0	0	0	0	0	0
FG0000181	DL-PS	-200	0	0	0	0	0
FG0000181	BH-INT	0	0	0	0	0	0
FG0000182	DL-PS	-200	0	0	0	0	0
FG0000182	BH-INT	0	0	0	0	0	0
FG0000197	DL-PS	-197	-7	0	0	0	0
FG0000197	BH-INT	0	0	0	0	0	0
FG0000238	DL-PS	-200	0	0	0	0	0
FG0000238	BH-INT	0	0	0	0	0	0
FG0000165	DL-PS	-200	0	0	0	0	0
FG0000165	BH-INT	0	0	0	0	0	0
FG0000338	BH-INT	0	0	0	0	0	0
FG0000198	DL-PS	-200	-10	0	0	0	0
FG0000198	BH-INT	0	0	0	0	0	0
FG0000166	DL-PS	-200	0	0	0	0	0
FG0000166	BH-INT	0	0	0	0	0	0
FG0000233	BH-INT	0	0	0	0	0	0
FG0000289	DL-PS	-200	-10	0	0	0	0
FG0000289	BH-INT	0	0	0	0	0	0
FG0000258	DL-PS	-170	0	0	0	0	0
FG0000258	BH-INT	0	0	0	0	0	0
FG0000237	DL-PS	-160	0	0	0	0	0
FG0000237	BH-INT	0	0	0	0	0	0
FG0000244	DL-PS	-130	0	0	0	0	0
FG0000244	BH-INT	0	0	0	0	0	0
FG0000302	DL-PS	-126	0	0	0	0	0
FG0000302	BH-INT	0	0	0	0	0	0
FG0000221	BH-INT	0	0	0	0	0	0
FG0000236	DL-PS	-66	0	0	0	0	0
FG0000236	BH-INT	0	0	0	0	0	0
FG0000224	BH-INT	0	0	0	0	0	0
FG0000256	DL-PS	-20	0	0	0	0	0
FG0000256	BH-INT	0	0	0	0	0	0
FG0000319	DL-PS	-185	0	0	0	0	0
FG0000319	BH-INT	-16	0	0	0	0	0
FG0000303	DL-PS	-15	0	0	0	0	0
FG0000303	BH-INT	0	0	0	0	0	0
FG0000240	DL-PS	-1	0	0	0	0	0
FG0000240	BH-INT	0	0	0	0	0	0
EX0000017	BH-FG	-10450	0	0	0	0	0
EX0000018	BH-FG	-9600	0	0	0	0	0
FG0000167	BH-FG	-22	0	0	0	0	0
FG0000180	BH-FG	-92	0	0	0	0	0
FG0000179	BH-FG	-471	0	0	0	0	0
FG0000181	BH-FG	-343	0	0	0	0	0
FG0000182	BH-FG	-258	0	0	0	0	0
FG0000165	BH-FG	-136	0	0	0	0	0
FG0000166	BH-FG	-380	0	0	0	0	0
FG0000258	BH-FG	-18	0	0	0	0	0
FG0000237	BH-FG	-15	0	0	0	0	0
FG0000244	BH-FG	-48	0	0	0	0	0
FG0000302	BH-FG	0	0	0	0	0	0
FG0000256	BH-FG	0	0	0	0	0	0
FG0000303	BH-FG	0	0	0	0	0	0
FG0000387	GP-FG	-7	-61	0	0	0	0
FG0000387	BH-WST	9	1	0	0	0	0
FG0000142	DL-INT	0	0	0	0	0	0
FG0000143	DL-INT	0	0	0	0	0	0
FG0000143	DL-PS	0	0	0	0	0	0
FG0000142	DL-PS	0	-10	0	0	0	0
FG0000143	BH-INT	0	-68	0	0	0	0
FG0000142	BH-INT	0	0	0	0	0	0
FG0000197	BH-PF	0	0	0	0	0	0
FG0000198	BH-PF	0	0	0	0	0	0
FG0000233	BH-PF	0	0	0	0	0	0
FG0000283	BH-PF	0	0	0	0	0	0
FG0000179	BH-SC	-15	0	0	0	0	0
FG0000182	BH-SC	-17	0	0	0	0	0
PM0000850	BH-PM	3700	0	0	0	0	0
PM0000849	BH-PM	3700	0	0	0	0	0
PM0000346	BH-FG	0	0	0	0	0	0
PM0000031	BH-FG	0	0	0	0	0	0
FG0000382	BH-PF	-1	0	0	0	0	0
FG0000083	DL-INT	0	0	0	0	0	0
FG0000338	BH-PF	0	0	0	0	0	0
FG0000289	BH-PF	0	0	0	0	0	0
FG0000183	BH-PF	0	0	0	0	0	0
FG0000185	BH-PF	0	0	0	0	0	0
FG0000372	BH-PF	0	0	0	0	0	0
RM0000004	BH-GJ	-70	0	0	0	0	0
RM0000004	BH-LO	154	4	0	0	0	0
FG0000005	DL-INT	0	0	0	0	0	0
FG0000028	DL-INT	0	0	0	0	0	0
FG0000032	DL-INT	0	0	0	0	0	0
FG0000039	DL-INT	0	0	0	0	0	0
FG0000064	DL-INT	0	0	0	0	0	0
FG0000081	DL-INT	0	0	0	0	0	0
FG0000082	DL-INT	0	0	0	0	0	0
FG0000112	DL-INT	0	0	0	0	0	0
FG0000114	DL-INT	0	0	0	0	0	0
FG0000148	DL-INT	0	0	0	0	0	0
FG0000149	DL-INT	0	0	0	0	0	0
FG0000372	DL-INT	0	0	0	0	0	0
FG0000370	DL-INT	0	0	0	0	0	0
FG0000150	DL-INT	0	0	0	0	0	0
FG0000183	DL-INT	0	0	0	0	0	0
FG0000185	DL-INT	0	0	0	0	0	0
FG0000189	DL-INT	0	0	0	0	0	0
FG0000324	DL-INT	0	0	0	0	0	0
FG0000352	DL-INT	0	0	0	0	0	0
FG0000192	DL-INT	0	0	0	0	0	0
FG0000228	DL-INT	0	0	0	0	0	0
FG0000283	DL-INT	0	0	0	0	0	0
FG0000197	DL-INT	0	0	0	0	0	0
FG0000198	DL-INT	0	0	0	0	0	0
FG0000306	DL-INT	0	0	0	0	0	0
FG0000319	DL-INT	0	0	0	0	0	0
FG0000221	BH-PF	0	0	0	0	0	0
FG0000193	DL-INT	0	0	0	0	0	0
FG0000233	DL-INT	0	0	0	0	0	0
FG0000381	DL-INT	0	0	0	0	0	0
FG0000221	DL-INT	0	0	0	0	0	0
FG0000386	DL-INT	0	0	0	0	0	0
FG0000338	DL-INT	0	0	0	0	0	0
FG0000289	DL-INT	0	0	0	0	0	0
SC0000063	DL-INT	0	0	0	0	0	0
FG0000388	DL-INT	0	0	0	0	0	0
PM0000740	BH-BS	-4	0	0	0	0	0
PM0000740	BH-PC	0	0	0	0	0	0
PM0000759	BH-PC	0	0	0	0	0	0
PM0000760	BH-PC	0	0	0	0	0	0
PM0000046	BH-PF	4	4	0	0	0	0
PM0000535	BH-PF	4	4	0	0	0	0
PM0000259	BH-PF	4	4	0	0	0	0
PM0000186	BH-PF	4	4	0	0	0	0
PM0000288	BH-PF	4	4	0	0	0	0
PM0000466	BH-PF	4	4	0	0	0	0
PM0000358	BH-PF	4	4	0	0	0	0
PM0000469	BH-PF	8	8	0	0	0	0
PM0000359	BH-PF	4	4	0	0	0	0
PM0000360	BH-PF	4	4	0	0	0	0
PM0000465	BH-PF	3	3	0	0	0	0
PM0000470	BH-PF	12	12	0	0	0	0
PM0000233	BH-PF	8	8	0	0	0	0
PM0000232	BH-PF	8	8	0	0	0	0
PM0000395	BH-PF	4	4	0	0	0	0
PM0000084	BH-PF	4	0	0	0	0	0
PM0000740	BH-PF	4	4	0	0	0	0
PM0000759	BH-PF	4	4	0	0	0	0
PM0000760	BH-PF	4	4	0	0	0	0
PM0000062	BH-PF	8	8	0	0	0	0
PM0000492	BH-PC	-4	0	0	0	0	0
PM0000492	BH-PF	4	4	0	0	0	0
PM0000493	BH-PF	4	4	0	0	0	0
PM0000494	BH-PF	4	4	0	0	0	0
PM0000495	BH-PF	4	4	0	0	0	0
PM0000427	BH-PF	4	4	0	0	0	0
PM0000428	BH-PF	4	4	0	0	0	0
PM0000672	BH-PF	0.12	0.12	0	0	0	0
PM0000053	DL-INT	0	0	0	0	0	0
PM0000468	DL-INT	0	0	0	0	0	0
PM0000046	DL-INT	0	0	0	0	0	0
PM0000535	DL-INT	0	0	0	0	0	0
PM0000076	DL-INT	0	0	0	0	0	0
PM0000078	DL-INT	0	0	0	0	0	0
PM0000031	DL-INT	0	0	0	0	0	0
PM0000077	DL-INT	0	0	0	0	0	0
PM0000080	DL-INT	0	0	0	0	0	0
PM0000259	DL-INT	0	0	0	0	0	0
PM0000186	DL-INT	0	0	0	0	0	0
PM0000288	DL-INT	0	0	0	0	0	0
PM0000466	DL-INT	0	0	0	0	0	0
PM0000358	DL-INT	0	0	0	0	0	0
PM0000469	DL-INT	0	0	0	0	0	0
PM0000359	DL-INT	0	0	0	0	0	0
PM0000360	DL-INT	0	0	0	0	0	0
PM0000465	DL-INT	0	0	0	0	0	0
PM0000470	DL-INT	0	0	0	0	0	0
PM0000233	DL-INT	0	0	0	0	0	0
PM0000232	DL-INT	0	0	0	0	0	0
PM0000395	DL-INT	0	0	0	0	0	0
PM0000740	DL-INT	0	0	0	0	0	0
PM0000759	DL-INT	0	0	0	0	0	0
PM0000760	DL-INT	0	0	0	0	0	0
PM0000062	DL-INT	0	0	0	0	0	0
PM0000492	DL-INT	0	0	0	0	0	0
PM0000493	DL-INT	0	0	0	0	0	0
PM0000494	DL-INT	0	0	0	0	0	0
PM0000495	DL-INT	0	0	0	0	0	0
PM0000427	DL-INT	0	0	0	0	0	0
PM0000428	DL-INT	0	0	0	0	0	0
PM0000672	DL-INT	0	0	0	0	0	0
FG0000194	DL-INT	0	0	0	0	0	0
RM0000034	BH-PC	-2630	-1946	0	0	0	0
FG0000379	DL-INT	0	0	0	0	0	0
PM0000162	BH-PF	30	30	0	0	0	0
FG0000088	GP-FG	-505	-15	0	0	0	0
FG0000042	DL-INT	0	0	0	0	0	0
FG0000161	DL-INT	0	0	0	0	0	0
FG0000187	DL-INT	0	0	0	0	0	0
FG0000074	DL-INT	0	0	0	0	0	0
PM0000275	BH-PF	20	20	0	0	0	0
PM0000275	DL-INT	0	0	0	0	0	0
PM0000162	DL-INT	0	0	0	0	0	0
PM0000834	BH-PF	6	6	0	0	0	0
PM0000834	DL-INT	0	0	0	0	0	0
FG0000382	DL-INT	0	0	0	0	0	0
PM0000300	BH-FG	0	0	0	0	0	0
RM0000042	BH-FG	40.8	0	0	0	0	0
PM0000303	BH-FG	0	0	0	0	0	0
PM0000301	BH-FG	0.3	0	0	0	0	0
PM0000302	BH-FG	0	0	0	0	0	0
PM0000299	BH-FG	0	0	0	0	0	0
RM0000060	BH-FG	53.6	0	0	0	0	0
FG0000232	DL-INT	0	0	0	0	0	0
FG0000011	DL-INT	0	0	0	0	0	0
FG0000374	DL-INT	0	0	0	0	0	0
FG0000116	DL-INT	0	0	0	0	0	0
FG0000157	DL-INT	0	0	0	0	0	0
PM0000105	BH-FG	42.23	0	0	0	0	0
PM0000390	BH-FG	1323	0	0	0	0	0
PM0000472	BH-FG	418	0	0	0	0	0
PM0000478	BH-FG	279	0	0	0	0	0
PM0000479	BH-FG	555	0	0	0	0	0
PM0000511	BH-FG	304	0	0	0	0	0
PM0000664	BH-FG	122	0	0	0	0	0
PM0000665	BH-FG	1	0	0	0	0	0
PM0000666	BH-FG	20	0	0	0	0	0
RM0000050	BH-FG	-59	-177	0	0	0	0
PM0000694	BH-PM	0	0	0	0	0	0
FG0000088	BH-FG	32	0	0	0	0	0
FG0000255	BH-PF	-140	0	0	0	0	0
FG0000271	BH-PF	-8	0	0	0	0	0
FG0000269	BH-FG	-85	0	0	0	0	0
PM0000285	BH-PC	5.63	0	0	0	0	0
PM0000299	BH-SC	-65	0	0	0	0	0
PM0000300	BH-SC	-76	0	0	0	0	0
PM0000301	BH-SC	-51	0	0	0	0	0
PM0000302	BH-SC	-98	0	0	0	0	0
PM0000303	BH-SC	-0.88	0	0	0	0	0
FB0000016	BH-GR	0	0	0	0	0	0
FG0000015	DL-PS	0	0	0	0	0	0
FG0000306	DL-PS	-142	-10	0	0	0	0
PM0000823	BH-BS	0	0	0	0	0	0
FG0000305	DL-PS	-4	0	0	0	0	0
FG0000374	DL-PS	-1	-2	0	0	0	0
PM0000074	DL-PS	-800	0	0	0	0	0
PM0000336	DL-PS	-5	0	0	0	0	0
FG0000085	GP-FG	-1	0	0	0	0	0
EX0000012	DL-POP	-1700	0	0	0	0	0
EX0000013	DL-POP	-2500	0	0	0	0	0
EX0000015	DL-POP	-4000	0	0	0	0	0
EX0000016	DL-POP	-22	0	0	0	0	0
FG0000298	DL-POP	-27	0	0	0	0	0
PM0000058	GP-PM	-13720	0	0	0	0	0
PM0000245	BH-FG	0	-210	0	0	0	0
FG0000383	PB-INT	0	0	0	0	0	0
FG0000386	PB-INT	0	0	0	0	0	0
FG0000178	PB-INT	0	0	0	0	0	0
FG0000382	PB-INT	0	0	0	0	0	0
FG0000083	DL-PS	5	-20	0	0	0	0
FG0000028	DL-PS	1	-9	0	0	0	0
