ItemCode	Warehouse	OUT90	RET90	IN90
FG0000276	BH-FG	0	0	0
FG0000276	BH-PF	1008	0	0
FG0000276	BH-VG	0	0	0
FG0000276	DL-INT	0	0	0
FG0000276	DL-J3	3960	0	0
FG0000281	BH-FG	0	0	0
FG0000281	BH-PF	792	0	0
FG0000281	BH-VG	0	0	0
FG0000281	DL-INT	0	0	0
FG0000281	DL-J3	37560	0	0
FG0000282	BH-FG	1960	260	370
FG0000282	BH-PF	0	0	504
FG0000282	DL-PS	500	0	0
FG0000283	BH-FG	886	0	0
FG0000283	BH-PF	513	0	4608
FG0000283	BH-VG	0	0	0
FG0000283	DL-INT	0	0	0
FG0000283	DL-J3	312	0	0
FG0000284	BH-FG	25752	100992	116592
FG0000284	BH-PF	95855	0	0
FG0000284	BH-VG	0	0	0
FG0000284	DL-INT	0	0	0
FG0000284	DL-J3	101254	0	0
FG0000285	BH-VG	0	0	0
FG0000285	DL-INT	0	0	0
FG0000285	DL-J3	0	0	0
FG0000286	BH-VG	0	0	0
FG0000286	DL-INT	0	0	0
FG0000286	DL-J3	0	0	0
FG0000287	BH-VG	0	0	0
FG0000287	DL-INT	0	0	0
FG0000287	DL-J3	0	0	0
FG0000288	BH-VG	0	0	0
FG0000288	DL-INT	0	0	0
FG0000288	DL-J3	0	0	0
FG0000289	BH-VG	0	0	0
FG0000289	DL-INT	0	0	0
FG0000289	DL-J3	0	0	0
FG0000290	BH-VG	0	0	0
FG0000290	DL-INT	0	0	0
FG0000290	DL-J3	0	0	0
FG0000291	BH-VG	0	0	0
FG0000291	DL-INT	0	0	0
FG0000291	DL-J3	66	0	0
FG0000292	BH-VG	0	0	0
FG0000292	DL-INT	0	0	0
FG0000292	DL-J3	72	0	0
FG0000293	BH-VG	0	0	0
FG0000293	DL-INT	0	0	0
FG0000293	DL-J3	66	0	0
FG0000294	BH-VG	0	0	0
FG0000294	DL-INT	0	0	0
FG0000294	DL-J3	66	0	0
FG0000296	BH-FG	180	0	0
FG0000296	BH-PF	0	0	92
FG0000296	BH-VG	0	0	0
FG0000296	BH-WST	0	0	0
FG0000296	DL-INT	0	0	0
FG0000296	DL-J3	629	0	0
FG0000297	BH-FG	4	0	0
FG0000297	BH-PF	48	0	83
FG0000297	BH-VG	0	0	0
FG0000297	BH-WST	0	0	0
FG0000297	DL-INT	0	0	0
FG0000297	DL-J3	178	0	0
FG0000299	BH-VG	0	0	0
FG0000299	DL-INT	0	0	0
FG0000299	DL-J3	364	0	0
FG0000301	BH-FG	190	96	96
FG0000301	BH-PF	900	0	900
FG0000301	BH-VG	0	0	0
FG0000301	DL-INT	0	0	0
FG0000301	DL-J3	0	0	0
FG0000302	BH-FG	158	0	0
FG0000302	BH-PF	0	0	1155
FG0000302	BH-VG	0	0	0
FG0000302	DL-INT	0	0	0
FG0000302	DL-J3	118	0	0
FG0000305	BH-VG	0	0	0
FG0000305	DL-INT	0	0	0
FG0000305	DL-J3	0	0	0
FG0000306	BH-VG	0	0	0
FG0000306	DL-INT	0	0	0
FG0000306	DL-J3	0	0	0
FG0000309	BH-FG	30	0	0
FG0000314	BH-FG	47076	2640	2712
FG0000314	BH-GR	0	2423	2423
FG0000314	BH-PF	606	0	52320
FG0000314	BH-PS	2400	2400	2400
FG0000315	BH-FG	21080	1200	3600
FG0000315	BH-PF	216	0	9428
FG0000316	BH-FG	122	0	0
FG0000316	BH-PF	204	0	0
FG0000316	BH-VG	0	0	0
FG0000316	DL-INT	0	0	0
FG0000316	DL-J3	369	0	0
FG0000317	BH-FG	34	1444	1444
FG0000317	BH-PF	1634	0	0
FG0000317	BH-VG	0	0	0
FG0000317	DL-INT	0	0	0
FG0000317	DL-J3	492	0	0
FG0000319	BH-FG	100800	1200	1200
FG0000319	BH-PF	0	0	32832
FG0000320	BH-FG	0	0	0
FG0000320	BH-PF	24	0	924
FG0000321	BH-FG	0	0	0
FG0000321	BH-PF	942	0	0
FG0000322	BH-VG	0	0	0
FG0000322	DL-INT	0	0	0
FG0000322	DL-J3	240	0	0
FG0000323	BH-FG	646554	16080	19680
FG0000323	BH-PF	0	0	589769
FG0000324	BH-FG	3283322	16200	24600
FG0000324	BH-PF	0	0	3383688
FG0000325	BH-FG	70800	0	0
FG0000325	BH-PF	0	0	5976
FG0000328	BH-FG	4458218	43992	192552
FG0000328	BH-GR	0	96	96
FG0000328	BH-PF	0	0	4480052
FG0000328	DL-PS	480	0	0
FG0000329	BH-FG	782	0	0
FG0000329	BH-PF	4	0	590
FG0000330	BH-FG	177	0	0
FG0000330	BH-PF	0	0	243
FG0000332	BH-FG	170	0	0
FG0000332	BH-PF	0	0	183
FG0000333	BH-FG	6144	0	0
FG0000333	BH-PF	0	0	816
FG0000335	BH-FG	97	0	0
FG0000336	BH-FG	100	0	0
FG0000336	BH-PF	0	0	1356
FG0000337	BH-FG	120144	0	0
FG0000337	BH-PF	0	0	120144
FG0000338	BH-FG	0	0	0
FG0000338	BH-PF	0	0	175
PM0000139	GP-NM	26532	0	0
PM0000175	BH-PM	0	0	270000
PM0000175	BH-PP	9428	0	1244
PM0000223	GP-NM	26532	0	0
PM0000537	GP-NM	11400	0	0
PM0000538	GP-NM	7667	0	0
PM0000540	BH-FG	4	0	0
PM0000540	BH-PM	0	0	0
PM0000540	BH-PP	7869	0	2499
PM0000544	GP-NM	39040	0	0
PM0000545	GP-NM	34400	0	0
PM0000548	GP-NM	32500	0	0
PM0000549	GP-NM	5990	0	0
PM0000550	GP-NM	34400	0	0
PM0000552	GP-NM	8800	0	0
PM0000556	BH-FG	755	0	0
PM0000556	BH-NM	0	0	0
PM0000557	GP-NM	43454	0	0
PM0000558	GP-NM	20000	0	0
PM0000559	GP-NM	3226	0	0
PM0000560	GP-NM	424	0	0
PM0000561	GP-NM	46	0	0
PM0000564	BH-NM	0	0	0
PM0000564	GP-NM	26600	0	0
PM0000569	GP-NM	1148	0	0
PM0000569	GP-PM	0	0	0
PM0000570	BH-FG	1127	0	0
PM0000570	BH-NM	0	0	0
PM0000571	GP-NM	4380	0	0
PM0000572	GP-NM	11300	0	0
PM0000574	BH-NM	0	0	0
PM0000574	GP-NM	21200	0	0
PM0000576	BH-NM	0	0	0
PM0000576	GP-NM	500	0	0
PM0000578	GP-NM	53	0	0
PM0000580	GP-NM	100	0	0
PM0000582	GP-NM	58	0	0
PM0000583	GP-NM	164000	0	0
PM0000584	BH-PM	0	0	90000
PM0000584	BH-PP	61748	0	822
PM0000584	GP-PM	0	0	0
PM0000585	GP-NM	3665	0	0
PM0000587	GP-NM	151700	0	0
PM0000589	GP-NM	38450	0	0
PM0000590	GP-NM	2000	0	0
PM0000594	GP-NM	375	0	0
PM0000595	BH-NM	0	0	0
PM0000595	GP-NM	53300	0	0
PM0000596	GP-NM	6450	0	0
PM0000597	GP-NM	675	0	0
PM0000598	BH-FG	720	0	0
PM0000598	BH-NM	0	0	0
PM0000601	BH-NM	0	0	0
PM0000601	GP-NM	84200	0	0
PM0000602	BH-NM	0	0	0
PM0000602	GP-NM	22350	0	0
PM0000604	BH-NM	0	0	0
PM0000604	BH-PM	0	0	0
PM0000604	BH-PP	0	0	942
PM0000604	GP-NM	138450	0	0
PM0000605	GP-NM	11000	0	0
PM0000606	BH-FG	8	0	0
PM0000606	BH-PM	0	0	0
PM0000606	BH-PP	4608	0	5110
PM0000606	BH-WST	0	0	0
PM0000607	GP-NM	36300	0	0
PM0000608	GP-NM	80520	0	0
PM0000609	GP-NM	4000	0	0
PM0000610	GP-NM	50200	0	0
PM0000611	GP-NM	30100	0	0
PM0000612	GP-NM	13700	0	0
PM0000614	BH-NM	0	0	0
PM0000614	GP-NM	4500	0	0
PM0000615	BH-NM	0	0	0
PM0000615	GP-NM	12150	0	0
PM0000616	GP-NM	1700	0	0
PM0000617	GP-NM	15000	0	0
PM0000623	GP-NM	68336	0	0
PM0000628	BH-FG	8	0	0
PM0000628	BH-PM	0	0	0
PM0000628	BH-PP	20760	0	22420
PM0000631	BH-PP	0	0	942
PM0000633	GP-NM	96800	0	0
PM0000634	GP-NM	78000	0	0
PM0000635	GP-NM	65500	0	0
PM0000636	BH-NM	0	0	0
PM0000636	GP-NM	29400	0	0
PM0000637	GP-NM	17240	0	0
PM0000638	BH-NM	0	0	0
PM0000638	GP-NM	24200	0	0
PM0000639	GP-NM	21138	0	0
PM0000641	BH-NM	0	0	0
PM0000641	BH-PM	0	0	7302000
PM0000641	BH-PP	8580179	0	114815
PM0000641	BH-WST	0	0	0
PM0000641	GP-NM	0	0	0
PM0000642	BH-PP	20276	0	14769
PM0000643	BH-PM	0	0	0
PM0000643	BH-PP	20276	0	14769
PM0000647	BH-FG	387	0	0
PM0000647	BH-NM	0	0	0
PM0000654	BH-PP	0	0	1008
PM0000659	BH-PM	0	0	4655776
PM0000659	BH-PP	4633028	0	17952
PM0000659	BH-WST	0	0	0
PM0000660	BH-FG	5	0	0
PM0000660	BH-PM	0	0	0
PM0000660	BH-PP	1689.53	0	1330.74
PM0000660	GP-PM	0	0	0
PM0000663	BH-PM	20000	0	360000
PM0000663	BH-PP	199193.97	0	1228.91
PM0000663	BH-WST	0	0	0
PM0000664	BH-FG	953200	0	953200
PM0000664	BH-NM	0	0	0
PM0000664	BH-PM	1463500	0	7736350
PM0000664	BH-PP	5588436.96	0	141120.68
PM0000664	BH-WST	0	0	0
PM0000665	BH-PM	1723640	0	0
PM0000665	BH-PP	0	0	4362.78
PM0000666	BH-PP	0	0	20296.53
PM0000667	BH-PP	0	0	383.04
PM0000668	BH-PP	3730.53	0	0
PM0000668	BH-WST	0	0	0
PM0000669	BH-FG	1272900	0	1272900
PM0000669	BH-NM	0	0	0
PM0000669	BH-PM	1274900	0	7074950
PM0000669	BH-PP	6677618.36	0	1982.4
PM0000669	BH-WST	0	0	0
PM0000672	BH-PP	1430	0	1430
PM0000673	BH-PP	1430	0	1430
PM0000674	BH-PP	1430	0	1430
PM0000675	BH-FG	100	0	0
PM0000676	BH-PM	0	0	959500
PM0000676	BH-PP	597219	0	40024
PM0000676	BH-WST	0	0	0
PM0000677	BH-PM	0	0	0
PM0000677	BH-PP	20760	0	1660
PM0000677	BH-WST	0	0	0
PM0000678	BH-NM	0	0	0
PM0000678	BH-PP	1380	0	181
PM0000679	BH-NM	0	0	0
PM0000679	BH-PP	1380	0	181
PM0000680	BH-PP	1380	0	181
PM0000681	BH-PP	6132	0	6132
PM0000682	BH-PP	6132	0	6132
PM0000683	BH-PP	6132	0	6132
PM0000684	BH-PP	0	0	1837
PM0000685	BH-PP	0	0	1837
PM0000686	BH-PP	0	0	1837
PM0000687	BH-FG	8	0	0
PM0000687	BH-PM	0	0	0
PM0000687	BH-PP	4608	0	5110
PM0000687	BH-WST	0	0	0
PM0000688	BH-FG	4	0	0
PM0000688	BH-PM	0	0	0
PM0000688	BH-PP	7869	0	2499
PM0000689	BH-PP	1237	0	1287
PM0000690	BH-PM	0	0	0
PM0000690	BH-PP	6632	0	1123
PM0000691	BH-PP	2339	0	4260
PM0000692	BH-PP	2339	0	4260
PM0000693	BH-PP	2339	0	4260
PM0000694	BH-PM	0	0	0
PM0000694	BH-PP	1539	0	1218
PM0000695	BH-PM	0	0	0
PM0000695	BH-PP	1539	0	1218
PM0000696	BH-PM	0	0	0
PM0000696	BH-PP	1539	0	1218
PM0000697	BH-PP	1008	0	1008
PM0000698	BH-PP	1008	0	1008
PM0000699	BH-PP	1008	0	1008
PM0000700	BH-PM	0	0	0
PM0000700	BH-PP	1378	0	1044
PM0000701	BH-PM	0	0	0
PM0000701	BH-PP	1378	0	1044
PM0000702	BH-PM	0	0	0
PM0000702	BH-PP	1378	0	1044
PM0000705	BH-PM	907200	0	4207752
PM0000705	BH-PP	3389664	0	0
PM0000705	BH-WST	0	0	0
PM0000707	BH-NM	0	0	0
PM0000707	BH-PM	5265600	0	5956040
PM0000707	BH-PP	2419371.61	0	676.03
PM0000707	BH-WST	0	0	0
PM0000712	BH-FR	0	0	0
PM0000712	BH-PP	0	0	0
PM0000713	BH-PM	0	0	0
PM0000713	BH-PP	10490.03	0	838.8
PM0000713	BH-WST	0	0	0
PM0000715	BH-PM	0	0	0
PM0000715	BH-PP	346.25	0	81.58
PM0000719	BH-PP	4608	0	5110
PM0000719	BH-WST	0	0	0
PM0000720	BH-PM	0	0	0
PM0000720	BH-PP	846	0	1789
PM0000721	BH-PM	0	0	0
PM0000721	BH-PP	846	0	1789
PM0000722	BH-PM	0	0	0
PM0000722	BH-PP	846	0	1789
PM0000723	BH-PM	2229	0	2229
PM0000723	BH-PP	256	0	145.5
PM0000723	GP-PM	2229	0	0
PM0000724	BH-PM	0	0	0
PM0000724	BH-PP	252	0	0
PM0000725	BH-PM	0	0	0
PM0000725	BH-PP	2113.56	0	1116.93
PM0000730	BH-NM	0	0	0
PM0000730	BH-PM	0	0	0
PM0000730	BH-PP	8371.2	0	96.96
PM0000730	GP-NM	0	0	0
PM0000733	BH-PP	4224	0	345
PM0000734	BH-PP	4224	0	345
PM0000735	BH-PP	4224	0	345
PM0000738	BH-NM	0	0	0
PM0000738	BH-PM	0	0	0
PM0000738	BH-PP	1508.48	0	34.56
PM0000738	GP-NM	0	0	0
PM0000739	BH-PP	0	0	95855
PM0000744	BH-PM	0	0	0
PM0000744	BH-PP	20760	0	0
PM0000745	BH-FG	10	0	0
PM0000745	BH-PM	0	0	0
PM0000746	BH-FG	20	0	0
PM0000746	BH-PM	0	0	0
PM0000757	BH-FG	10	0	0
PM0000757	BH-PM	0	0	0
PM0000768	BH-PP	0	0	204
PM0000769	BH-PP	0	0	204
PM0000770	BH-PP	0	0	204
PM0000775	BH-PM	0	0	5786
PM0000775	BH-PP	392.83	0	52
PM0000775	GP-PM	0	0	0
PM0000776	BH-PM	0	0	8625
PM0000776	BH-PP	2180	0	25.25
PM0000776	GP-PM	0	0	0
PM0000777	BH-PM	0	0	0
PM0000777	BH-PP	52320	0	1548
PM0000783	BH-PM	0	0	0
PM0000783	BH-PP	5056.13	0	0
PM0000783	BH-WST	0	0	0
PM0000784	BH-PM	0	0	0
PM0000784	BH-PP	1673.28	0	0
PM0000784	BH-WST	0	0	0
PM0000785	BH-PP	410.44	0	10.66
PM0000787	BH-PP	39732	0	24
PM0000787	BH-WST	0	0	0
PM0000789	BH-PP	0	0	94.2
PM0000791	BH-PM	0	0	0
PM0000791	BH-PP	504	0	0
PM0000792	BH-PM	0	0	1114390
PM0000792	BH-PP	609535.92	0	2402.4
PM0000792	BH-WST	0	0	0
PM0000793	BH-PM	518000	0	1493750
PM0000793	BH-PP	910888.81	0	0
PM0000793	BH-WST	0	0	0
PM0000794	BH-PM	0	0	0
PM0000794	BH-PP	271293.74	0	0
PM0000794	BH-WST	0	0	0
PM0000795	BH-PM	644090	0	644090
PM0000799	BH-FG	100	0	0
PM0000799	BH-INT	0	0	0
PM0000799	BH-JW	0	0	0
PM0000799	BH-PM	0	0	0
PM0000799	BH-PP	0	0	0
PM0000799	DL-INT	0	0	0
PM0000799	DL-PS	0	0	0
PM0000802	BH-PP	816	0	0
PM0000806	BH-PM	0	0	749
PM0000806	BH-PP	0	0	0
PM0000806	BH-WST	0	0	0
PM0000807	BH-PM	0	0	635
PM0000807	BH-PP	0	0	0
PM0000807	BH-WST	0	0	0
PM0000808	BH-PM	0	0	2516
PM0000808	BH-PP	0	0	0
PM0000808	BH-WST	0	0	0
PM0000810	BH-PM	0	0	2010
PM0000810	BH-PP	1356	0	0
PM0000811	BH-PP	1356	0	7928
PM0000812	BH-PP	1356	0	8000
RM0000043	BH-PP	0	0	0
RM0000043	BH-WST	0	0	0
RM0000044	BH-FR	0	0	0
RM0000044	BH-PP	7379.04	0	6667.1
RM0000044	BH-WST	0	0	0
RM0000045	BH-FR	0	0	0
RM0000045	BH-PP	70.44	0	919.6
RM0000046	BH-FR	0	0	17362.72
RM0000046	BH-LB	1	0	0
RM0000046	BH-PP	324.68	0	0
RM0000047	BH-FR	0	0	0
RM0000047	BH-PP	1489.89	0	298.88
RM0000047	BH-VG	2430	0	0
RM0000050	BH-FR	0	0	2336
RM0000062	BH-PM	0	0	45000
RM0000063	BH-FR	0	0	1226
RM0000064	BH-FR	0	0	18704
RM0000064	BH-PP	0	0	0
RM0000064	BH-WST	0	0	0
RM0000066	BH-LB	500001	0	0
RM0000067	BH-LB	1	0	0
RM0000070	BH-LB	245	0	0
RM0000071	BH-LB	1002	0	0
RM0000074	BH-LB	2	0	0
RM0000075	BH-LB	2000	0	0
RM0000079	BH-LB	4	0	0
RM0000084	BH-LB	5	0	0
RM0000086	BH-FR	0	0	1328.8
RM0000086	BH-PP	0	0	34.49
RM0000087	BH-FR	0	0	594.74
RM0000087	BH-PP	0.32	0	0
RM0000092	BH-LB	250	0	0
RM0000096	BH-LB	1	0	0
RM0000102	BH-LB	500	0	0
RM0000103	BH-LB	5	0	0
RM0000112	BH-LB	2000	0	0
RM0000113	BH-FR	0	0	11000
RM0000113	BH-PP	0	0	0
RM0000115	BH-PP	844.8	0	69
RM0000116	BH-FR	0	0	1.5
RM0000118	BH-PP	286.25	0	0
RM0000119	BH-FR	0	0	0
RM0000119	BH-PP	4.5	0	0
RM0000120	BH-FR	0	0	0
RM0000120	BH-PP	0	0	0
RM0000132	BH-PP	201.6	0	201.6
RM0000134	BH-PP	8371.2	0	9332.46
RM0000134	BH-WST	0	0	0
RM0000138	BH-PP	467.8	0	852
RM0000139	BH-FR	0	0	1280.34
RM0000139	BH-PP	83.52	0	0
RM0000140	BH-FR	0	0	0
RM0000140	BH-PP	84.24	0	0
RM0000144	BH-PP	0	0	3448.5
RM0000145	BH-PP	307.8	0	307.8
RM0000146	BH-PP	275.6	0	275.6
RM0000148	BH-PP	0	0	0.07
RM0000149	BH-FR	0	0	2570
RM0000150	BH-PP	0.06	0	0.06
RM0000151	BH-FR	0	0	0
RM0000151	BH-PP	12987	0	0
RM0000151	BH-WST	0	0	0
RM0000154	BH-FR	0	0	695
RM0000155	BH-FR	0	0	0
RM0000155	BH-PP	2272.73	0	2299
RM0000159	BH-PP	286	0	286
RM0000162	BH-PP	169.2	0	357.8
RM0000163	BH-FR	0	0	2
RM0000163	BH-PP	0.46	0	0.47
RM0000164	BH-FR	0	0	0
RM0000164	BH-PM	0	0	3
RM0000164	BH-PP	1.8	0	0.03
RM0000165	BH-FR	0	0	5248.7
RM0000165	BH-PP	1623.38	0	0
RM0000166	BH-PP	0	0	367.4
RM0000168	BH-PP	1226.4	0	1226.4
RM0000170	BH-PP	4974	0	4450.25
RM0000171	BH-PP	927.75	0	965.25
RM0000173	BH-FG	850	0	0
RM0000173	BH-FR	0	0	0
RM0000173	BH-PP	0	0	0
RM0000173	BH-WST	0	0	0
RM0000175	BH-FR	0	0	730
RM0000175	BH-PP	0	0	19.54
RM0000177	BH-PP	0	0	2299
RM0000178	BH-PP	0	0	2299
RM0000179	BH-PP	0	0	114950
RM0000184	BH-PP	2.3	0	2.3
RM0000185	BH-PP	2304	0	2556.5
RM0000185	BH-WST	0	0	0
RM0000186	BH-FR	0	0	2000
RM0000191	BH-FR	0	0	5000
RM0000193	BH-FR	0	0	800
RM0000194	BH-LB	2	0	0
RM0000199	BH-FR	0	0	486919.5
RM0000199	BH-PP	0	0	0
RM0000199	BH-WST	0	0	0
RM0000209	BH-LB	1227	0	0
RM0000242	BH-FR	0	0	0
RM0000242	BH-PP	3.17	0	0.26
RM0000242	BH-WST	0	0	0
RM0000243	BH-FR	0	0	350
RM0000249	BH-PP	276	0	36.2
RM0000258	BH-FG	0	0	0
RM0000258	BH-INT	0	0	0
RM0000258	BH-JW	0	0	0
RM0000258	BH-PP	0	0	0
RM0000258	DL-INT	0	0	0
RM0000258	DL-PS	0	0	0
RM0000259	BH-PP	2.16	0	2.16
RM0000262	BH-FR	0	0	1632.41
RM0000262	BH-PP	1082.25	0	0
RM0000263	BH-FR	0	0	24000
RM0000263	BH-PP	33.6	0	574.75
RM0000265	BH-PP	0	0	40.8
RM0000266	BH-FR	0	0	0
RM0000266	BH-PP	1190.47	0	0
RM0000267	BH-PP	1508.48	0	2199.04
RM0000268	BH-PP	0	0	6900
