ItemCode	Warehouse	OUT90	RET90	IN90
PM0000727	BH-BS	0	0	0
PM0000727	BH-PC	46840	0	0
PM0000605	BH-BS	0	0	0
PM0000605	BH-PC	0	0	0
PM0000567	BH-BS	0	0	0
PM0000567	BH-PC	18280	0	0
PM0000471	BH-BS	0	0	0
PM0000471	BH-PC	2924	0	0
PM0000820	BH-BS	0	0	1100
PM0000820	BH-PC	0	0	0
PM0000275	BH-BS	0	0	0
PM0000275	BH-PC	0	0	0
PM0000663	BH-BS	0	0	0
PM0000663	BH-PC	2460	0	0
PM0000730	BH-BS	0	0	0
PM0000730	BH-PC	0	0	0
PM0000685	BH-BS	0	0	0
PM0000685	BH-PC	0	0	0
PM0000819	BH-PC	938.95	0	0
PM0000608	BH-BS	0	0	0
PM0000608	BH-PC	0	0	0
PM0000229	BH-PC	3310.4	0	0
PM0000839	BH-BS	0	0	0
PM0000839	BH-PC	0	0	0
PM0000278	BH-BS	0	0	280
PM0000278	BH-PC	0	0	0
PM0000150	BH-PC	1992	0	0
PM0000728	BH-BS	0	0	0
PM0000728	BH-PC	0	0	0
PM0000399	BH-BS	0	0	0
PM0000399	BH-PC	0	0	0
PM0000400	BH-BS	0	0	0
PM0000400	BH-PC	0	0	0
PM0000159	BH-PC	55728	0	1056
PM0000158	BH-PC	55728	0	1056
PM0000861	BH-BS	0	0	0
PM0000861	BH-PC	37760	0	0
PM0000019	BH-BS	0	0	0
PM0000020	BH-BS	0	0	0
PM0000504	BH-BS	0	0	0
PM0000504	BH-PC	11120	0	0
PM0000108	BH-BS	0	0	0
PM0000108	BH-PC	289586	0	0
PM0000503	BH-BS	0	0	0
PM0000503	BH-PC	11120	0	0
PM0000719	BH-BS	0	0	0
PM0000718	BH-BS	0	0	0
PM0000691	BH-BS	0	0	0
PM0000691	BH-PC	0	0	0
PM0000307	BH-BS	0	0	1905
PM0000307	BH-PC	46840	0	0
PM0000308	BH-BS	0	0	1575
PM0000308	BH-PC	46840	0	0
PM0000519	BH-BS	0	0	0
PM0000519	BH-PC	0	0	0
PM0000518	BH-BS	0	0	0
PM0000518	BH-PC	0	0	0
PM0000860	BH-PC	4	0	0
PM0000373	BH-BS	0	0	0
PM0000373	BH-PC	0	0	0
PM0000374	BH-BS	0	0	0
PM0000374	BH-PC	0	0	0
PM0000854	BH-BS	0	0	0
PM0000854	BH-PC	1340	0	900
PM0000211	BH-BS	0	0	0
PM0000211	BH-PC	0	0	0
PM0000210	BH-BS	0	0	0
PM0000210	BH-PC	0	0	0
PM0000101	BH-BS	0	0	0
PM0000101	BH-PC	0	0	0
PM0000100	BH-BS	0	0	0
PM0000100	BH-PC	0	0	0
PM0000895	BH-PC	798	0	0
PM0000821	BH-BS	0	0	0
PM0000821	BH-PC	0	0	0
PM0000826	BH-BS	0	0	0
PM0000826	BH-PC	0	0	0
PM0000265	BH-PC	6936	0	0
PM0000266	BH-PC	6936	0	0
PM0000041	BH-BS	0	0	0
PM0000041	BH-PC	7650	0	0
PM0000042	BH-BS	0	0	0
PM0000042	BH-PC	7650	0	0
PM0000363	BH-BS	0	0	0
PM0000363	BH-PC	0	0	0
PM0000364	BH-BS	0	0	0
PM0000364	BH-PC	0	0	0
PM0000043	BH-BS	0	0	0
PM0000043	BH-PC	0	0	0
PM0000413	BH-BS	0	0	0
PM0000413	BH-PC	58	0	0
PM0000414	BH-BS	0	0	0
PM0000414	BH-PC	58	0	0
PM0000420	BH-BS	0	0	0
PM0000420	BH-PC	0	0	0
PM0000419	BH-BS	0	0	0
PM0000419	BH-PC	0	0	0
PM0000381	BH-BS	0	0	0
PM0000381	BH-PC	0	0	0
PM0000352	BH-BS	0	0	0
PM0000352	BH-PC	0	0	0
PM0000351	BH-BS	0	0	0
PM0000351	BH-PC	0	0	0
PM0000582	BH-BS	0	0	0
PM0000582	BH-PC	0	0	0
PM0000581	BH-BS	0	0	0
PM0000581	BH-PC	0	0	0
PM0000117	BH-BS	0	0	3000
PM0000117	BH-PC	7320	0	0
PM0000226	BH-PC	16552	0	0
PM0000227	BH-BS	0	0	0
PM0000227	BH-PC	0	0	0
PM0000670	BH-BS	0	0	0
PM0000670	BH-PC	0	0	0
PM0000674	BH-BS	0	0	0
PM0000674	BH-PC	0	0	0
PM0000673	BH-BS	0	0	0
PM0000673	BH-PC	0	0	0
PM0000367	BH-BS	0	0	0
PM0000367	BH-PC	0	0	0
PM0000368	BH-BS	0	0	0
PM0000368	BH-PC	0	0	0
PM0000045	BH-PC	15091	0	0
PM0000495	BH-BS	0	0	0
PM0000495	BH-PC	0	0	0
PM0000494	BH-BS	0	0	0
PM0000494	BH-PC	0	0	0
PM0000360	BH-PC	7151	0	0
PM0000359	BH-PC	7151	0	0
PM0000371	BH-BS	0	0	0
PM0000371	BH-PC	0	0	0
PM0000372	BH-BS	0	0	0
PM0000372	BH-PC	0	0	0
PM0000052	BH-PC	2924	0	0
PM0000493	BH-BS	0	0	0
PM0000493	BH-PC	0	0	0
PM0000379	BH-BS	0	0	0
PM0000379	BH-PC	0	0	0
PM0000380	BH-BS	0	0	0
PM0000380	BH-PC	0	0	0
PM0000815	BH-BS	0	0	0
PM0000815	BH-PC	1992	0	0
PM0000816	BH-BS	0	0	0
PM0000816	BH-PC	1992	0	0
PM0000184	BH-BS	0	0	0
PM0000184	BH-PC	0	0	0
PM0000183	BH-BS	0	0	0
PM0000183	BH-PC	0	0	0
PM0000416	BH-BS	0	0	0
PM0000416	BH-PC	0	0	0
PM0000415	BH-BS	0	0	0
PM0000415	BH-PC	0	0	0
PM0000154	BH-BS	0	0	0
PM0000154	BH-PC	0	0	0
PM0000161	BH-BS	0	0	0
PM0000161	BH-PC	1	0	0
PM0000160	BH-BS	0	0	0
PM0000160	BH-PC	1	0	0
PM0000573	BH-BS	0	0	0
PM0000573	BH-PC	0	0	0
PM0000574	BH-BS	0	0	0
PM0000574	BH-PC	0	0	0
PM0000434	BH-BS	0	0	0
PM0000434	BH-PC	0	0	0
PM0000682	BH-BS	0	0	0
PM0000682	BH-PC	0	0	0
PM0000681	BH-BS	0	0	1500
PM0000681	BH-PC	0	0	0
PM0000195	BH-BS	0	0	0
PM0000195	BH-PC	58976	0	1056
PM0000620	BH-BS	0	0	0
PM0000620	BH-PC	0	0	0
PM0000694	BH-BS	0	0	0
PM0000694	BH-PC	0	0	0
PM0000056	BH-PC	12920	0	0
PM0000057	BH-PC	40230	0	0
PM0000697	BH-BS	0	0	0
PM0000697	BH-PC	0	0	0
PM0000560	BH-BS	0	0	0
PM0000560	BH-PC	0	0	0
PM0000738	BH-BS	0	0	0
PM0000738	BH-PC	0	0	0
PM0000659	BH-BS	0	0	0
PM0000659	BH-PC	0	0	0
PM0000692	BH-BS	0	0	0
PM0000692	BH-PC	0	0	0
PM0000498	BH-BS	0	0	0
PM0000498	BH-PC	768	0	902
PM0000626	BH-BS	0	0	0
PM0000626	BH-PC	0	0	0
PM0000104	BH-BS	0	0	0
PM0000104	BH-PC	0	0	0
PM0000622	BH-BS	0	0	0
PM0000622	BH-PC	0	0	0
PM0000130	BH-BS	0	0	0
PM0000130	BH-PC	0.44	0	0
PM0000604	BH-BS	0	0	0
PM0000604	BH-PC	0	0	0
PM0000072	BH-PC	5509	0	0
PM0000155	BH-BS	0	0	0
PM0000155	BH-PC	4452	0	0
PM0000162	BH-BS	0	0	0
PM0000162	BH-PC	0	0	0
PM0000402	BH-BS	0	0	0
PM0000402	BH-PC	17532	0	0
PM0000403	BH-BS	0	0	0
PM0000403	BH-PC	9040	0	0
PM0000335	BH-BS	0	0	0
PM0000335	BH-PC	2924	0	0
PM0000068	BH-BS	0	0	0
PM0000068	BH-PC	0	0	0
PM0000873	BH-BS	0	0	0
PM0000873	BH-PC	164	0	0
PM0000765	BH-BS	0	0	0
PM0000765	BH-PC	2924	0	0
PM0000875	BH-BS	0	0	0
PM0000875	BH-PC	128	0	0
PM0000876	BH-BS	0	0	0
PM0000876	BH-PC	308	0	0
PM0000877	BH-BS	0	0	0
PM0000877	BH-PC	3088	0	0
PM0000593	BH-PC	2837	0	0
PM0000294	BH-BS	0	0	0
PM0000294	BH-PC	0	0	0
PM0000339	BH-BS	0	0	0
PM0000339	BH-PC	0	0	0
PM0000444	BH-BS	0	0	0
PM0000444	BH-PC	0	0	0
PM0000907	BH-PC	0	0	0
PM0000906	BH-PC	0	0	0
PM0000911	BH-PC	0	0	0
PM0000910	BH-PC	0	0	0
PM0000392	BH-PC	5920	0	0
PM0000385	BH-PC	98976	0	0
PM0000386	BH-PC	98976	0	0
PM0000009	BH-PC	4023	0	0
PM0000012	BH-BS	0	0	0
PM0000012	BH-PC	1836.33	0	0
PM0000113	BH-BS	0	0	0
PM0000113	BH-PC	7320	0	0
PM0000228	BH-PC	16552	0	0
PM0000358	BH-PC	7151	0	0
PM0000107	BH-BS	0	0	0
PM0000107	BH-PC	289586	0	0
PM0000690	BH-PC	0	0	0
PM0000025	BH-BS	0	0	4070
PM0000025	BH-PC	9040	0	0
PM0000027	BH-BS	0	0	0
PM0000027	BH-PC	16690	0	0
PM0000489	BH-BS	0	0	39
PM0000489	BH-PC	0	0	0
PM0000488	BH-BS	0	0	0
PM0000488	BH-PC	0	0	0
PM0000465	BH-BS	0	0	0
PM0000465	BH-PC	1790	0	0
PM0000036	BH-BS	0	0	0
PM0000036	BH-PC	27470	0	0
PM0000118	BH-BS	0	0	0
PM0000118	BH-PC	7320	0	0
PM0000669	BH-BS	0	0	0
PM0000669	BH-PC	0	0	0
PM0000587	BH-BS	0	0	0
PM0000587	BH-PC	3020	0	0
PM0000193	BH-BS	0	0	0
PM0000193	BH-PC	16391	0	0
PM0000122	BH-BS	0	0	0
PM0000122	BH-PC	7650	0	0
PM0000083	BH-BS	0	0	0
PM0000083	BH-PC	1808	0	0
PM0000871	BH-BS	0	0	0
PM0000871	BH-PC	856	0	0
PM0000766	BH-BS	0	0	0
PM0000766	BH-PC	3060	0	0
PM0000878	BH-BS	0	0	0
PM0000878	BH-PC	3044	0	0
PM0000863	BH-PC	28748	0	0
PM0000393	BH-PC	5920	0	0
PM0000348	BH-PC	2460	0	0
PM0000347	BH-PC	2460	0	0
PM0000756	BH-NM	0	0	0
PM0000756	BH-PC	0	0	0
PM0000755	BH-NM	0	0	0
PM0000755	BH-PC	0	0	0
PM0000017	BH-NM	0	0	0
PM0000018	BH-NM	0	0	0
PM0000353	BH-NM	0	0	0
PM0000353	BH-PC	0	0	0
PM0000377	BH-NM	0	0	0
PM0000377	BH-PC	0	0	0
PM0000378	BH-NM	0	0	0
PM0000378	BH-PC	0	0	0
PM0000373	BH-NM	0	0	0
PM0000374	BH-NM	0	0	0
PM0000638	BH-NM	0	0	0
PM0000638	BH-PC	0	0	0
PM0000645	BH-NM	0	0	0
PM0000645	BH-PC	0	0	0
PM0000643	BH-NM	0	0	0
PM0000643	BH-PC	0	0	0
PM0000639	BH-NM	0	0	0
PM0000639	BH-PC	0	0	0
PM0000644	BH-NM	0	0	0
PM0000644	BH-PC	0	0	0
PM0000642	BH-NM	0	0	0
PM0000642	BH-PC	0	0	0
PM0000362	BH-NM	0	0	0
PM0000362	BH-PC	0	0	0
PM0000762	BH-NM	0	0	0
PM0000762	BH-PC	0	0	0
PM0000355	BH-NM	0	0	0
PM0000355	BH-PC	0	0	0
PM0000356	BH-NM	0	0	0
PM0000356	BH-PC	0	0	0
PM0000520	BH-NM	0	0	0
PM0000520	BH-PC	0	0	0
PM0000184	BH-NM	0	0	0
PM0000183	BH-NM	0	0	0
PM0000651	BH-NM	0	0	0
PM0000651	BH-PC	0	0	0
PM0000649	BH-NM	0	0	0
PM0000649	BH-PC	0	0	0
PM0000647	BH-NM	0	0	0
PM0000647	BH-PC	0	0	0
PM0000652	BH-NM	0	0	0
PM0000652	BH-PC	0	0	0
PM0000650	BH-NM	0	0	0
PM0000650	BH-PC	0	0	0
PM0000648	BH-NM	0	0	0
PM0000648	BH-PC	0	0	0
PM0000646	BH-NM	0	0	0
PM0000646	BH-PC	0	0	0
PM0000354	BH-NM	0	0	0
PM0000354	BH-PC	0	0	0
PM0000238	BH-NM	0	0	0
PM0000238	BH-PC	0	0	0
PM0000241	BH-NM	0	0	0
PM0000241	BH-PC	0	0	0
PM0000242	BH-NM	0	0	0
PM0000242	BH-PC	0	0	0
PM0000243	BH-NM	0	0	0
PM0000243	BH-PC	0	0	0
PM0000244	BH-NM	0	0	0
PM0000244	BH-PC	0	0	0
PM0000430	BH-NM	0	0	0
PM0000430	BH-PC	0	0	0
PM0000516	BH-NM	0	0	0
PM0000516	BH-PC	0	0	0
PM0000586	BH-NM	0	0	0
PM0000586	BH-PC	0	0	0
PM0000603	BH-NM	0	0	0
PM0000603	BH-PC	0	0	0
PM0000612	BH-NM	0	0	0
PM0000612	BH-PC	0	0	0
PM0000823	BH-PC	0	0	0
PM0000824	BH-NM	0	0	0
PM0000278	BH-PM	0	0	0
PM0000279	BH-BS	0	0	221
PM0000279	BH-PM	0	0	0
FG0000454	BH-PF	9600	0	10176
PM0000525	BH-PM	0	0	26700
PM0000524	BH-PM	0	0	25950
FG0000449	BH-PF	25200	0	36470
PM0000035	BH-PM	0	0	43500
PM0000035	BH-BS	0	0	0
PM0000036	BH-PM	0	0	43500
PM0000401	GP-NM	0	0	0
PM0000401	BH-PM	0	0	0
PM0000401	GP-PM	0	0	0
PM0000061	GP-NM	0	0	0
PM0000061	GP-PM	0	0	0
PM0000088	GP-NM	0	0	0
PM0000088	GP-PM	0	0	0
PM0000099	GP-NM	0	0	0
PM0000099	GP-PM	0	0	0
PM0000105	GP-NM	0	0	0
PM0000105	GP-PM	0	0	0
PM0000120	GP-NM	0	0	0
PM0000120	GP-PM	0	0	0
PM0000129	GP-NM	0	0	0
PM0000129	GP-PM	0	0	0
PM0000137	GP-NM	0	0	0
PM0000137	GP-PM	0	0	0
PM0000179	GP-NM	0	0	0
PM0000179	GP-PM	0	0	0
PM0000196	GP-NM	0	0	0
PM0000196	GP-PM	0	0	0
PM0000209	GP-NM	0	0	0
PM0000209	GP-PM	0	0	0
PM0000274	GP-NM	0	0	0
PM0000274	GP-PM	0	0	0
PM0000285	GP-NM	0	0	0
PM0000285	GP-PM	0	0	0
PM0000293	GP-NM	0	0	0
PM0000293	GP-PM	0	0	0
PM0000294	GP-NM	0	0	0
PM0000294	GP-PM	0	0	0
PM0000295	GP-NM	0	0	0
PM0000295	GP-PM	0	0	0
PM0000590	GP-NM	0	0	0
PM0000590	GP-PM	0	0	0
PM0000607	GP-NM	0	0	0
PM0000607	GP-PM	0	0	0
PM0000608	GP-NM	0	0	0
PM0000608	GP-PM	0	0	0
PM0000035	BH-PC	27470	0	0
PM0000506	GP-NM	0	0	0
PM0000085	GP-NM	0	0	0
PM0000471	GP-NM	0	0	0
PM0000470	GP-NM	0	0	0
PM0000078	GP-NM	0	0	0
PM0000729	GP-NM	0	0	0
PM0000630	BH-BS	0	0	0
PM0000630	GP-NM	0	0	0
PM0000615	BH-BS	0	0	0
PM0000615	GP-NM	0	0	0
PM0000005	GP-NM	0	0	0
PM0000411	GP-NM	0	0	0
PM0000722	GP-NM	0	0	0
PM0000634	GP-NM	0	0	0
PM0000007	BH-BS	0	0	0
PM0000007	GP-NM	0	0	0
PM0000284	BH-BS	0	0	0
PM0000284	GP-NM	0	0	0
PM0000409	GP-NM	0	0	0
PM0000838	BH-BS	0	0	0
PM0000838	GP-NM	0	0	0
PM0000182	GP-NM	0	0	0
PM0000899	GP-NM	0	0	0
PM0000013	GP-NM	0	0	0
PM0000245	GP-NM	0	0	0
PM0000246	BH-BS	0	0	0
PM0000246	GP-NM	0	0	0
PM0000632	GP-NM	0	0	0
PM0000128	GP-NM	0	0	0
PM0000285	BH-BS	0	0	36
PM0000153	BH-BS	0	0	43
PM0000153	GP-NM	0	0	0
PM0000276	BH-BS	0	0	0
PM0000276	GP-NM	0	0	0
PM0000684	GP-NM	0	0	0
PM0000641	BH-BS	0	0	0
PM0000641	GP-NM	0	0	0
PM0000014	GP-NM	0	0	0
PM0000491	BH-BS	0	0	0
PM0000491	GP-NM	0	0	0
PM0000015	GP-NM	0	0	0
PM0000159	GP-NM	0	0	0
PM0000158	GP-NM	0	0	0
PM0000108	GP-NM	0	0	0
PM0000721	BH-BS	0	0	0
PM0000721	GP-NM	0	0	0
PM0000720	BH-BS	0	0	0
PM0000720	GP-NM	0	0	0
PM0000860	GP-NM	0	0	0
PM0000231	GP-NM	0	0	0
PM0000219	BH-BS	0	0	0
PM0000219	GP-NM	0	0	0
PM0000218	BH-BS	0	0	0
PM0000218	GP-NM	0	0	0
PM0000638	BH-BS	0	0	0
PM0000638	GP-NM	0	0	0
PM0000640	BH-BS	0	0	0
PM0000640	GP-NM	0	0	0
PM0000466	GP-NM	0	0	0
PM0000606	GP-NM	0	0	0
PM0000029	GP-NM	0	0	0
PM0000270	GP-NM	0	0	0
PM0000430	GP-NM	0	0	0
PM0000346	BH-BS	0	0	0
PM0000346	GP-NM	0	0	0
PM0000090	GP-NM	0	0	0
PM0000091	GP-NM	0	0	0
PM0000035	GP-NM	0	0	0
PM0000699	BH-BS	0	0	0
PM0000699	GP-NM	0	0	0
PM0000349	GP-NM	0	0	0
PM0000698	BH-BS	0	0	0
PM0000698	GP-NM	0	0	0
PM0000041	GP-NM	0	0	0
PM0000042	GP-NM	0	0	0
PM0000887	GP-NM	0	0	0
PM0000332	BH-BS	0	0	0
PM0000332	GP-NM	0	0	0
PM0000331	BH-BS	0	0	0
PM0000331	GP-NM	0	0	0
PM0000117	GP-NM	0	0	0
PM0000226	GP-NM	0	0	0
PM0000227	GP-NM	0	0	0
PM0000045	GP-NM	0	0	0
PM0000535	GP-NM	0	0	0
PM0000046	GP-NM	0	0	0
PM0000760	BH-BS	0	0	0
PM0000760	GP-NM	0	0	0
PM0000759	BH-BS	0	0	0
PM0000759	GP-NM	0	0	0
PM0000194	GP-NM	0	0	0
PM0000121	GP-NM	0	0	0
PM0000855	BH-BS	0	0	0
PM0000855	GP-NM	0	0	0
PM0000593	GP-NM	0	0	0
PM0000077	GP-NM	0	0	0
PM0000259	GP-NM	0	0	0
PM0000080	GP-NM	0	0	0
PM0000395	GP-NM	0	0	0
PM0000260	GP-NM	0	0	0
PM0000660	GP-NM	0	0	0
PM0000079	GP-NM	0	0	0
PM0000468	GP-NM	0	0	0
PM0000752	BH-BS	0	0	0
PM0000752	GP-NM	0	0	0
PM0000693	BH-BS	0	0	0
PM0000693	GP-NM	0	0	0
PM0000490	BH-BS	0	0	0
PM0000490	GP-NM	0	0	0
PM0000350	GP-NM	0	0	0
PM0000051	GP-NM	0	0	0
PM0000052	GP-NM	0	0	0
PM0000493	GP-NM	0	0	0
PM0000288	BH-BS	0	0	0
PM0000288	GP-NM	0	0	0
PM0000289	BH-BS	0	0	271
PM0000289	GP-NM	0	0	0
PM0000577	BH-BS	0	0	0
PM0000577	GP-NM	0	0	0
PM0000578	BH-BS	0	0	0
PM0000578	GP-NM	0	0	0
PM0000517	BH-BS	0	0	0
PM0000517	GP-NM	0	0	0
PM0000058	GP-NM	0	0	0
PM0000006	BH-NM	0	0	0
FG0000024	BH-PF	0	0	54
PM0000050	BH-PC	2277	0	0
PM0000049	BH-PC	2277	0	0
FG0000012	BH-PF	0	0	2277
FG0000021	BH-PF	0	0	53
FA0000390	BH-FA	0	0	1
FG0000194	PB-SG	3583	650	650
FG0000030	PB-SG	2908	500	500
FG0000194	PB-ST	2936	0	0
FG0000136	PB-ST	4131	0	0
FG0000136	PB-SG	991	0	0
PM0000058	BH-WST	0	0	0
PM0000901	BH-WST	0	0	0
PM0000900	BH-WST	0	0	0
PM0000370	BH-PC	48039	0	0
PM0000369	BH-PC	48039	0	0
FG0000083	BH-SC	21	0	0
FG0000379	PB-ST	1200	0	0
FG0000379	PB-SG	530	0	0
RM0000025	BH-OT	0	0	0
RM0000001	BH-OT	116175.71	0	105186.71
FG0000074	BH-PF	3	0	1868
FG0000031	GP-FG	25501	0	0
PM0000831	BH-PM	0	0	1016
PM0000830	BH-PM	0	0	1017
PM0000832	BH-BS	0	0	0
PM0000861	BH-PM	1	0	62100
PM0000053	GP-NM	0	0	0
PM0000365	GP-NM	0	0	0
PM0000038	BH-BS	0	0	0
PM0000038	GP-NM	0	0	0
PM0000869	BH-NM	0	0	0
PM0000869	BH-BS	0	0	0
FG0000114	BH-PF	4000	0	4240
PM0000235	BH-PM	0	0	1110000
PM0000832	BH-PC	0	0	0
PM0000724	BH-BS	0	0	0
PM0000724	BH-PC	50992	0	0
PM0000520	BH-BS	0	0	0
PM0000521	BH-PC	0	0	0
PM0000521	BH-BS	0	0	0
FG0000283	BH-GR	5	5	5
PM0000073	GP-NM	0	0	0
FG0000386	BH-SC	209	115	115
FG0000386	BH-GR	0	1672	1672
FG0000283	GP-FG	0	0	0
FG0000180	GP-FG	0	0	0
FG0000180	BH-SC	0	0	0
PM0000003	BH-NM	0	0	0
PM0000003	GP-NM	0	0	0
PM0000005	BH-NM	0	0	0
PM0000006	GP-NM	0	0	0
PM0000008	BH-NM	0	0	0
PM0000008	GP-NM	0	0	0
PM0000013	BH-NM	0	0	0
PM0000014	BH-NM	0	0	0
PM0000022	BH-NM	0	0	0
PM0000022	GP-NM	0	0	0
PM0000025	BH-NM	0	0	0
PM0000025	GP-NM	0	0	0
PM0000026	BH-NM	0	0	0
PM0000026	GP-NM	0	0	0
PM0000029	BH-NM	0	0	0
PM0000031	BH-NM	0	0	0
PM0000031	GP-NM	0	0	0
PM0000036	BH-NM	0	0	0
PM0000036	GP-NM	0	0	0
PM0000043	BH-NM	0	0	0
PM0000043	GP-NM	0	0	0
PM0000051	BH-NM	0	0	0
PM0000058	BH-NM	0	0	0
PM0000060	BH-NM	0	0	0
PM0000060	GP-NM	0	0	0
PM0000062	BH-NM	0	0	0
PM0000062	GP-NM	0	0	0
PM0000074	BH-NM	0	0	0
PM0000074	GP-NM	0	0	0
PM0000075	BH-NM	0	0	0
PM0000075	GP-NM	0	0	0
PM0000078	BH-NM	0	0	0
PM0000079	BH-NM	0	0	0
PM0000094	BH-NM	0	0	0
PM0000094	GP-NM	0	0	0
PM0000104	BH-NM	0	0	0
PM0000104	GP-NM	0	0	0
PM0000117	BH-NM	0	0	0
PM0000151	BH-NM	0	0	0
PM0000151	GP-NM	0	0	0
PM0000153	BH-NM	0	0	0
PM0000179	BH-NM	0	0	0
PM0000182	BH-NM	0	0	0
PM0000218	BH-NM	0	0	0
PM0000219	BH-NM	0	0	0
PM0000227	BH-NM	0	0	0
PM0000229	BH-NM	0	0	0
PM0000229	GP-NM	0	0	0
PM0000230	BH-NM	0	0	0
PM0000230	GP-NM	0	0	0
PM0000246	BH-NM	0	0	0
PM0000254	BH-NM	0	0	0
PM0000254	GP-NM	0	0	0
PM0000260	BH-NM	0	0	0
PM0000270	BH-NM	0	0	0
PM0000276	BH-NM	0	0	0
PM0000285	BH-NM	0	0	0
PM0000286	BH-NM	0	0	0
PM0000286	GP-NM	0	0	0
PM0000288	BH-NM	0	0	0
PM0000289	BH-NM	0	0	0
PM0000347	BH-NM	0	0	0
PM0000347	GP-NM	0	0	0
PM0000348	BH-NM	0	0	0
PM0000348	GP-NM	0	0	0
PM0000358	BH-NM	0	0	0
PM0000358	GP-NM	0	0	0
PM0000367	BH-NM	0	0	0
PM0000367	GP-NM	0	0	0
PM0000369	BH-NM	0	0	0
PM0000369	GP-NM	0	0	0
PM0000370	BH-NM	0	0	0
PM0000370	GP-NM	0	0	0
PM0000385	BH-NM	0	0	0
PM0000385	GP-NM	0	0	0
PM0000391	BH-NM	0	0	0
PM0000391	GP-NM	0	0	0
PM0000395	BH-NM	0	0	0
PM0000402	BH-NM	0	0	0
PM0000402	GP-NM	0	0	0
PM0000403	BH-NM	0	0	0
PM0000403	GP-NM	0	0	0
PM0000407	BH-NM	0	0	0
PM0000407	GP-NM	0	0	0
PM0000409	BH-NM	0	0	0
PM0000411	BH-NM	0	0	0
PM0000419	BH-NM	0	0	0
PM0000419	GP-NM	0	0	0
PM0000420	BH-NM	0	0	0
PM0000420	GP-NM	0	0	0
PM0000424	BH-NM	0	0	0
PM0000424	GP-NM	0	0	0
PM0000425	BH-NM	0	0	0
PM0000425	GP-NM	0	0	0
PM0000426	BH-NM	0	0	0
PM0000426	GP-NM	0	0	0
PM0000427	BH-NM	0	0	0
PM0000427	GP-NM	0	0	0
PM0000428	BH-NM	0	0	0
PM0000428	GP-NM	0	0	0
PM0000468	BH-NM	0	0	0
PM0000471	BH-NM	0	0	0
PM0000488	BH-NM	0	0	0
PM0000488	GP-NM	0	0	0
PM0000506	BH-NM	0	0	0
PM0000507	BH-NM	0	0	0
PM0000507	GP-NM	0	0	0
PM0000535	BH-NM	0	0	0
PM0000584	BH-NM	0	0	0
PM0000584	GP-NM	0	0	0
PM0000587	BH-NM	0	0	0
PM0000587	GP-NM	0	0	0
PM0000609	BH-NM	0	0	0
PM0000609	GP-NM	0	0	0
PM0000615	BH-NM	0	0	0
PM0000619	BH-NM	0	0	0
PM0000619	GP-NM	0	0	0
PM0000620	BH-NM	0	0	0
PM0000620	GP-NM	0	0	0
PM0000626	BH-NM	0	0	0
PM0000626	GP-NM	0	0	0
PM0000630	BH-NM	0	0	0
PM0000658	BH-NM	0	0	0
PM0000658	GP-NM	0	0	0
PM0000662	GP-NM	0	0	0
PM0000663	BH-NM	0	0	0
PM0000663	GP-NM	0	0	0
PM0000669	BH-NM	0	0	0
PM0000669	GP-NM	0	0	0
PM0000670	BH-NM	0	0	0
PM0000670	GP-NM	0	0	0
PM0000688	BH-NM	0	0	0
PM0000688	GP-NM	0	0	0
PM0000689	BH-NM	0	0	0
PM0000689	GP-NM	0	0	0
PM0000693	BH-NM	0	0	0
PM0000694	BH-NM	0	0	0
PM0000694	GP-NM	0	0	0
PM0000696	BH-NM	0	0	0
PM0000696	GP-NM	0	0	0
PM0000838	BH-NM	0	0	0
PM0000852	BH-NM	0	0	0
PM0000852	GP-NM	0	0	0
PM0000859	BH-NM	0	0	0
PM0000859	GP-NM	0	0	0
PM0000863	BH-NM	0	0	0
PM0000863	GP-NM	0	0	0
PM0000864	BH-NM	0	0	0
PM0000864	GP-NM	0	0	0
PM0000865	BH-NM	0	0	0
PM0000865	GP-NM	0	0	0
PM0000866	BH-NM	0	0	0
PM0000866	GP-NM	0	0	0
PM0000868	BH-NM	0	0	0
PM0000868	GP-NM	0	0	0
PM0000871	BH-NM	0	0	0
PM0000871	GP-NM	0	0	0
PM0000873	BH-NM	0	0	0
PM0000873	GP-NM	0	0	0
PM0000874	BH-NM	0	0	0
PM0000874	GP-NM	0	0	0
PM0000875	BH-NM	0	0	0
PM0000875	GP-NM	0	0	0
PM0000876	BH-NM	0	0	0
PM0000876	GP-NM	0	0	0
PM0000877	BH-NM	0	0	0
PM0000877	GP-NM	0	0	0
PM0000884	BH-NM	0	0	0
PM0000884	GP-NM	0	0	0
PM0000887	BH-NM	0	0	0
FG0000038	BH-PF	0	0	27470
PM0000101	BH-NM	0	0	0
PM0000100	BH-NM	0	0	0
PM0000154	BH-NM	0	0	0
PM0000379	BH-NM	0	0	0
PM0000380	BH-NM	0	0	0
PM0000368	BH-NM	0	0	0
PM0000381	BH-NM	0	0	0
PM0000399	BH-NM	0	0	0
PM0000400	BH-NM	0	0	0
PM0000573	BH-NM	0	0	0
PM0000574	BH-NM	0	0	0
PM0000363	BH-NM	0	0	0
PM0000364	BH-NM	0	0	0
PM0000619	BH-BS	0	0	0
PM0000336	BH-GR	0	0	0.5
PM0000684	BH-GR	0	0	5
PM0000338	BH-GR	0	0	5
PM0000687	BH-GR	0	0	5
PM0000655	BH-GR	0	0	0.33
PM0000832	GP-FG	10	0	0
