ItemCode	Warehouse	NET_AFTER_1	NET_AFTER_2	NET_AFTER_3	NET_AFTER_4	NET_AFTER_5	NET_AFTER_6
FG0000235	DL-J3	0	0	0	0	0	0
FG0000236	BH-VG	-434	-434	-434	-434	0	0
FG0000236	DL-INT	0	0	0	0	0	0
FG0000236	DL-J3	0	0	0	0	0	0
FG0000237	BH-VG	0	0	0	0	0	0
FG0000237	DL-INT	0	0	0	0	0	0
FG0000237	DL-J3	0	0	0	0	0	0
FG0000238	BH-VG	0	0	0	0	0	0
FG0000238	DL-INT	0	0	0	0	0	0
FG0000238	DL-J3	0	0	0	0	0	0
FG0000239	BH-FG	-8159	-9393	-11028	-9252	-6058	143
FG0000239	BH-GR	-207	-207	-207	-207	-207	0
FG0000239	BH-INT	0	0	0	0	0	0
FG0000239	BH-PF	0	0	-21	-21	-21	0
FG0000239	BH-WST	-120	-120	-120	-120	-120	0
FG0000239	DL-PS	-4692	-2220	0	0	0	0
FG0000239	PB-ST	120	120	0	0	0	0
FG0000240	BH-VG	-16	-16	-16	-16	0	0
FG0000240	DL-INT	0	0	0	0	0	0
FG0000240	DL-J3	0	0	0	0	0	0
FG0000241	BH-FG	-77	-707	-21	-21	-21	0
FG0000241	BH-INT	0	0	0	0	0	0
FG0000241	BH-PF	-2978	566	0	0	0	0
FG0000241	BH-PP	-284	0	0	0	0	0
FG0000241	BH-VG	-749	-4577	-4577	0	0	0
FG0000241	DL-INT	0	0	0	0	0	0
FG0000241	DL-J3	0	0	0	0	0	0
FG0000241	DL-PS	-1212	0	0	0	0	0
FG0000241	PB-ST	240	240	0	0	0	0
FG0000242	BH-VG	0	0	0	0	0	0
FG0000242	DL-INT	0	0	0	0	0	0
FG0000242	DL-J3	0	0	0	0	0	0
FG0000244	BH-VG	-68	-68	-68	-68	0	0
FG0000244	DL-INT	0	0	0	0	0	0
FG0000244	DL-J3	0	0	0	0	0	0
FG0000245	BH-VG	0	0	0	0	0	0
FG0000245	DL-INT	0	0	0	0	0	0
FG0000245	DL-J3	0	0	0	0	0	0
FG0000246	BH-VG	0	0	0	0	0	0
FG0000246	DL-INT	0	0	0	0	0	0
FG0000246	DL-J3	0	0	0	0	0	0
FG0000248	BH-VG	0	0	0	0	0	0
FG0000248	DL-INT	0	0	0	0	0	0
FG0000248	DL-J3	0	0	0	0	0	0
FG0000249	BH-VG	0	0	0	0	0	0
FG0000249	DL-INT	0	0	0	0	0	0
FG0000249	DL-J3	0	0	0	0	0	0
FG0000250	BH-VG	0	0	0	0	0	0
FG0000250	DL-INT	0	0	0	0	0	0
FG0000250	DL-J3	0	0	0	0	0	0
FG0000251	BH-VG	-2002	-2002	-2002	0	0	0
FG0000251	DL-INT	0	0	0	0	0	0
FG0000251	DL-J3	0	0	0	0	0	0
FG0000252	BH-VG	0	0	0	0	0	0
FG0000252	DL-INT	0	0	0	0	0	0
FG0000252	DL-J3	0	0	0	0	0	0
FG0000254	BH-VG	0	0	0	0	0	0
FG0000254	DL-INT	0	0	0	0	0	0
FG0000254	DL-J3	0	0	0	0	0	0
FG0000255	BH-VG	0	0	0	0	0	0
FG0000255	DL-INT	0	0	0	0	0	0
FG0000255	DL-J3	0	0	0	0	0	0
FG0000256	BH-VG	-4536	-4536	-4536	-4536	0	0
FG0000256	DL-INT	0	0	0	0	0	0
FG0000256	DL-J3	0	0	0	0	0	0
FG0000257	BH-FG	-587	-857	-63	369	369	370
FG0000257	BH-INT	0	0	0	0	0	0
FG0000257	BH-PF	-3722	14	0	0	0	0
FG0000257	BH-PP	-284	0	0	0	0	0
FG0000257	BH-VG	-6317	-10337	-10337	-6887	0	0
FG0000257	DL-INT	0	0	0	0	0	0
FG0000257	DL-J3	0	0	0	0	0	0
FG0000257	DL-PS	-792	0	0	0	0	0
FG0000257	PB-ST	240	240	0	0	0	0
FG0000258	BH-VG	0	0	0	0	0	0
FG0000258	DL-INT	0	0	0	0	0	0
FG0000258	DL-J3	0	0	0	0	0	0
FG0000259	BH-FG	-3933	-4467	-3587	-2879	-1689	422
FG0000259	BH-INT	0	0	0	0	0	0
FG0000259	BH-PF	108	160	0	0	0	0
FG0000259	BH-PP	-284	0	0	0	0	0
FG0000259	BH-VG	0	-336	-336	-336	0	0
FG0000259	DL-INT	0	0	0	0	0	0
FG0000259	DL-J3	0	0	0	0	0	0
FG0000259	DL-PS	-989	0	0	0	0	0
FG0000259	PB-ST	192	192	0	0	0	0
FG0000260	BH-FG	1134	1136	-649	-577	-943	0
FG0000260	BH-INT	0	0	0	0	0	0
FG0000260	BH-PF	0	0	-846	-846	0	0
FG0000260	DL-INT	0	0	0	0	0	0
FG0000260	DL-PS	-3411	-2631	0	0	0	0
FG0000261	BH-FG	-5450	-5792	-5672	-5360	-2838	207
FG0000261	BH-INT	0	0	0	0	0	0
FG0000261	BH-PF	-1376	0	0	0	0	0
FG0000261	BH-PP	-356	0	0	0	0	0
FG0000261	BH-VG	-11423	-13155	-13155	-10105	0	0
FG0000261	DL-INT	0	0	0	0	0	0
FG0000261	DL-J3	0	0	0	0	0	0
FG0000261	DL-PS	-600	0	0	0	0	0
FG0000261	PB-ST	120	120	0	0	0	0
FG0000263	BH-VG	0	0	0	0	0	0
FG0000263	DL-INT	0	0	0	0	0	0
FG0000263	DL-J3	0	0	0	0	0	0
FG0000265	BH-VG	0	0	0	0	0	0
FG0000265	DL-INT	0	0	0	0	0	0
FG0000265	DL-J3	0	0	0	0	0	0
FG0000268	BH-FG	-183386	-229382	-211514	-102014	-18506	3226
FG0000268	BH-PF	0	0	0	0	0	0
FG0000268	BH-PS	0	0	0	0	0	0
FG0000268	BH-VG	-28924	-28924	-28924	-22000	0	0
FG0000268	DL-INT	0	0	0	0	0	0
FG0000268	DL-J3	0	0	0	0	0	0
FG0000269	BH-FG	11	11	-32	-11042	-5321	0
FG0000269	BH-INT	0	0	0	0	0	0
FG0000269	BH-PF	0	0	0	0	0	0
FG0000269	BH-VG	-50788	-50788	-50788	-46538	0	0
FG0000269	DL-INT	0	0	0	0	0	0
FG0000269	DL-J3	0	0	0	0	0	0
FG0000269	DL-PS	32	-43	0	0	0	0
FG0000270	BH-FG	-5	-113	-1837	-1837	-1837	0
FG0000270	BH-INT	0	0	0	0	0	0
FG0000270	BH-PF	16	16	0	0	0	0
FG0000270	BH-VG	-1282	-1282	-1282	-1282	0	0
FG0000270	DL-INT	0	0	0	0	0	0
FG0000270	DL-J3	0	0	0	0	0	0
FG0000270	DL-PS	-1824	-1740	0	0	0	0
FG0000271	BH-FG	2832	2832	2348	1688	-816	0
FG0000271	BH-INT	0	0	0	0	0	0
FG0000271	BH-PF	92	228	-6548	-3848	0	0
FG0000271	BH-PP	-744	0	0	0	0	0
FG0000271	BH-VG	0	-868	-868	-868	0	0
FG0000271	DL-INT	0	0	0	0	0	0
FG0000271	DL-J3	0	0	0	0	0	0
FG0000271	DL-PS	-324	-108	0	0	0	0
FG0000272	BH-VG	-23	-23	-23	-23	0	0
FG0000272	DL-INT	0	0	0	0	0	0
FG0000272	DL-J3	0	0	0	0	0	0
FG0000273	BH-FG	-29	-14909	-14892	-14892	0	0
FG0000274	BH-VG	0	0	0	0	0	0
FG0000274	DL-INT	0	0	0	0	0	0
FG0000274	DL-J3	0	0	0	0	0	0
FG0000275	BH-VG	-991	-991	-991	-991	0	0
FG0000275	DL-INT	0	0	0	0	0	0
FG0000275	DL-J3	0	0	0	0	0	0
FG0000276	BH-FG	-1008	-1008	-1008	-1008	-1008	0
FG0000276	BH-PF	-3960	0	0	0	0	0
FG0000276	BH-VG	0	-3960	-3960	-3960	0	0
FG0000276	DL-INT	0	0	0	0	0	0
FG0000276	DL-J3	0	0	0	0	0	0
FG0000281	BH-FG	-4656	-792	-792	-792	-792	0
FG0000281	BH-PF	-34680	0	0	0	0	0
FG0000281	BH-VG	-2880	-37560	-37560	-13560	0	0
FG0000281	DL-INT	0	0	0	0	0	0
FG0000281	DL-J3	0	0	0	0	0	0
FG0000282	BH-FG	-2073	-2005	-1086	-1074	-363	0
FG0000282	BH-INT	0	0	0	0	0	0
FG0000282	BH-PF	0	0	0	0	0	0
FG0000282	DL-INT	0	0	0	0	0	0
FG0000282	DL-PS	-1000	0	-500	0	0	0
FG0000283	BH-FG	-303	-331	3209	3673	-144	0
FG0000283	BH-INT	0	0	0	0	0	0
FG0000283	BH-PF	-312	0	0	0	0	0
FG0000283	BH-VG	0	-312	-312	-312	0	0
FG0000283	DL-INT	0	0	0	0	0	0
FG0000283	DL-J3	0	0	0	0	0	0
FG0000283	DL-PS	-2916	0	0	0	0	0
FG0000284	BH-FG	-1152	-5279	-5015	-23	-100919	0
FG0000284	BH-PF	0	0	0	0	0	0
FG0000284	BH-PS	9600	0	0	0	0	0
FG0000284	BH-VG	-101254	-101254	-101254	-65254	0	0
FG0000284	DL-INT	0	0	0	0	0	0
FG0000284	DL-J3	0	0	0	0	0	0
FG0000285	BH-VG	0	0	0	0	0	0
FG0000285	DL-INT	0	0	0	0	0	0
FG0000285	DL-J3	0	0	0	0	0	0
FG0000286	BH-VG	0	0	0	0	0	0
FG0000286	DL-INT	0	0	0	0	0	0
FG0000286	DL-J3	0	0	0	0	0	0
FG0000287	BH-VG	0	0	0	0	0	0
FG0000287	DL-INT	0	0	0	0	0	0
FG0000287	DL-J3	0	0	0	0	0	0
FG0000288	BH-VG	0	0	0	0	0	0
FG0000288	DL-INT	0	0	0	0	0	0
FG0000288	DL-J3	0	0	0	0	0	0
FG0000289	BH-VG	0	0	0	0	0	0
FG0000289	DL-INT	0	0	0	0	0	0
FG0000289	DL-J3	0	0	0	0	0	0
FG0000290	BH-VG	0	0	0	0	0	0
FG0000290	DL-INT	0	0	0	0	0	0
FG0000290	DL-J3	0	0	0	0	0	0
FG0000291	BH-PF	-66	0	0	0	0	0
FG0000291	BH-VG	0	-66	-66	-66	0	0
FG0000291	DL-INT	0	0	0	0	0	0
FG0000291	DL-J3	0	0	0	0	0	0
FG0000292	BH-PF	-66	0	0	0	0	0
FG0000292	BH-VG	-6	-72	-72	-72	0	0
FG0000292	DL-INT	0	0	0	0	0	0
FG0000292	DL-J3	0	0	0	0	0	0
FG0000293	BH-PF	-66	0	0	0	0	0
FG0000293	BH-VG	0	-66	-66	-66	0	0
FG0000293	DL-INT	0	0	0	0	0	0
FG0000293	DL-J3	0	0	0	0	0	0
FG0000294	BH-PF	-66	0	0	0	0	0
FG0000294	BH-VG	0	-66	-66	-66	0	0
FG0000294	DL-INT	0	0	0	0	0	0
FG0000294	DL-J3	0	0	0	0	0	0
FG0000296	BH-FG	-1870	-1744	-1738	-1708	-1680	0
FG0000296	BH-PF	0	0	0	0	0	0
FG0000296	BH-VG	-629	-629	-629	-629	0	0
FG0000296	BH-WST	1620	1620	1620	1620	1620	0
FG0000296	DL-INT	0	0	0	0	0	0
FG0000296	DL-J3	0	0	0	0	0	0
FG0000297	BH-FG	-2006	-2006	-2000	-1970	-2048	0
FG0000297	BH-PF	0	1	1	1	0	0
FG0000297	BH-VG	-177	-178	-178	-178	0	0
FG0000297	BH-WST	2000	2000	2000	2000	2000	0
FG0000297	DL-INT	0	0	0	0	0	0
FG0000297	DL-J3	0	0	0	0	0	0
FG0000299	BH-VG	-364	-364	-364	-364	0	0
FG0000299	DL-INT	0	0	0	0	0	0
FG0000299	DL-J3	0	0	0	0	0	0
FG0000301	BH-FG	-3416	-2340	-2674	0	0	0
FG0000301	BH-INT	0	0	0	0	0	0
FG0000301	BH-PF	0	0	0	0	0	0
FG0000301	BH-VG	0	0	0	0	0	0
FG0000301	DL-INT	0	0	0	0	0	0
FG0000301	DL-J3	0	0	0	0	0	0
FG0000301	DL-PS	-600	-604	0	0	0	0
FG0000302	BH-FG	1340	1424	997	1069	-24	0
FG0000302	BH-INT	0	0	0	0	0	0
FG0000302	BH-PF	0	0	0	0	0	0
FG0000302	BH-VG	-118	-118	-118	-118	0	0
FG0000302	DL-INT	0	0	0	0	0	0
FG0000302	DL-J3	0	0	0	0	0	0
FG0000302	DL-PS	-565	-565	0	0	0	0
FG0000305	BH-VG	0	0	0	0	0	0
FG0000305	DL-INT	0	0	0	0	0	0
FG0000305	DL-J3	0	0	0	0	0	0
FG0000306	BH-VG	0	0	0	0	0	0
FG0000306	DL-INT	0	0	0	0	0	0
FG0000306	DL-J3	0	0	0	0	0	0
FG0000309	BH-FG	1240	1190	-30	-30	-30	0
FG0000309	BH-INT	0	0	0	0	0	0
FG0000309	DL-INT	0	0	0	0	0	0
FG0000309	DL-PS	-3500	-1220	0	0	0	0
FG0000313	BH-FG	-1106	-1104	0	0	0	0
FG0000313	BH-INT	0	0	0	0	0	0
FG0000313	BH-PF	1123	1123	0	0	0	0
FG0000313	DL-PS	-19	-19	0	0	0	0
FG0000314	BH-FG	7811	7595	6150	-30642	-1326	7776
FG0000314	BH-GR	2423	2423	2423	2423	2423	0
FG0000314	BH-INT	0	0	0	0	0	0
FG0000314	BH-PF	0	0	0	0	0	0
FG0000314	BH-PS	31200	0	0	0	0	0
FG0000314	DL-INT	0	0	0	0	0	0
FG0000314	DL-PS	5911	-18065	0	0	0	0
FG0000314	PB-INT	0	-7176	0	0	0	0
FG0000314	PB-PS	1632	1608	0	0	0	0
FG0000314	PB-ST	384	0	0	0	0	0
FG0000315	BH-FG	2688	312	-8268	-1908	2136	0
FG0000315	BH-INT	0	0	0	0	0	0
FG0000315	BH-PF	0	0	0	0	0	0
FG0000315	DL-INT	0	0	0	0	0	0
FG0000315	DL-PS	9888	-14112	0	0	0	0
FG0000316	BH-FG	492	1994	-326	-254	-252	0
FG0000316	BH-INT	0	0	0	0	0	0
FG0000316	BH-PF	79	79	0	0	0	0
FG0000316	BH-VG	-369	-369	-369	-369	0	0
FG0000316	DL-INT	0	0	0	0	0	0
FG0000316	DL-J3	0	0	0	0	0	0
FG0000316	DL-PS	-1439	-2399	0	0	0	0
FG0000317	BH-FG	0	0	-224	-614	-1634	0
FG0000317	BH-PF	0	0	0	0	0	0
FG0000317	BH-VG	-492	-492	-492	-492	0	0
FG0000317	DL-INT	0	0	0	0	0	0
FG0000317	DL-J3	0	0	0	0	0	0
FG0000319	BH-FG	15744	15744	-4944	-48352	-17392	1808
FG0000319	BH-PF	0	0	0	0	0	0
FG0000320	BH-FG	876	876	900	900	-24	0
FG0000320	BH-PF	0	0	0	0	0	0
FG0000321	BH-FG	-935	-942	-942	-942	-942	0
FG0000321	BH-INT	0	0	0	0	0	0
FG0000321	BH-PF	0	0	0	0	0	0
FG0000321	DL-PS	-104	0	0	0	0	0
FG0000322	BH-FG	-3852	-3612	0	0	0	0
FG0000322	BH-INT	0	0	0	0	0	0
FG0000322	BH-PF	-240	0	0	0	0	0
FG0000322	BH-PP	0	0	0	0	0	0
FG0000322	BH-VG	0	-240	-240	-240	0	0
FG0000322	DL-INT	0	0	0	0	0	0
FG0000322	DL-J3	0	0	0	0	0	0
FG0000322	DL-PS	-4000	0	0	0	0	0
FG0000323	BH-FG	-44621	57306	-41754	53586	-78204	0
FG0000323	BH-INT	0	0	0	0	0	0
FG0000323	BH-PF	2249	2249	2249	2249	2249	2249
FG0000323	DL-INT	0	0	0	0	0	0
FG0000323	DL-PS	0	0	0	0	0	0
FG0000324	BH-FG	-165315	-118586	123766	-99002	123024	0
FG0000324	BH-PF	0	0	0	0	0	0
FG0000324	DL-INT	0	0	0	0	0	0
FG0000324	DL-PS	1200	0	0	0	0	0
FG0000325	BH-FG	-19872	-19872	-67224	720	0	0
FG0000325	BH-PF	0	0	0	0	0	0
FG0000328	BH-FG	-457797	193906	199074	-140714	62640	155904
FG0000328	BH-GR	96	96	96	96	96	0
FG0000328	BH-INT	0	0	0	0	0	0
FG0000328	BH-PF	0	0	0	-42288	0	0
FG0000328	DL-INT	0	0	0	0	0	0
FG0000328	DL-PS	48000	0	-480	0	0	0
FG0000329	BH-FG	21	-88	19	-209	-327	0
FG0000329	BH-PF	0	0	0	0	0	0
FG0000330	BH-FG	66	66	66	59	22	0
FG0000330	BH-PF	0	0	0	0	0	0
FG0000332	BH-FG	80	80	80	80	80	0
FG0000332	BH-PF	0	0	0	0	0	0
FG0000333	BH-FG	216	-5328	-5328	216	0	0
FG0000333	BH-PF	0	0	0	0	0	0
FG0000334	BH-FG	0	-400	0	0	0	0
FG0000334	BH-PF	0	0	0	0	0	0
FG0000335	BH-FG	0	0	-97	-1	0	0
FG0000335	BH-PF	0	0	0	0	0	0
FG0000336	BH-FG	1091	1091	1091	816	-72	0
FG0000336	BH-PF	165	165	165	165	0	0
FG0000337	BH-FG	0	0	0	0	0	0
FG0000337	BH-PF	0	0	0	0	0	0
FG0000338	BH-FG	175	175	175	175	175	0
FG0000338	BH-PF	0	0	0	0	0	0
PM0000074	BH-PP	-29071.79	0	0	0	0	0
PM0000074	BH-VG	29071.79	0	0	0	0	0
PM0000139	GP-NM	-26532	-26532	-26532	0	0	0
PM0000175	BH-PM	252500	247500	247500	247500	139500	0
PM0000175	BH-PP	14316	14316	14316	14316	816	0
PM0000175	BH-VG	11080	0	0	0	0	0
PM0000175	GP-PM	-75000	0	0	0	0	0
PM0000221	BH-PP	-52	0	0	0	0	0
PM0000221	BH-VG	52	0	0	0	0	0
PM0000223	GP-NM	-26532	-26532	-26532	0	0	0
PM0000532	BH-PP	-4757	0	0	0	0	0
PM0000532	BH-VG	4757	0	0	0	0	0
PM0000535	BH-PP	-16	0	0	0	0	0
PM0000535	BH-VG	16	0	0	0	0	0
PM0000535	GP-NM	20	0	0	0	0	0
PM0000536	BH-PP	-951	0	0	0	0	0
PM0000536	BH-VG	951	0	0	0	0	0
PM0000536	GP-NM	30	0	0	0	0	0
PM0000537	GP-NM	-11400	-11400	-11400	0	0	0
PM0000538	BH-PP	-428	0	0	0	0	0
PM0000538	BH-VG	428	0	0	0	0	0
PM0000538	GP-NM	-7667	-7667	-7667	0	0	0
PM0000540	BH-FG	0	0	0	0	0	0
PM0000540	BH-PM	-5000	-5000	-5000	-5000	0	0
PM0000540	BH-PP	-40543	916	916	915	-2028	0
PM0000540	BH-VG	41585	0	0	0	0	0
PM0000544	GP-NM	-39040	-39040	-39040	0	0	0
PM0000545	GP-NM	-34400	-34400	-34400	0	0	0
PM0000547	BH-PM	0.49	0	0	0	0	0
PM0000548	GP-NM	-32500	-32500	-32500	0	0	0
PM0000549	BH-PP	-2740	0	0	0	0	0
PM0000549	BH-VG	2740	0	0	0	0	0
PM0000549	GP-NM	-5990	-5990	-5990	0	0	0
PM0000550	GP-NM	-34400	-34400	-34400	0	0	0
PM0000552	GP-NM	-8800	-8800	-8800	0	0	0
PM0000553	BH-PP	-3140	0	0	0	0	0
PM0000553	BH-VG	3140	0	0	0	0	0
PM0000554	BH-PP	-1957	0	0	0	0	0
PM0000554	BH-VG	1957	0	0	0	0	0
PM0000555	BH-PP	-5539	0	0	0	0	0
PM0000555	BH-VG	5539	0	0	0	0	0
PM0000556	BH-FG	0	0	0	0	0	0
PM0000556	BH-NM	0	0	-755	0	0	0
PM0000556	BH-PM	0	0	0	0	0	0
PM0000556	BH-PP	-1980	0	0	0	0	0
PM0000556	BH-VG	1980	0	0	0	0	0
PM0000556	GP-NM	-755	-755	0	0	0	0
PM0000557	BH-PP	-410	0	0	0	0	0
PM0000557	BH-VG	410	0	0	0	0	0
PM0000557	GP-NM	-43454	-43454	-43454	0	0	0
PM0000558	GP-NM	-20000	-20000	-20000	0	0	0
PM0000559	BH-PP	-2914	0	0	0	0	0
PM0000559	BH-VG	2914	0	0	0	0	0
PM0000559	GP-NM	-3226	-3226	-3226	0	0	0
PM0000560	BH-PP	-64	0	0	0	0	0
PM0000560	BH-VG	64	0	0	0	0	0
PM0000560	GP-NM	-424	-424	-424	0	0	0
PM0000561	BH-PP	-1	0	0	0	0	0
PM0000561	BH-VG	1	0	0	0	0	0
PM0000561	GP-NM	-46	-46	-46	0	0	0
PM0000562	BH-PP	-51	0	0	0	0	0
PM0000562	BH-VG	51	0	0	0	0	0
PM0000563	BH-PP	-131.51	0	0	0	0	0
PM0000563	BH-VG	131.51	0	0	0	0	0
PM0000564	BH-NM	-15200	-15200	-15200	0	0	0
PM0000564	BH-PP	-13952	0	0	0	0	0
PM0000564	BH-VG	13952	0	0	0	0	0
PM0000564	GP-NM	-11400	-11400	-11400	0	0	0
PM0000566	BH-PP	-200	0	0	0	0	0
PM0000566	BH-VG	200	0	0	0	0	0
PM0000567	BH-PP	-2	0	0	0	0	0
PM0000567	BH-VG	2	0	0	0	0	0
PM0000568	BH-PP	-1011	0	0	0	0	0
PM0000568	BH-VG	1011	0	0	0	0	0
PM0000569	GP-NM	0	0	0	0	0	0
PM0000569	GP-PM	-1148	-1148	-1148	0	0	0
PM0000570	BH-FG	0	0	0	0	0	0
PM0000570	BH-NM	0	0	-1127	0	0	0
PM0000570	BH-PM	0	0	0	0	0	0
PM0000570	BH-PP	-5902.78	0	0	0	0	0
PM0000570	BH-VG	5902.78	0	0	0	0	0
PM0000570	GP-NM	-1127	-1127	0	0	0	0
PM0000571	BH-PP	-21763	0	0	0	0	0
PM0000571	BH-VG	21763	0	0	0	0	0
PM0000571	GP-NM	-4380	-4380	-4380	0	0	0
PM0000572	BH-PP	-6040	0	0	0	0	0
PM0000572	BH-VG	6040	0	0	0	0	0
PM0000572	GP-NM	-11300	-11300	-11300	0	0	0
PM0000574	BH-NM	-19200	-19200	-19200	0	0	0
PM0000574	BH-PP	-1404	0	0	0	0	0
PM0000574	BH-VG	1404	0	0	0	0	0
PM0000574	GP-NM	-2000	-2000	-2000	0	0	0
PM0000576	BH-NM	-500	-500	-500	0	0	0
PM0000576	BH-PP	-7	0	0	0	0	0
PM0000576	BH-VG	7	0	0	0	0	0
PM0000576	GP-NM	0	0	0	0	0	0
PM0000577	BH-PP	-35	0	0	0	0	0
PM0000577	BH-VG	35	0	0	0	0	0
PM0000578	GP-NM	-53	-53	-53	0	0	0
PM0000579	BH-PP	-600	0	0	0	0	0
PM0000579	BH-VG	600	0	0	0	0	0
PM0000580	GP-NM	-100	-100	-100	0	0	0
PM0000582	BH-PP	-5	0	0	0	0	0
PM0000582	BH-VG	5	0	0	0	0	0
PM0000582	GP-NM	-58	-58	-58	0	0	0
PM0000583	GP-NM	-164000	-164000	-164000	0	0	0
PM0000584	BH-PM	-119976	8215	8065	66676	82394	0
PM0000584	BH-PP	-91378	25314	25464	11397	-3293	-7776
PM0000584	BH-VG	137891	0	0	0	0	0
PM0000584	GP-PM	-4455	-4455	-4455	-4455	-4455	0
PM0000585	BH-PP	-2181	0	0	0	0	0
PM0000585	BH-VG	2181	0	0	0	0	0
PM0000585	GP-NM	-3665	-3665	-3665	0	0	0
PM0000586	BH-PP	-2414	0	0	0	0	0
PM0000586	BH-VG	2414	0	0	0	0	0
PM0000587	GP-NM	-151700	-151700	-151700	0	0	0
PM0000588	BH-PP	-6893.46	0	0	0	0	0
PM0000588	BH-VG	6893.46	0	0	0	0	0
PM0000589	BH-PP	-200	0	0	0	0	0
PM0000589	BH-VG	200	0	0	0	0	0
PM0000589	GP-NM	-38450	-38450	-38450	0	0	0
PM0000590	GP-NM	-2000	-2000	-2000	0	0	0
PM0000591	BH-PP	-593	0	0	0	0	0
PM0000591	BH-VG	593	0	0	0	0	0
PM0000593	BH-PP	-1087	0	0	0	0	0
PM0000593	BH-VG	1087	0	0	0	0	0
PM0000594	GP-NM	-375	-375	-375	0	0	0
PM0000595	BH-NM	-6500	-6500	-6500	0	0	0
PM0000595	BH-PP	-4552	0	0	0	0	0
PM0000595	BH-VG	4552	0	0	0	0	0
PM0000595	GP-NM	-46800	-46800	-46800	0	0	0
PM0000596	GP-NM	-6450	-6450	-6450	0	0	0
PM0000597	BH-PP	-2000	0	0	0	0	0
PM0000597	BH-VG	2000	0	0	0	0	0
PM0000597	GP-NM	-675	-675	-675	0	0	0
PM0000598	BH-FG	0	0	0	0	0	0
PM0000598	BH-NM	0	0	-720	0	0	0
PM0000598	BH-PM	0	0	0	0	0	0
PM0000598	BH-PP	-6538	0	0	0	0	0
PM0000598	BH-VG	6714	0	0	0	0	0
PM0000598	GP-NM	-896	-720	0	0	0	0
PM0000599	BH-PP	-8500	0	0	0	0	0
PM0000599	BH-VG	8500	0	0	0	0	0
PM0000600	BH-PP	-32264	0	0	0	0	0
