code,name,role,need,onhand,onorder,short,pct_made,fastest_days,fastest_vendor
PM0000233,LABEL 5 LTR SUNFLOWER FRONT,BUY,11200,39396,8534,-36730,0,10.0,ROYAL PRIME LABELS
PM0000232,LABEL 5 LTR SUNFLOWER BACK,BUY,11200,40001,8074,-36875,0,10.0,ROYAL PRIME LABELS
PM0000881,LABEL 2 LTR GROUNDNUT HANDLE BOTTLE FRONT,BUY,11029,36380,0,-25351,0,4.0,PACKGEN INTERNATIONAL PVT LTD
PM0000880,LABEL 2 LTR GROUNDNUT HANDLE BOTTLE BACK,BUY,11029,36380,0,-25351,0,4.0,PACKGEN INTERNATIONAL PVT LTD
PM0000900,LABEL 200 ML CP KACHI GHANI FRONT,BUY,7710,24410,0,-16700,0,6.0,ROYAL PRIME LABELS
PM0000901,LABEL 200 ML CP KACHI GHANI BACK,BUY,7710,24410,0,-16700,0,6.0,ROYAL PRIME LABELS
PM0000892,LABEL 1 LTR PRESSED SUNFLOWER OIL FRONT,BUY,6890,5299,504,1087,0,5.5,ROYAL PRIME LABELS
PM0000893,LABEL 1 LTR PRESSED SUNFLOWER OIL BACK,BUY,6890,5299,504,1087,0,5.5,ROYAL PRIME LABELS
PM0000060,CAPS 1 & 2 LTR WHITE AND BLUE WITH LOGO,BUY,6554,220542,24000,-237988,0,11.0,MAHESHWARI CAPS PVT LTD
PM0000027,LABEL 1 LTR REFINED TOP,BUY,6300,12838,4000,-10538,0,0.0,GRAPHICS ELITE
PM0000057,PET BOTTLE 2 LTR 66 GMS,BUY,6270,38570,8400,-40700,0,63.1,TPAC PACKAGING INDIA PVT LTD II
RM0000035,COLD PRESS RAPESSED OIL CANOLA OIL,BUY,5929,0,0,5929,0,7.4,VAISHNODEVI AGRO RESOURCES PRIVATE LIMITED
PM0000071,SHRINKS 1 LTR 235X310,BUY,5610,86663,22000,-103053,0,12.1,MULTILAYER INDUSTRIES
PM0000078,CAPS 5 LTR/15 LTR,BUY,5249,95878,160800,-251429,0,1.0,NATIONAL TIN INDUSTRIES
PM0000908,LABEL 500 ML CP GROUNDNUT FRONT,BUY,4936,8272,0,-3336,0,9.0,ROYAL PRIME LABELS
PM0000909,LABEL 500 ML CP GROUNDNUT BACK,BUY,4936,8272,0,-3336,0,9.0,ROYAL PRIME LABELS
PM0000718,LABEL 1 LTR PRESSED MUSTARD OIL FRONT,BUY,4905,2244,5000,-2339,0,,
PM0000719,LABEL 1 LTR PRESSED MUSTARD OIL BACK,BUY,4905,1399,5000,-1494,0,,
PM0000074,TAPE CELLO,BUY,4020,730363,23275,-749618,0,3.4,BAKSHI PLASTIC BHANDAR
PM0000468,CAPS 5 LTR GREEN,BUY,4017,39697,268771,-304451,0,9.0,AG POLY PACKS PVT LTD
PM0000835,TIN 5 LTR FP YELLOW MUSTARD OIL PRINTED,BUY,3431,4186,10010,-10765,0,20.7,NATIONAL TIN INDUSTRIES
PM0000042,LABEL 2 LTR REFINED FRONT,BUY,3210,14270,30,-11090,0,11.5,ROYAL PRIME LABELS
PM0000041,LABEL 2 LTR REFINED BACK,BUY,3210,17171,30,-13991,0,11.5,ROYAL PRIME LABELS
PM0000122,TIKKI 100 MLS,BUY,3210,25588,2816,-25194,0,14.4,MEDIA GRAPHIC PRINTS VEND
PM0000026,LABEL 1 LTR REFINED FRONT,BUY,3090,123344,4000,-124254,0,11.0,ROYAL PRIME LABELS
PM0000025,LABEL 1 LTR REFINED BACK,BUY,3090,119814,4000,-120724,0,11.0,ROYAL PRIME LABELS
PM0000403,TIKKI 100 MLS MUSTARD FREE,BUY,3090,33492,4000,-34402,0,5.7,MEDIA GRAPHIC PRINTS VEND
PM0000059,CAPS 1 & 2 LTR WHITE AND ORANGE WITH LOGO,BUY,3058,187551,0,-184494,0,,
PM0000039,LABEL 2 LTR PAKKI GHANI FRONT,BUY,3058,25529,0,-22472,0,21.0,ROYAL PRIME LABELS
PM0000038,LABEL 2 LTR PAKKI GHANI BACK,BUY,3058,20579,0,-17522,0,21.0,ROYAL PRIME LABELS
PM0000056,PET BOTTLE 100 MLS BOTTLES,BUY,2932,23556,7583,-28207,0,41.1,ECHO PLAST INDIA
PM0000394,CAP 100MLS/250MLS PET BOTTLE 1810 LONG NECK,BUY,2932,26993,5000,-29061,0,7.5,AMD INDUSTRIES LTD
PM0000393,LABEL 100 MLS MUSTARD FRONT,BUY,2932,6080,0,-3148,0,17.0,SAI DIGISTIK PRIVATE LIMITED
PM0000392,LABEL 100 MLS MUSTARD BACK,BUY,2932,7400,0,-4468,0,17.0,SAI DIGISTIK PRIVATE LIMITED
PM0000729,CAPS INNER PET BOTTLE 250 MLS,BUY,2932,40791,2600,-40459,0,1.8,PYARA LAL KAPUR AND SONS
PM0000825,CARTON 1 LTR 20 PCS NEW,BUY,2901,5666,16314,-19079,0,11.1,SSY CONTAINERS PVT LTD
PM0000634,CARTON 1 LTR 20 PCS SANO,BUY,2896,8002,2418,-7524,0,12.3,SSY CONTAINERS PVT LTD
PM0000878,TIKKI BARCODE CSD KGMO 1 LTR,BUY,2182,885,0,1297,0,2.0,MEDIA GRAPHIC PRINTS VEND
PM0000584,PET BOTTLE 1 LTR 26 GM PLAIN,BUY,2156,155681,0,-153525,0,53.6,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q)
PM0000578,LABEL 900 GM  MUSTARD FRONT  SANO,BUY,2156,110715,0,-108559,0,,
PM0000577,LABEL 900 GM  MUSTARD BACK  SANO,BUY,2156,149140,0,-146984,0,,
PM0000193,TIKKI 1 LTR EXTRA LIGHT FREE,BUY,2072,56335,19186,-73449,0,6.3,THE LABEL STORE AFOPC8295E
PM0000877,TIKKI BARCODE CSD KGMO 5 LTR,BUY,2067,1225,0,842,0,2.0,MEDIA GRAPHIC PRINTS VEND
PM0000842,LABEL 2 LTR CP CANOLA OIL HANDLE BOTTLE FRONT LA RASOI,BUY,1970,2970,0,-1000,0,4.0,ROYAL PRIME LABELS
PM0000841,LABEL 2 LTR CP CANOLA OIL HANDLE BOTTLE BACK LA RASOI,BUY,1970,2970,0,-1000,0,4.0,ROYAL PRIME LABELS
PM0000402,TIKKI 1 LTR POMACE OLIVE FREE,BUY,1945,36260,5075,-39390,0,6.5,THE LABEL STORE AFOPC8295E
PM0000228,HDPE BOTTLE 4 LTR,BUY,1748,10037,78400,-86689,0,15.4,ECHO PLAST INDIA
PM0000226,LABEL 4 LTR COLD PRESS BACK,BUY,1748,67812,5000,-71064,0,9.2,ROYAL PRIME LABELS
PM0000722,CARTON 1 LTR 20 PCS PET 75 GM,BUY,1680,1602,301,-224,0,1.5,SSY CONTAINERS PVT LTD
PM0000863,LABEL 5 LTR CANOLA FRONT (NIRMAL RISHI),BUY,1641,24080,0,-22439,0,5.5,ROYAL PRIME LABELS
PM0000245,CARTON 5 LTR 4 PCS PET,BUY,1512,3933,14,-2435,0,2.5,SSY CONTAINERS PVT LTD
PM0000471,CAPS 5 LTR BLUE,BUY,1395,10081,16855,-25541,0,1.0,A A ENTERPRISES
PM0000052,LABEL 5 LTR REFINED FRONT,BUY,1395,6258,0,-4863,0,17.5,ROYAL PRIME LABELS
PM0000051,LABEL 5 LTR REFINED BACK,BUY,1395,14580,0,-13185,0,17.5,ROYAL PRIME LABELS
PM0000335,TIKKI 250 MLS,BUY,1395,10933,0,-9538,0,2.7,MEDIA GRAPHIC PRINTS VEND
PM0000765,TIKKI BARCODE CSD 5 LTR CANOLA,BUY,1395,6981,0,-5586,0,2.3,MEDIA GRAPHIC PRINTS VEND
PM0000187,SHRINKS 3 LTR/4 LTR,BUY,1375,27813,32186,-58624,0,14.8,MULTILAYER INDUSTRIES
PM0000766,TIKKI BARCODE CSD 2 LTR CANOLA,BUY,1284,9983,0,-8699,0,3.0,MEDIA GRAPHIC PRINTS VEND
PM0000113,HDPE BOTTLE 3 LTR,BUY,1227,26144,45286,-70203,0,10.3,ECHO PLAST INDIA
PM0000118,LABEL 3 LTR COLD PRESS FRONT,BUY,1227,24490,20186,-43449,0,8.7,ROYAL PRIME LABELS
PM0000117,LABEL 3 LTR COLD PRESS BACK,BUY,1227,27467,20186,-46426,0,8.7,ROYAL PRIME LABELS
PM0000045,LABEL 5 LTR COLD PRESS BACK 365,BUY,1187,170783,3000,-172596,0,10.0,ROYAL PRIME LABELS
PM0000046,LABEL 5 LTR COLD PRESS FRONT,BUY,1138,100019,24980,-123861,0,6.9,ROYAL PRIME LABELS
PM0000254,CARTON 2 LTR 10 PCS HANDLE BOTTLE,BUY,1129,4854,3322,-7047,0,2.7,SSY CONTAINERS PVT LTD
PM0000629,CARTON TIN TOP,BUY,1047,20304,6550,-25807,0,28.5,SSY CONTAINERS PVT LTD
PM0000082,CARTON 5 LTR OLIVE 4 PCS,BUY,858,6948,12723,-18814,0,28.6,SSY CONTAINERS PVT LTD
PM0000072,SHRINKS 5 LTR 400X415 5+1 PCS,BUY,832,22977,0,-22145,0,9.0,MULTILAYER INDUSTRIES
PM0000836,TIN 3 LTR EXTRA  VIRGIN CANOLA OIL PRINTED,BUY,771,5,0,766,0,17.0,NATIONAL TIN INDUSTRIES
PM0000128,CARTON 500 MLS 24 PCS,BUY,756,6405,3600,-9248,0,5.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000009,CARTON 2 LTR 10 PCS,BUY,627,3415,25,-2813,0,15.2,SSY CONTAINERS PVT LTD
PM0000083,TIKKI BARCODE CSD 1 LTR CANOLA,BUY,618,14076,800,-14258,0,3.5,MEDIA GRAPHIC PRINTS VEND
PM0000108,LABEL 1 LTR POMACE FRONT,BUY,580,222255,62007,-283682,0,10.6,ROYAL PRIME LABELS
PM0000107,LABEL 1 LTR POMACE BACK,BUY,580,220273,67007,-286700,0,10.6,ROYAL PRIME LABELS
PM0000593,TIN 15 KGS/LTR MULTI CP KACCHI GHANI MUSTARD OIL  PRINTED,BUY,558,1255,3000,-3697,0,16.6,NATIONAL TIN INDUSTRIES
PM0000076,TIN 15 LTR,BUY,489,32448,21628,-53587,0,27.0,NATIONAL TIN INDUSTRIES
PM0000029,LABEL 15 LTR COLD PRESS KACHCHI GHANI,BUY,372,8546,0,-8174,0,5.0,PACKGEN INTERNATIONAL PVT LTD
PM0000229,CARTON 4 LTR 5 PCS,BUY,350,6541,1070,-7261,0,10.8,SSY CONTAINERS PVT LTD
PM0000012,CARTON 5 LTR 3 PCS,BUY,277,6109,1370,-7202,0,21.2,SSY CONTAINERS PVT LTD
PM0000364,LABEL 2 LTR SUNFLOWER HANDEL BOTTLE FRONT,BUY,261,15601,0,-15340,0,,
PM0000363,LABEL 2 LTR SUNFLOWER HANDEL BOTTLE BACK,BUY,261,15601,0,-15340,0,,
PM0000899,CARTON 3 LTR OLIVE 3 PCS,BUY,257,1728,0,-1471,0,,
PM0000018,LABEL 1 LTR EXTRA LIGHT FRONT,BUY,252,260391,26040,-286179,0,8.0,ROYAL PRIME LABELS
PM0000017,LABEL 1 LTR EXTRA LIGHT BACK,BUY,252,258891,26000,-284639,0,8.0,ROYAL PRIME LABELS
PM0000005,CARTON 1 LTR 12 POUCHES,BUY,223,35299,19208,-54284,0,17.0,SSY CONTAINERS PVT LTD
PM0000884,SHRINK POF ROLL KG,BUY,222,1649,0,-1427,0,7.0,JOY PACK INDIA PVT LTD
PM0000182,CARTON 3 LTR 6 PCS,BUY,204,1845,12484,-14125,0,1.7,SSY CONTAINERS PVT LTD
PM0000838,CARTON 2 LTR 10 PCS HANDLE BOTTLE PLAIN,BUY,197,1996,0,-1799,0,4.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000227,LABEL 4 LTR COLD PRESS FRONT,BUY,156,69677,5000,-74521,0,9.8,ROYAL PRIME LABELS
PM0000589,CARTON PET BOTTLE 100 ML 20 PCS,BUY,147,848,800,-1502,0,2.0,PACKSTER PACKAGING SOLUTIONS
PM0000062,CAPS 5 LTR,BUY,145,27039,0,-26894,0,17.7,RAJ TECHNOPACK PVT LTD
PM0000859,LABEL 13 KG REFINED CANOLA,BUY,116,3008,0,-2892,0,2.5,MEDIA GRAPHIC PRINTS VEND
PM0000130,POUCH REFINED MULTI ROLLS KGS,BUY,22,1099,0,-1076,0,4.0,UFLEX LIMITED NEW
PM0000660,TIN STRIP,BUY,9,1243,74,-1308,0,1.4,JOY PACK INDIA PVT LTD
PM0000672,SHRINK ROLL POF GM,BUY,8,1473,40148,-41612,0,-2.3,JOY PACK INDIA PVT LTD
PM0000073,MS COATED DRUM 200 LTR,BUY,5,99,159,-253,0,2.1,EAST INDIA DRUMS AND BARRELS MANUFACTURING LIMITED AAACV4766F
PM0000033,LABEL 2 LTR COLD PRESS FRONT,BUY,2,10,0,-8,0,,
PM0000032,LABEL 2 LTR COLD PRESS BACK,BUY,2,10,0,-8,0,,
SF0000004,SUNFLOWER OIL 15 LTR IMP,BUY,0,0,0,0,0,19.0,ILAHI CO
PM0000817,PREFORM 21/23 GMS,BUY,0,279200,200000,-479200,0,2.3,FRYSTAL PET PRIVATE LIMITED
RM0000014,EXTRA VIRGIN OLIVE OIL IMPORTED,BUY,0,2000,0,-2000,0,44.7,MIGASA ACEITES S L U
RM0000012,EXTRA LIGHT OLIVE LOSSE OIL IMPORTED,BUY,0,12500,0,-12500,0,44.7,MIGASA ACEITES S L U
RM0000013,POMACE OLIVE LOOSE OIL IMPORTED,BUY,0,27222,48352,-75574,0,48.8,MIGASA ACEITES S L U
RM0000052,LOOSE REFINED OLIVE OIL (DARK COLOUR),BUY,0,204993,0,-204993,0,,
