code,name,kind,uom,level,declared,behaviour,made_share,required,flag
PM0000875,TIKKI BARCODE CSD 500 ML EV,LABEL,PCS,1,BUY,BUY,0.00,333.33,
PM0000868,LABEL 15 LTR SANO POMACE,LABEL,PCS,1,BUY,BUY,0.00,333.0,
PM0000876,TIKKI BARCODE CSD EXTRA LIGHT 1 LTR,LABEL,PCS,1,BUY,BUY,0.00,250.0,
PM0000874,TIKKI BARCODE CSD 1 LTR EV,LABEL,PCS,1,BUY,BUY,0.00,250.0,
PM0000660,TIN STRIP,TIN,KGS,1,BUY,BUY,0.00,242.48,
PM0000073,MS COATED DRUM 200 LTR,DRUM,PCS,1,BUY,BUY,0.00,180.0,
PM0000309,POUCH 1 LTR MUSTARD ROLLS KGS,POUCH,KGS,1,BUY,,,166.67,
PM0000153,CARTON 500 MLS EXTRA VIRGIN 12 PCS,CARTON,PCS,1,BUY,BUY,0.00,166.67,
PM0000873,TIKKI BARCODE CSD 1 LTR POMACE,LABEL,PCS,1,BUY,BUY,0.00,125.0,
PM0000130,POUCH REFINED MULTI ROLLS KGS,POUCH,KGS,1,BUY,,,86.67,
PM0000887,LABEL 200 LTR POMACE SANO,LABEL,PCS,1,BUY,BUY,0.00,25.0,
