section,company,date,ref,entry_type,status,party,vehicle_no,po_or_doc,item_code,item_name,qty,uom,value_inr,metric,value,unit,in_sap,lag_days,evidence,note
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T12:03,GE-2026-5264,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR69F9845,220826116,PM0000426,LABEL 1 LTR GROUNDNUT BACK,201500.0,PCS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=201500.0 short=0.0 invoice=RPL/1301/2026-27 qa_approved=2026-08-29 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T12:03,GE-2026-5264,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR69F9845,220826116,PM0000425,LABEL 1 LTR GROUNDNUT FRONT,201500.0,PCS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=201500.0 short=0.0 invoice=RPL/1301/2026-27 qa_approved=2026-08-29 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T12:03,GE-2026-5264,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR69F9845,220826116,PM0000428,LABEL 5 LTR GROUNDNUT BACK,31350.0,PCS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=31350.0 short=0.0 invoice=RPL/1301/2026-27 qa_approved=2026-08-29 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T12:03,GE-2026-5264,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR69F9845,220826116,PM0000427,LABEL 5 LTR GROUNDNUT FRONT,31350.0,PCS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=31350.0 short=0.0 invoice=RPL/1301/2026-27 qa_approved=2026-08-29 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T10:20,GE-2026-2973,RAW_MATERIAL,COMPLETED,GRAPHICS ELITE,HR42H4618,220826140,PM0000887,LABEL 200 LTR POMACE SANO,52.0,PCS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=52.0 short=0.0 invoice=309 qa_approved=2026-08-29 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T10:12,GE-2026-1713,RAW_MATERIAL,COMPLETED,GRAPHICS ELITE,HR42H4618,220826140,PM0000270,LABEL 15 LTR COLD PRESS SUNFLOWER OIL,267.0,PCS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=267.0 short=0.0 invoice=306 qa_approved=2026-08-29 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T10:12,GE-2026-1713,RAW_MATERIAL,COMPLETED,GRAPHICS ELITE,HR42H4618,220826140,PM0000421,LABEL 500 MLS EXTRA VIRGIN OLIVE OIL FRONT,1014.0,PCS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=1014.0 short=0.0 invoice=306 qa_approved=2026-08-29 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T10:12,GE-2026-1713,RAW_MATERIAL,COMPLETED,GRAPHICS ELITE,HR42H4618,220826140,PM0000422,LABEL 500 MLS EXTRA VIRGIN OLIVE OIL BACK,1014.0,PCS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=1014.0 short=0.0 invoice=306 qa_approved=2026-08-29 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T10:02,GE-2026-8086,RAW_MATERIAL,COMPLETED,AWL AGRI BUSINESS LIMITED,GJ12BX5999,220626079,RM0000003,MUSTARD LOOSE OIL,13.66,MTS,,qc_status,ACCEPTED,,yes 2026086831,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=250.0 short=236.34 invoice=190826027873 qa_approved=2026-08-29 grpo_created=2026-08-29 whs=BH-GJ
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T08:16,GE-2026-1269,RAW_MATERIAL,COMPLETED,RAJ TECHNOPACK PVT LTD,DL01MA5590,220826059,PM0000468,CAPS 5 LTR GREEN,4350.0,PCS,,qc_status,ACCEPTED,,yes 2026086822,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=55000.0 short=50650.0 invoice=751 qa_approved=2026-08-29 grpo_created=2026-08-29 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T08:16,GE-2026-1269,RAW_MATERIAL,COMPLETED,RAJ TECHNOPACK PVT LTD,DL01MA5590,220826059,PM0000053,HDPE BOTTLE 5 LTR,4350.0,PCS,,qc_status,ACCEPTED,,yes 2026086822,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=100000.0 short=95650.0 invoice=751 qa_approved=2026-08-29 grpo_created=2026-08-29 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T06:42,GE-2026-7444,RAW_MATERIAL,COMPLETED,ECHO PLAST INDIA,HR69G7585,220726072,PM0000053,HDPE BOTTLE 5 LTR,4425.0,PCS,,qc_status,ACCEPTED,,yes 2026086819,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=35000.0 short=30575.0 invoice=522 qa_approved=2026-08-29 grpo_created=2026-08-29 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T06:42,GE-2026-7444,RAW_MATERIAL,COMPLETED,ECHO PLAST INDIA,HR69G7585,220726072,PM0000469,CAPS 5 LTR BROWN,1825.0,PCS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=30000.0 short=28175.0 invoice=522 qa_approved=2026-08-29 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T06:42,GE-2026-7444,RAW_MATERIAL,COMPLETED,ECHO PLAST INDIA,HR69G7585,220726072,PM0000468,CAPS 5 LTR GREEN,2600.0,PCS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=20000.0 short=17400.0 invoice=522 qa_approved=2026-08-29 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T03:32,GE-2026-5862,RAW_MATERIAL,COMPLETED,M/S ARORA AGRI BUSINESS VENTURES,GJ12BX2999,220826105,RM0000025,SOYABEAN REFINED LOOSE OIL,39.24,MTS,,qc_status,ACCEPTED,,yes 2026086843,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=200.0 short=160.76 invoice=263 qa_approved=2026-08-29 grpo_created=2026-08-29 whs=BH-GJ
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T03:13,GE-2026-0485,RAW_MATERIAL,COMPLETED,M/S ARORA AGRI BUSINESS VENTURES,GJ12BX4999,220826105,RM0000025,SOYABEAN REFINED LOOSE OIL,38.95,MTS,,qc_status,ACCEPTED,,yes 2026086843,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=200.0 short=161.05 invoice=265 qa_approved=2026-08-29 grpo_created=2026-08-29 whs=BH-GJ
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T03:00,GE-2026-8966,RAW_MATERIAL,COMPLETED,TPAC PACKAGING INDIA PVT LTD II,HR61D1025,220726021,PM0000851,PET BOTTLE 1 LTR 26 GM,20124.0,PCS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=600000.0 short=579876.0 invoice=2606000981 qa_approved=2026-08-29 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T03:00,GE-2026-8966,RAW_MATERIAL,COMPLETED,TPAC PACKAGING INDIA PVT LTD II,HR61D1025,220726022,PM0000251,PET BOTTLE 2 LTR 80 GMS YELLOW HANDLE,7392.0,PCS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=20000.0 short=12608.0 invoice=2606000982 qa_approved=2026-08-29 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T02:42,GE-2026-4902,RAW_MATERIAL,COMPLETED,TPAC PACKAGING INDIA PVT LTD II,HR01D1025,220726021,PM0000851,PET BOTTLE 1 LTR 26 GM,3276.0,PCS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=600000.0 short=596724.0 invoice=2606000980 qa_approved=2026-08-29 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-29T02:39,GE-2026-4756,RAW_MATERIAL,COMPLETED,NATIONAL TIN INDUSTRIES,HR61E2463,220826014,PM0000593,TIN 15 KGS/LTR MULTI CP KACCHI GHANI MUSTARD OIL  PRINTED,3077.0,PCS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=3000.0 short=-77.0 invoice=890 qa_approved=2026-08-29 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-28T06:05,GE-2026-2449,RAW_MATERIAL,COMPLETED,AWL AGRI BUSINESS LIMITED,GJ39TB8129,220826055,RM0000025,SOYABEAN REFINED LOOSE OIL,40.11,MTS,,qc_status,ACCEPTED,,yes 2026086833,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=500.0 short=459.89 invoice=192426062756 qa_approved=2026-08-28 grpo_created=2026-08-29 whs=BH-GJ
RM_RECEIPT_LINE,JIVO_OIL,2026-08-27T13:28,GE-2026-8893,RAW_MATERIAL,QC_PENDING,AG POLY PACKS PVT LTD,UP14HT1643,220526115,PM0000468,CAPS 5 LTR GREEN,4644.0,PCS,,qc_status,AWAITING_INSPECTION,,yes 2026086826,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=30000.0 short=25356.0 invoice=902/27502140 qa_approved= grpo_created=2026-08-29 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-27T13:28,GE-2026-8893,RAW_MATERIAL,QC_PENDING,AG POLY PACKS PVT LTD,UP14HT1643,220526115,PM0000053,HDPE BOTTLE 5 LTR,4644.0,PCS,,qc_status,ACCEPTED,,yes 2026086816,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=50000.0 short=45356.0 invoice=902/27502140 qa_approved=2026-08-29 grpo_created=2026-08-29 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-27T12:59,GE-2026-7155,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR42J6791,220826081,PM0000307,LABEL 1 LTR PRESSED YELLOW MUSTARD OIL BACK,7800.0,PCS,,qc_status,ACCEPTED,,yes 2026086817,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=7800.0 short=0.0 invoice=1281 qa_approved=2026-08-27 grpo_created=2026-08-29 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-27T12:59,GE-2026-7155,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR42J6791,220826081,PM0000308,LABEL 1 LTR PRESSED YELLOW MUSTARD OIL FRONT,7800.0,PCS,,qc_status,ACCEPTED,,yes 2026086817,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=7800.0 short=0.0 invoice=1281 qa_approved=2026-08-27 grpo_created=2026-08-29 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-27T12:17,GE-2026-8417,RAW_MATERIAL,COMPLETED,BABAJI UDYOG PVT. LTD.,DL01LV9884,220826009,PM0000085,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO,51000.0,PCS,,qc_status,ACCEPTED,,yes 2026086818,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=500000.0 short=449000.0 invoice=3339/2026-27 qa_approved=2026-08-27 grpo_created=2026-08-29 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-27T12:17,GE-2026-8417,RAW_MATERIAL,COMPLETED,BABAJI UDYOG PVT. LTD.,DL01LV9884,220826009,PM0000235,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN,125000.0,PCS,,qc_status,ACCEPTED,,yes 2026086818,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=500000.0 short=375000.0 invoice=3339/2026-27 qa_approved=2026-08-27 grpo_created=2026-08-29 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-27T09:58,GE-2026-0889,RAW_MATERIAL,COMPLETED,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),UK14CA0005,220626038,PM0000594,PREFORM 40 GMS 36 MM,53000.0,PCS,,qc_status,ACCEPTED,,yes 2026086827,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=250000.0 short=197000.0 invoice=PP/R/26-27/1259 qa_approved=2026-08-27 grpo_created=2026-08-29 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-27T09:58,GE-2026-0889,RAW_MATERIAL,COMPLETED,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),UK14CA0005,220626038,PM0000852,PREFORM 49.5 GMS 36 MM,69360.0,PCS,,qc_status,ACCEPTED,,yes 2026086827,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=250000.0 short=180640.0 invoice=PP/R/26-27/1259 qa_approved=2026-08-27 grpo_created=2026-08-29 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-27T08:10,GE-2026-3957,RAW_MATERIAL,COMPLETED,RAJ TECHNOPACK PVT LTD,DL01LAB5238,220826059,PM0000468,CAPS 5 LTR GREEN,3750.0,PCS,,qc_status,ACCEPTED,,yes 2026086794,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=55000.0 short=51250.0 invoice=744 qa_approved=2026-08-27 grpo_created=2026-08-27 whs=BH-PM
