section,module,key,company,http,live_status,as_of,metric,value,unit,verified,feeds_planner,note
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000005,JIVO_OIL,,EXACT,2026-09-01,EXTRA LIGHT OLIVE 1 LTR 16 PCS,75000|75000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000006,JIVO_OIL,,EXACT,2026-09-01,POMACE OLIVE 200 LTR 1 PCS,1000|1000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000008,JIVO_OIL,,EXACT,2026-09-01,POMACE OLIVE 5 LTR TIN 4 PCS,155000|155000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000009,JIVO_OIL,,EXACT,2026-09-01,EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS,23000|23000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000011,JIVO_OIL,,EXACT,2026-09-01,MUSTARD KACCHI GHANI 5 LTR 4 PCS,230000|230000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000012,JIVO_OIL,,EXACT,2026-09-01,MUSTARD PAKKI GHANI 5 LTR 4 PCS,12000|12000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000015,JIVO_OIL,,EXACT,2026-09-01,REFINED OIL 15 LTR,60000|60000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000021,JIVO_OIL,,EXACT,2026-09-01,REFINED OIL 1 LTR POUCH 12 PCS,11000|11000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000026,JIVO_OIL,,DIFFERS,2026-09-01,MUSTARD KACCHI GHANI 15 LTR,4995|5000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=-5 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000028,JIVO_OIL,,EXACT,2026-09-01,POMACE OLIVE 1 LTR 16 PCS,160000|160000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000029,JIVO_OIL,,EXACT,2026-09-01,MUSTARD PAKKI GHANI 2 LTR 10 PCS,12000|12000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000030,JIVO_OIL,,EXACT,2026-09-01,MUSTARD KACHI GHANI 1 LTR 20 PCS,690000|690000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000031,JIVO_OIL,,EXACT,2026-09-01,MUSTARD PAKKI GHANI 1 LTR 20 PCS,20000|20000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000032,JIVO_OIL,,EXACT,2026-09-01,COLD PRESS 1 LTR 20 PCS,110000|110000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000033,JIVO_OIL,,EXACT,2026-09-01,COLD PRESS 1 LTR + 1 LTR COMBO 10 SET,30000|30000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000034,JIVO_OIL,,EXACT,2026-09-01,EXTRA LIGHT OLIVE 200 LTR 1 PCS,30000|30000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000035,JIVO_OIL,,EXACT,2026-09-01,COLD PRESS 500 MLS 24 PCS,5000|5000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000038,JIVO_OIL,,EXACT,2026-09-01,MUSTARD KACCHI GHANI 2 LTR 10 PCS,30000|30000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000039,JIVO_OIL,,EXACT,2026-09-01,EXTRA LIGHT OLIVE 500 MLS 24 PCS,500|500,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000042,JIVO_OIL,,EXACT,2026-09-01,EXTRA VIRGIN OLIVE 1 LTR 16 PCS,22000|22000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000043,JIVO_OIL,,DIFFERS,2026-09-01,COLD PRESS 3 LTR 6 PCS,20001|20000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+1 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000053,JIVO_OIL,,EXACT,2026-09-01,COLD PRESS SUNFLOWER 5 LTR 4 PCS,110000|110000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000064,JIVO_OIL,,EXACT,2026-09-01,EXTRA LIGHT OIVE 2 LTR 10 PCS HANDLE,27000|27000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000070,JIVO_OIL,,EXACT,2026-09-01,COLD PRESS 2 LTR 10 PCS HANDLE,5000|5000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000074,JIVO_OIL,,EXACT,2026-09-01,EXTRA VIRGIN OLIVE 5 LTR TIN 4 PCS IMPORTED,10000|10000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000081,JIVO_OIL,,EXACT,2026-09-01,COLD PRESS SUNFLOWER 1 LTR 20 PCS,310000|310000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000088,JIVO_OIL,,EXACT,2026-09-01,COLD PRESS 1 LTR +1 LTR COMBO 10 SET PLAIN,5000|5000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000091,JIVO_OIL,,EXACT,2026-09-01,COLD PRESS SUNFLOWER 1 LTR +1 LTR COMBO 10 SET PLAIN,25000|25000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000106,JIVO_OIL,,EXACT,2026-09-01,MUSTARD KACHHI GHANI 1 LTR POUCH 12 PCS,20000|20000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000112,JIVO_OIL,,EXACT,2026-09-01,EXTRA VIRGIN OLIVE 250 MLS 4 PCS,500|500,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000114,JIVO_OIL,,EXACT,2026-09-01,POMACE OLIVE 2 LTR 10 PCS HANDLE,8000|8000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000116,JIVO_OIL,,EXACT,2026-09-01,EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS,6000|6000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000128,JIVO_OIL,,EXACT,2026-09-01,JIVO GOLD 5 LTR 4 PCS,30000|30000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000132,JIVO_OIL,,DIFFERS,2026-09-01,RICE BRAN OIL 15 LTR,10005|10000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+5 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000136,JIVO_OIL,,EXACT,2026-09-01,SANO MUSTARD OIL 1 LTR 20 PCS,115000|115000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000137,JIVO_OIL,,EXACT,2026-09-01,SANO MUSTARD OIL 5 LTR 4 PCS,2000|2000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000142,JIVO_OIL,,EXACT,2026-09-01,COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS,385000|385000,L SAP_OFCT44|L EXIM,TRUE,YES,head=OTHER PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000143,JIVO_OIL,,EXACT,2026-09-01,COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS,100000|100000,L SAP_OFCT44|L EXIM,TRUE,YES,head=OTHER PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000149,JIVO_OIL,,EXACT,2026-09-01,JIVO GOLD 1 LTR 20 PCS,55000|55000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000150,JIVO_OIL,,EXACT,2026-09-01,SANO POMACE OLIVE 1 LTR 16 PCS,60000|60000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000151,JIVO_OIL,,EXACT,2026-09-01,SANO POMACE OLIVE 5 LTR TIN 4 PCS,60000|60000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000155,JIVO_OIL,,EXACT,2026-09-01,EXTRA VIRGIN 2 LTR 10 PCS HANDLE,2000|2000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000157,JIVO_OIL,,EXACT,2026-09-01,EXTRA VIRGIN COCONUT OIL 500 MLS 24 PCS,500|500,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000158,JIVO_OIL,,DIFFERS,2026-09-01,REFINED COTTON SEED OIL 15 LTR,7995|8000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=-5 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000178,JIVO_OIL,,DIFFERS,2026-09-01,MUSTARD KACHI GHANI 15 KGS(PRINTED),35004|35000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+4 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000187,JIVO_OIL,,EXACT,2026-09-01,ZANO EXTRA VIRGIN OLIVE1 LTR 16 PCS,3000|3000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000189,JIVO_OIL,,EXACT,2026-09-01,ZANO POMACE OLIVE 1 LTR 16 PCS,10000|10000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000191,JIVO_OIL,,EXACT,2026-09-01,SOYABEAN OIL 15 LTR,75000|75000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000192,JIVO_OIL,,EXACT,2026-09-01,SOYABEAN OIL 5 LTR 4 PCS,30000|30000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000193,JIVO_OIL,,EXACT,2026-09-01,SOYABEAN OIL 1 LTR 20 PCS,35000|35000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000194,JIVO_OIL,,EXACT,2026-09-01,SOYABEAN OIL 1 LTR POUCH 12 PCS,150000|150000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000226,JIVO_OIL,,EXACT,2026-09-01,RICE BRAN OIL 5 LTR 4 PCS,26000|26000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000227,JIVO_OIL,,EXACT,2026-09-01,RICE BRAN OIL 1 LTR 16 PCS,21000|21000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000228,JIVO_OIL,,EXACT,2026-09-01,SO OLIVE OIL 1 LTR 16 PCS,15000|15000,L SAP_OFCT44|L EXIM,TRUE,YES,head=OTHER PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000232,JIVO_OIL,,EXACT,2026-09-01,SO OLIVE OIL 5 LTR 4 PCS,17000|17000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000250,JIVO_OIL,,EXACT,2026-09-01,SOYABEAN OIL 15 KGS,200000|200000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000275,JIVO_OIL,,DIFFERS,2026-09-01,COLD PRESS SUNFLOWER OIL 15 LTR,25005|25000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+5 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000282,JIVO_OIL,,EXACT,2026-09-01,EXTRA VIRGIN COCONUT OIL 200 MLS 6 PCS,500|500,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000306,JIVO_OIL,,EXACT,2026-09-01,YELLOW MUSTARD OIL 1 LTR 20 PCS,55000|55000,L SAP_OFCT44|L EXIM,TRUE,YES,head=OTHER PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000324,JIVO_OIL,,EXACT,2026-09-01,SESAME OIL 1 LTR 20 PCS,25000|25000,L SAP_OFCT44|L EXIM,TRUE,YES,head=OTHER PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000328,JIVO_OIL,,EXACT,2026-09-01,SANO POMACE OLIVE 200 LTR 1 PCS,15000|15000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000352,JIVO_OIL,,EXACT,2026-09-01,SESAME OIL (TOASTED) 500 MLS 12 PCS,1000|1000,L SAP_OFCT44|L EXIM,TRUE,YES,head=OTHER PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000362,JIVO_OIL,,EXACT,2026-09-01,LA RASOI COLD PRESSED CANOLA OIL 2 LTR 10 PCS HANDLE,4000|4000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000363,JIVO_OIL,,EXACT,2026-09-01,LA RASOI COLD PRESSED MUSTARD KACHI GHANI OIL 2 LTR 10 PCS HANDLE,4000|4000,L SAP_OFCT44|L EXIM,TRUE,YES,head=COMMODITY; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000367,JIVO_OIL,,DIFFERS,2026-09-01,SANO POMACE OLIVE OIL 15 L,7995|8000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=-5 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000370,JIVO_OIL,,EXACT,2026-09-01,EXTRA LIGHT OLIVE 3 LTR TIN 6 PCS,3000|3000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
PLAN_COMPARE_SEP,PLANNING & PURCHASE,FG0000372,JIVO_OIL,,EXACT,2026-09-01,POMACE OLIVE 3 LTR TIN 6 PCS,6000|6000,L SAP_OFCT44|L EXIM,TRUE,YES,head=PREMIUM; diff=+0 L
