CARD_CODE	CARD_NAME	VENDOR_GROUP	ACCT_KIND	IS_EXCLUDED	OCRD_BALANCE	PAYABLE	VENDOR_ADVANCE	N_OPEN_BILLS	RAW_OPEN	CREDIT_APPLIED	ADJ_OPEN	UNBACKED_CREDIT	MIGRATED_OPEN	BACKDATED_DUE_OPEN	OLDEST_DUE	DAYS_OLDEST	B0_NOTDUE	B1_1_30	B2_31_60	B3_61_90	B4_91_180	B5_181_365	B6_365PLUS	ADJ_OVERDUE_60PLUS	N_UNAPPLIED_PAY	UNAPPLIED_PAY	N_OPEN_CN	OPEN_CN	CO_RAW_OPEN	CO_PAYABLE	CO_ADJ_OPEN	CO_UNBACKED_CREDIT	CO_UNAPPLIED_PAY	CO_OPEN_CN	CO_VENDOR_ADVANCE	CO_MIGRATED_OPEN	CO_BACKDATED_DUE_OPEN	CO_ADJ_OPEN_TRADE	CO_ADJ_OVERDUE_60PLUS_TRADE
VENDA000211	S S P PACKAGING INDUSTRIES PVT LTD	PLANT & MACHINERY	TRADE	0	-781427.1	781427.1	0	10	875254.1	93827	781427.1	0	687599.1	687599.1	2021-03-02	1999	0	0	0	0	0	0	781427.1	781427.1	2	93827	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000384	GUPTA TRADING CO	CIVIL	TRADE	0	-418505	418505	0	2	418505	0	418505	0	0	0	2026-05-04	110	0	0	0	324105	94400	0	0	418505	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001037	J. PEE ENGINEERS & PACKAGING PVT. LTD.	FIXED ASSETS	TRADE	0	-399284	399284	0	3	399229	0	399229	55	36629	36629	2024-05-31	813	0	0	0	0	0	5900	393329	399229	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000393	CAPSOIL FOODTECH BY PRODALIM LLC	PURCHASE	TRADE	0	-366520	366520	0	1	366520	0	366520	0	366520	366520	2023-07-01	1148	0	0	0	0	0	0	366520	366520	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000584	VIKRAM SINGH	SERVICE	TRADE	0	-286470	286470	0	1	400000	113530	286470	0	286470	286470	2023-11-17	1009	0	0	0	0	0	0	286470	286470	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001678	PYRUM ENGINEERS	PURCHASE	TRADE	0	-250000	250000	0	1	1039077	789077	250000	0	0	0	2026-06-18	65	0	0	0	250000	0	0	0	250000	2	789077	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001600	M.M INDUSTRIES	PURCHASE	TRADE	0	-237578	237578	0	2	287578	50000	237578	0	0	0	2026-03-20	155	0	0	0	0	237578	0	0	237578	1	50000	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000144	HARSH KUMAR	SERVICE	TRADE	0	-209000	209000	0	1	20000000	19791000	209000	0	0	0	2025-04-09	500	0	0	0	0	0	0	209000	209000	3	20008000	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000292	LAKSHMIKUMARAN & SRIDHARAN	SERVICE	TRADE	0	-192500	192500	0	2	292500	100000	192500	0	0	0	2026-06-01	82	0	0	0	192500	0	0	0	192500	1	100000	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000714	CLIFFLINE SHIPPING INDIA PRIVATE LIMITED	PURCHASE	TRADE	0	-188791	188791	0	1	188791	0	188791	0	188791	188791	2023-06-05	1174	0	0	0	0	0	0	188791	188791	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000017	UNITECH ENGINEERING COMPANY	PLANT & MACHINERY	TRADE	0	-162188	162188	0	2	162188	0	162188	0	0	0	2025-03-03	537	0	0	0	0	0	139240	22948	162188	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000548	OXYGEN EXPRESS PVT LTD	TRANSPORTER	TRADE	0	-115105.38	115105.38	0	4	115135	29.62	115105.38	0	115105.38	115105.38	2024-03-18	887	0	0	0	0	0	0	115105.38	115105.38	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001000	GOOGLE INDIA PRIVATE LIMITED	SERVICE	TRADE	0	-198497.43	198497.43	0	16	1234508	1036010.57	198497.43	0	0	0	2025-04-30	479	0	13650	77125	107722.43	0	0	0	107722.43	0	0	1	111	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000495	AAFI ENTERPRISES	CIVIL	TRADE	0	-106047	106047	0	2	106047	0	106047	0	0	0	2025-04-08	501	0	0	0	0	0	0	106047	106047	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000869	GEETA GUPTA	SERVICE	TRADE	0	-100000	100000	0	1	100000	0	100000	0	0	0	2024-10-01	690	0	0	0	0	0	0	100000	100000	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000699	BEATROUTE INNOVATIONS PVT LTD VEND	SERVICE	TRADE	0	-97002.05	97002.05	0	1	96540	0	96540	462.05	96540	96540	2021-03-31	1970	0	0	0	0	0	0	96540	96540	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001333	JAMIAT ULAMA-I-HIND HALAL TRUST	SERVICE	TRADE	0	-89100	89100	0	1	89100	0	89100	0	0	0	2025-03-31	509	0	0	0	0	0	0	89100	89100	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000048	CHOPRA MACHINERY & ELECTRIC STORE	SERVICE	TRADE	0	-85367	85367	0	3	108993	23626	85367	0	0	0	2026-05-13	101	0	0	0	68401	16966	0	0	85367	1	23626	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000277	CVS PACKAGING PRIVATE LIMITED	PURCHASE	TRADE	0	-79718	79718	0	1	79718	0	79718	0	0	0	2026-05-12	102	0	0	0	0	79718	0	0	79718	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001013	RADHEY RADHEY TEXTILES	PURCHASE	TRADE	0	-78750	78750	0	1	78750	0	78750	0	0	0	2025-02-28	540	0	0	0	0	0	0	78750	78750	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000764	WAYINFOTECH SOLUTION	FIXED ASSETS	TRADE	0	-76740	76740	0	2	76740	0	76740	0	0	0	2025-02-03	565	0	0	0	0	0	0	76740	76740	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001003	SANJEEV SAHNI (HUF)	SERVICE	TRADE	0	-76049.62	76049.62	0	16	1214918	1138868.38	76049.62	0	0	0	2023-11-06	1020	0	0	0	0	0	0	76049.62	76049.62	8	1253548	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001732	AMAZON WHOLSALE INDIA PVT LTD	FIXED ASSETS	TRADE	0	-69999	69999	0	1	69999	0	69999	0	0	0	2026-06-17	66	0	0	0	69999	0	0	0	69999	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001071	SAURABH & CO.	SERVICE	TRADE	0	-63886	63886	0	1	63886	0	63886	0	63886	63886	2022-09-19	1433	0	0	0	0	0	0	63886	63886	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001688	CORE PACKAGING	PURCHASE	TRADE	0	-59355	59355	0	1	59355	0	59355	0	0	0	2026-05-26	88	0	0	0	59355	0	0	0	59355	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000587	SHREE SHYAM ENTERPRISES	SERVICE	TRADE	0	-56812	56812	0	2	59400	2588	56812	0	56812	56812	2024-06-03	810	0	0	0	0	0	0	56812	56812	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001261	CHIRAG ENTERPRISES (MUMBAI)_	PURCHASE	TRADE	0	-55354	55354	0	3	55354	0	55354	0	0	0	2026-01-19	215	0	0	0	0	0	55354	0	55354	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001040	SHIV INSULATION	PURCHASE	TRADE	0	-47826	47826	0	1	47826	0	47826	0	47826	47826	2023-01-16	1314	0	0	0	0	0	0	47826	47826	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000797	A S LOGISTICS SERVICE	TRANSPORTER	TRADE	0	-47289	47289	0	7	47289	0	47289	0	47289	47289	2022-08-19	1464	0	0	0	0	0	0	47289	47289	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000472	MEDIA GRAPHIC PRINTS VEND	PURCHASE	TRADE	0	-50915	50915	0	9	50915	0	50915	0	0	0	2026-05-25	89	0	1487	2437	46991	0	0	0	46991	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000108	DELHI PUNJAB CARRIER	TRANSPORTER	TRADE	0	-42600	42600	0	7	42600	0	42600	0	42600	42600	2019-12-30	2427	0	0	0	0	0	0	42600	42600	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000497	OZONE INDIA TECHNOLOGY	FIXED ASSETS	TRADE	0	-41654	41654	0	1	58410	16756	41654	0	41654	41654	2024-05-01	843	0	0	0	0	0	0	41654	41654	1	16756	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000989	FAIRDEAL MARKETING (KOLKATA)-MT - VENDOR	SERVICE	TRADE	0	-36726	36726	0	17	145308	108582	36726	0	0	0	2023-12-01	995	0	0	0	0	0	36726	0	36726	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000910	THE LABEL STORE AFOPC8295E	PURCHASE	TRADE	0	-35648	35648	0	2	35648	0	35648	0	0	0	2026-03-30	145	0	0	0	0	35648	0	0	35648	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001108	DSL COLD CHAIN PRIVATE LIMITED (AAJCD7327D)	PURCHASE	TRADE	0	-34278	34278	0	1	34278	0	34278	0	0	0	2025-01-31	568	0	0	0	0	0	0	34278	34278	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000460	VEETA CONVEYORS ANOPV1426G	FIXED ASSETS	TRADE	0	-34257	34257	0	10	2418486	2384229	34257	0	0	0	2025-06-02	446	0	0	0	0	34257	0	0	34257	5	2430000	3	10505	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000734	FOOD SAFETY AND STANDARDS AUTHORITY OF INDIA	SERVICE	TRADE	0	-34250	34250	0	4	51950	17700	34250	0	0	0	2023-03-13	1258	0	0	0	0	8850	17700	7700	34250	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
ORGV000360	SANJAY SHARMA IMPREST JWPL1440	STAFF VENDOR	TRADE	0	-33871	33871	0	1	33871	0	33871	0	0	0	2026-05-31	83	0	0	0	33871	0	0	0	33871	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000275	GURDEEP SINGH DHALIWAL	SERVICE	TRADE	0	-30390	30390	0	1	73500	43110	30390	0	30390	30390	2024-09-19	702	0	0	0	0	0	0	30390	30390	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001202	AMAZON ADVERTISING A/R	SERVICE	TRADE	0	-30331.02	30331.02	0	6	44491	14159.98	30331.02	0	0	0	2025-02-03	565	0	0	0	0	0	0	30331.02	30331.02	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001121	GAAP & ASSOCIATES	SERVICE	TRADE	0	-138000	138000	0	3	251000	113000	138000	0	0	0	2024-11-01	659	0	0	108000	0	0	30000	0	30000	2	113000	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001148	ATLAS PRINTING PRESS	SERVICE	TRADE	0	-30000	30000	0	2	191337	161337	30000	0	0	0	2025-03-25	515	0	0	0	0	0	0	30000	30000	1	161337	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000204	SONEPAT GOODS CARRIER	TRANSPORTER	TRADE	0	-29000	29000	0	1	29000	0	29000	0	0	0	2025-12-31	234	0	0	0	0	0	29000	0	29000	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001565	EXPORT INSPECTION AGENCY DELHI	SERVICE	TRADE	0	-27140	27140	0	3	27140	0	27140	0	0	0	2025-11-01	294	0	0	0	0	0	27140	0	27140	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001553	SIS LIMITED	SERVICE	TRADE	0	-26566	26566	0	1	26566	0	26566	0	0	0	2025-12-09	256	0	0	0	0	0	26566	0	26566	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001007	ONE 97 COMMUNICATION LTD ARVINDER	SERVICE	TRADE	0	-38750.67	38750.67	0	71	25478	0	25478	13272.67	19659	18554	2023-03-31	1240	0	0	0	0	0	1483	23995	25478	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001046	HS FILLING AND PACKAGING	SERVICE	TRADE	0	-25331.87	25331.87	0	1	25221	0	25221	110.87	25221	25221	2018-03-02	3095	0	0	0	0	0	0	25221	25221	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000334	DIVRIT CONSULTANCY PRIVATE LIMITED AAFCD6726N	SERVICE	TRADE	0	-24300	24300	0	1	24300	0	24300	0	24300	24300	2024-08-01	751	0	0	0	0	0	0	24300	24300	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000782	KARCHER CLEANING SYSTEM PVT LTD	SERVICE	TRADE	0	-23040	23040	0	2	23040	0	23040	0	23040	23040	2023-03-28	1243	0	0	0	0	0	0	23040	23040	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000976	GURU NANAK TRANSPORT SERVICE	TRANSPORTER	TRADE	0	-22700	22700	0	2	22700	0	22700	0	0	0	2025-01-27	572	0	0	0	0	0	0	22700	22700	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001054	GSG MOTION FILMS	SERVICE	TRADE	0	-21524	21524	0	2	21524	0	21524	0	21524	21524	2019-05-30	2641	0	0	0	0	0	0	21524	21524	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001042	WILSON PLASTIC	PURCHASE	TRADE	0	-20475	20475	0	1	20475	0	20475	0	0	0	2026-02-09	194	0	0	0	0	0	20475	0	20475	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001501	BHUPINDER KAUR RENT	SERVICE	TRADE	0	-40000	40000	0	4	40000	0	40000	0	0	0	2026-05-01	113	0	10000	10000	10000	10000	0	0	20000	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001339	GOYAL OIL MILLS	PURCHASE OIL	TRADE	0	-18804	18804	0	1	18833	29	18804	0	0	0	2025-06-19	429	0	0	0	0	0	0	18804	18804	0	0	2	29	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000808	RAM BHAJ SURESH KUMAR	CIVIL	TRADE	0	-61053	61053	0	12	61053	0	61053	0	0	0	2026-06-19	64	0	13653	29724	17676	0	0	0	17676	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000682	SRI KRISHNA LOGISTICS	TRANSPORTER	TRADE	0	-16873	16873	0	2	16873	0	16873	0	16873	16873	2020-11-12	2109	0	0	0	0	0	0	16873	16873	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000925	VISHAL VASTU BHANDAR AADFV0624J	SERVICE	TRADE	0	-15598	15598	0	1	173281	157683	15598	0	0	0	2025-08-01	386	0	0	0	0	0	0	15598	15598	3	190818	1	1630	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000028	RD RETAIL INDIA PVT LTD	PURCHASE	TRADE	0	-14880	14880	0	1	14880	0	14880	0	14880	14880	2024-03-01	904	0	0	0	0	0	0	14880	14880	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000897	SG DIET CAFÉ PVT LTD AAYCS4716N	SERVICE	TRADE	0	-14750	14750	0	1	14750	0	14750	0	14750	14750	2024-08-12	740	0	0	0	0	0	0	14750	14750	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001635	NAHAR SINGH & CO.	SERVICE	TRADE	0	-14455	14455	0	1	14455	0	14455	0	0	0	2026-06-01	82	0	0	0	14455	0	0	0	14455	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001612	BIO TECH SALES AND SERVICES	SERVICE	TRADE	0	-14160	14160	0	1	14160	0	14160	0	0	0	2026-03-02	173	0	0	0	0	14160	0	0	14160	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001511	IEE LIFTS PRIVATE LIMIETED	SERVICE	TRADE	0	-13887	13887	0	6	339115	325228	13887	0	0	0	2025-10-03	323	0	0	0	0	12027	1860	0	13887	3	325228	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000207	PSP TRANS CARRIERS	TRANSPORTER	TRADE	0	-12300	12300	0	2	12300	0	12300	0	12300	12300	2021-07-23	1856	0	0	0	0	0	0	12300	12300	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000376	TEJAS LOGISTICS	TRANSPORTER	TRADE	0	-12012	12012	0	1	12012	0	12012	0	12012	12012	2024-09-02	719	0	0	0	0	0	0	12012	12012	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001060	PRADEEP KUMAR BEHERA	SERVICE	TRADE	0	-11975	11975	0	1	11975	0	11975	0	11975	11975	2022-11-16	1375	0	0	0	0	0	0	11975	11975	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
