CARD_CODE	CARD_NAME	VENDOR_GROUP	ACCT_KIND	IS_EXCLUDED	OCRD_BALANCE	PAYABLE	VENDOR_ADVANCE	N_OPEN_BILLS	RAW_OPEN	CREDIT_APPLIED	ADJ_OPEN	UNBACKED_CREDIT	MIGRATED_OPEN	BACKDATED_DUE_OPEN	OLDEST_DUE	DAYS_OLDEST	B0_NOTDUE	B1_1_30	B2_31_60	B3_61_90	B4_91_180	B5_181_365	B6_365PLUS	ADJ_OVERDUE_60PLUS	N_UNAPPLIED_PAY	UNAPPLIED_PAY	N_OPEN_CN	OPEN_CN	CO_RAW_OPEN	CO_PAYABLE	CO_ADJ_OPEN	CO_UNBACKED_CREDIT	CO_UNAPPLIED_PAY	CO_OPEN_CN	CO_VENDOR_ADVANCE	CO_MIGRATED_OPEN	CO_BACKDATED_DUE_OPEN	CO_ADJ_OPEN_TRADE	CO_ADJ_OVERDUE_60PLUS_TRADE
VENDA000965	J. PEE ENGINEERS & PACKAGING PVT. LTD.	FIXED ASSETS	TRADE	0	-300845	300845	0	1	64845	0	64845	236000	0	0	2025-03-10	530	0	0	0	0	0	0	64845	64845	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000061	STEVIA WORLD AGROTECH PVT LTD	PURCHASE	TRADE	0	-43928	43928	0	3	43928	0	43928	0	0	0	2025-03-03	537	0	0	0	0	0	0	43928	43928	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001078	AMSS POWER SOLUTIONS	PURCHASE	TRADE	0	-42480	42480	0	1	42480	0	42480	0	0	0	2025-03-31	509	0	0	0	0	0	0	42480	42480	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001326	ANAND AND ANAND	SERVICE	TRADE	0	-39600	39600	0	1	39600	0	39600	0	0	0	2026-03-02	173	0	0	0	0	39600	0	0	39600	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000623	GUJARAT ENVIRO PROTECTION AND INFRASTRUCTURE HARYANA PRIVATE LIMITED	SERVICE	TRADE	0	-36064	36064	0	1	36064	0	36064	0	0	0	2026-05-19	95	0	0	0	0	36064	0	0	36064	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001103	OM LOGISTICS SUPPLY CHAIN PRIVATE LIMITED	SERVICE	TRADE	0	-31900	31900	0	1	31900	0	31900	0	0	0	2026-02-16	187	0	0	0	0	0	31900	0	31900	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000935	ARIHANT TRADERS	PURCHASE	TRADE	0	-18880	18880	0	1	56640	37760	18880	0	0	0	2025-11-03	292	0	0	0	0	0	18880	0	18880	0	0	1	37760	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000209	ENGINEERS AND TRADERS	PLANT & MACHINERY	TRADE	0	-16756	16756	0	1	16756	0	16756	0	0	0	2026-05-20	94	0	0	0	0	16756	0	0	16756	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001033	INLAND WORLD LOGISTICS (P) LTD.	TRANSPORTER	TRADE	0	-12801	12801	0	1	12801	0	12801	0	0	0	2025-03-03	537	0	0	0	0	0	0	12801	12801	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000406	PMT ENTERPRISES	PLANT & MACHINERY	TRADE	0	-11050	11050	0	1	11050	0	11050	0	0	0	2025-08-14	373	0	0	0	0	0	0	11050	11050	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000955	INDUSTRIAL AIDERS	FIXED ASSETS	TRADE	0	-10266	10266	0	1	10266	0	10266	0	0	0	2025-11-26	269	0	0	0	0	0	10266	0	10266	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001020	BALAJI ENZYME AND CHEMICAL PVT LTD	PURCHASE	TRADE	0	-7796	7796	0	2	7796	0	7796	0	0	0	2025-05-14	465	0	0	0	0	0	0	7796	7796	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000300	GET YOUR VENUE EVENTS PRIVATE LIMITED	SERVICE	TRADE	0	-5622	5622	0	1	5622	0	5622	0	0	0	2026-05-08	106	0	0	0	0	5622	0	0	5622	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000983	PRASHA CHEMICALS PVT LTD	PURCHASE	TRADE	0	-5428	5428	0	1	5428	0	5428	0	0	0	2025-08-01	386	0	0	0	0	0	0	5428	5428	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001057	KAMAL CONTRACTOR	SERVICE	TRADE	0	-5000	5000	0	1	5000	0	5000	0	0	0	2025-06-23	425	0	0	0	0	0	0	5000	5000	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000472	MEDIA GRAPHIC PRINTS VEND	PURCHASE	TRADE	0	-5508	5508	0	2	5508	0	5508	0	0	0	2026-05-25	89	0	0	764	4744	0	0	0	4744	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000400	AIR TRANS	TRANSPORTER	TRADE	0	-5412	5412	0	2	5412	0	5412	0	0	0	2026-06-02	81	0	0	1112	4300	0	0	0	4300	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001108	S.N. ENGINEERING	SERVICE	TRADE	0	-5428	5428	0	1	4189	0	4189	1239	0	0	2026-03-30	145	0	0	0	0	4189	0	0	4189	1	11505	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000974	PIONEER PET  (ACSFS8137Q)	PURCHASE	TRADE	0	-3998	3998	0	1	3998	0	3998	0	0	0	2025-03-10	530	0	0	0	0	0	0	3998	3998	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000982	HOTEL KESHAV	SERVICE	TRADE	0	-3539	3539	0	2	3539	0	3539	0	0	0	2026-03-02	173	0	0	0	0	3539	0	0	3539	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
ORGV000051	WINNER ANAND ASM PB IMPREST JWPL0198	STAFF VENDOR	TRADE	0	-2704	2704	0	1	2704	0	2704	0	0	0	2024-12-31	599	0	0	0	0	0	0	2704	2704	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001249	SHREE RAM CHEMICALS	PURCHASE	TRADE	0	-2478	2478	0	4	31325	28847	2478	0	0	0	2025-12-04	261	0	0	0	2478	0	0	0	2478	2	28847	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001069	PRAKASH SHRINK PACK INDIA PVT LTD	PURCHASE	TRADE	0	-2035	2035	0	1	2035	0	2035	0	0	0	2025-06-24	424	0	0	0	0	0	0	2035	2035	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000600	HARYANA SANITARY STORE	SERVICE	TRADE	0	-1522	1522	0	2	1522	0	1522	0	0	0	2025-09-15	341	0	0	0	0	0	1522	0	1522	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001031	WORLDWIDE REGISTRATION BUREAU	SERVICE	TRADE	0	-1500	1500	0	1	1500	0	1500	0	0	0	2026-03-31	144	0	0	0	0	1500	0	0	1500	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000793	PUNJAB MACHINERY STORE	PLANT & MACHINERY	TRADE	0	-1363	1363	0	1	1363	0	1363	0	0	0	2025-03-04	536	0	0	0	0	0	0	1363	1363	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000433	SCIENCE WORLD	FIXED ASSETS	TRADE	0	-1227	1227	0	1	1227	0	1227	0	0	0	2025-03-31	509	0	0	0	0	0	0	1227	1227	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000268	HINDUSTAN BOTTLING AND ENGINEERS ASLPR2171A	SERVICE	TRADE	0	-1153	1153	0	1	1153	0	1153	0	0	0	2025-02-03	565	0	0	0	0	0	0	1153	1153	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000971	GOMA PROCESS TECHNOLOGIES PRIVATE LIMITED	SERVICE	TRADE	0	-1058	1058	0	2	1058	0	1058	0	0	0	2025-04-30	479	0	0	0	0	0	0	1058	1058	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000936	GANPATI ADDITIVES PVT LTD	PURCHASE	TRADE	0	-745	745	0	1	107	0	107	638	0	0	2025-04-30	479	0	0	0	0	0	0	107	107	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001160	KIRTI (GAURAV) LABOUR CONTRACTOR	SERVICE	TRADE	0	-98	98	0	1	10098	10000	98	0	0	0	2026-03-31	144	0	0	0	0	98	0	0	98	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001133	SHIVA RAM KRISHNA S	SERVICE	TRADE	0	-180	180	0	2	180	0	180	0	0	0	2026-06-01	82	0	0	100	80	0	0	0	80	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001346	PICK & SHIP LOGISTICS PRIVATE LIMITED	TRANSPORTER	TRADE	0	-35758	35758	0	22	35758	0	35758	0	0	0	2026-06-01	82	0	3939	31789	30	0	0	0	30	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000601	FRYSTAL PET PRIVATE LIMITED	PURCHASE	TRADE	0	-2973330	2973330	0	4	2973330	0	2973330	0	0	0	2026-08-19	3	973320	2000010	0	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001234	M D ENTERPRISES	PURCHASE	TRADE	0	-1489679	1489679	0	1	1489679	0	1489679	0	0	0	2026-07-09	44	0	0	1489679	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000521	UTTAR HARYANA BIJLI VITRAN NIGAM LIMITED ELECTRICITY KUNDLI VEND	SERVICE	TRADE	0	-949799	949799	0	4	3872813	2923014	949799	0	0	0	2026-04-16	128	0	0	949799	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001072	BALAJI INC.	PURCHASE	TRADE	0	-302631	302631	0	3	302631	0	302631	0	0	0	2026-08-03	19	0	302631	0	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	TRADE	0	-149365	149365	0	1	149365	0	149365	0	0	0	2026-07-27	26	0	149365	0	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001328	ENGINEERING AND ENVIRONMENTAL SOLUTIONS PVT LTD (AAFCE6837M)	PURCHASE	TRADE	0	-136000	136000	0	1	236000	100000	136000	0	0	0	2026-07-31	22	0	136000	0	0	0	0	0	0	1	100000	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001214	MAHAVIR TRANSPORT	TRANSPORTER	TRADE	0	-128736	128736	0	4	128736	0	128736	0	0	0	2026-07-01	52	0	76307	52429	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000370	OM SAI FILLING STATION	FUEL	TRADE	0	-79118	79118	0	2	79118	0	79118	0	0	0	2026-07-20	33	0	37873	41245	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000636	DELHI PUNJAB TRANSPORT CO	TRANSPORTER	TRADE	0	-63305	63305	0	5	63305	0	63305	0	0	0	2026-07-27	26	0	63305	0	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001043	CLEARPACK AUTOMATION PVT LTD	FIXED ASSETS	TRADE	0	-36311	36311	0	5	286507	250196	36311	0	0	0	2025-04-15	494	0	36311	0	0	0	0	0	0	1	250196	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000018	FASTAG LANE NHAI	SERVICE	TRADE	0	-30015	30015	0	4	62140	32125	30015	0	0	0	2026-04-30	114	0	13830	16185	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000138	CHICAGO PNEUMATIC COMPRESSORS	SERVICE	TRADE	0	-27052	27052	0	1	68513	41461	27052	0	0	0	2026-07-03	50	0	0	27052	0	0	0	0	0	1	41461	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
ORGV000229	SANJAY SHARMA IMPREST JWPL1440	STAFF VENDOR	TRADE	0	-22492	22492	0	7	304105	281613	22492	0	0	0	2025-06-30	418	0	0	22492	0	0	0	0	0	1	12508	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000462	TATA AIG GENERAL INSURANCE CO LTD	SERVICE	TRADE	0	-19641	19641	0	1	19641	0	19641	0	0	0	2026-07-01	52	0	0	19641	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000637	SHANTI CA COLD	SERVICE	TRADE	0	-13500	13500	0	1	13500	0	13500	0	0	0	2026-07-06	47	0	0	13500	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001420	PS ROADLINES INDIA PRIVATE LIMITED	TRANSPORTER	TRADE	0	-12054	12054	0	1	12054	0	12054	0	0	0	2026-07-31	22	0	12054	0	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000992	UNIQUE CONTROLS	PURCHASE	TRADE	0	-3599	3599	0	1	3599	0	3599	0	0	0	2026-07-13	40	0	0	3599	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001409	A & V  TRADING & CONSULTANCY	SERVICE	TRADE	0	-1810	1810	0	1	1810	0	1810	0	0	0	2026-07-04	49	0	0	1810	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001101	M/S BATRA ENTERPRISES	SERVICE	TRADE	0	-1184	1184	0	1	1184	0	1184	0	0	0	2026-07-14	39	0	0	1184	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000523	MEHUL PRINT SERVICES	SERVICE	TRADE	0	-708	708	0	3	5912	5204	708	0	0	0	2026-03-04	171	0	0	708	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001099	SURAJ BHAN RAM NIWAS	SERVICE	TRADE	0	-700	700	0	2	2000	1300	700	0	0	0	2026-05-08	106	0	0	700	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001446	KASHI PRASAD SHARMA	SERVICE	TRADE	0	-640	640	0	1	640	0	640	0	0	0	2026-07-01	52	0	0	640	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001442	SMART ENTERPRISES	SERVICE	TRADE	0	-614	614	0	1	614	0	614	0	0	0	2026-08-17	5	0	614	0	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA000942	INCENTIVE TA/DA/PAYABLE	SERVICE	TRADE	0	-499.99	499.99	0	4	25977	25477.01	499.99	0	0	0	2026-03-31	144	0	0	499.99	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001444	ANUSHA ANNAVAELLI	SERVICE	TRADE	0	-380	380	0	1	380	0	380	0	0	0	2026-07-01	52	0	0	380	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001123	DEVINDER SINGH	SERVICE	TRADE	0	-240	240	0	1	240	0	240	0	0	0	2026-07-01	52	0	0	240	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001187	A V ENTERPRISES	SERVICE	TRADE	0	-230	230	0	1	230	0	230	0	0	0	2026-07-18	35	0	0	230	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001407	ANU	SERVICE	TRADE	0	-157	157	0	1	157	0	157	0	0	0	2026-07-01	52	0	0	157	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001443	A S MARKETING	SERVICE	TRADE	0	-142	142	0	1	142	0	142	0	0	0	2026-07-19	34	0	0	142	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001433	KUNAL	SERVICE	TRADE	0	-140	140	0	1	140	0	140	0	0	0	2026-07-01	52	0	0	140	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001445	SANGITA SHARMA	SERVICE	TRADE	0	-120	120	0	1	120	0	120	0	0	0	2026-07-01	52	0	0	120	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
VENDA001334	SMILE'S MARKETING	SERVICE	TRADE	0	-60	60	0	1	60	0	60	0	0	0	2026-07-01	52	0	0	60	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
ORGV000003	GAGANDEEP SINGH IMPREST JWPL0018	STAFF VENDOR	TRADE	0	0	0	0	4	959.38	959.38	0	0	0	0	2025-10-01	325	0	0	0	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
ORGV000019	ARVINDER SINGH IMPREST JWPL0115	STAFF VENDOR	TRADE	0	42726	0	42726	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	3	42726	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
ORGV000037	PARAMDEEP SINGH ACCOUNTS IMPREST JWPL0027	STAFF VENDOR	TRADE	0	5.56	0	5.56	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	4	8496.77	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
ORGV000049	JASPREET SINGHBUNTY IMPREST JWPL0361	STAFF VENDOR	TRADE	0	0	0	0	1	100	100	0	0	0	0	2025-08-04	383	0	0	0	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
ORGV000065	PRABHDIT SINGH IMPREST JWPL1282	STAFF VENDOR	TRADE	0	0	0	0	1	10289	10289	0	0	0	0	2026-06-01	82	0	0	0	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
ORGV000122	MANI IMPREST JWPL1684	STAFF VENDOR	TRADE	0	-2325	2325	0	0	0	0	0	2325	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
ORGV000149	GURPREET SINGH IMPREST JWPL1788	STAFF VENDOR	TRADE	0	652	0	652	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
ORGV000156	RAMAN KUMAR IMPREST JWPL1710	STAFF VENDOR	TRADE	0	-1300	1300	0	0	0	0	0	1300	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
ORGV000167	NARINDER KUMAR IMPREST JWPL1768	STAFF VENDOR	TRADE	0	375	0	375	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	1	2500	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
ORGV000200	ATUL SHARMA IMPREST JWPL0003	STAFF VENDOR	TRADE	0	0	0	0	2	24123	24123	0	0	0	0	2026-06-01	82	0	0	0	0	0	0	0	0	2	24123	0	0	35098111.38	22194726.49	21593618.99	601107.5	27451585.77	167560	15367180.56	0	294760	13735491.99	4680842
