DOC_ENTRY	DOC_NUM	DOC_DATE	DOC_MONTH	AGE_DAYS	CANCEL_STATUS	DOC_STATUS	CARD_CODE	CARD_NAME	VENDOR_GROUP	PARTY_CLASS	BRANCH_ID	BRANCH_NAME	WAREHOUSES	NUM_LINES	NUM_ITEMS	TOTAL_QTY	NET_AMT	GST_AMT	GROSS_AMT	REASON	VENDOR_REF	BASE_GRPO_COUNT	BASE_GRPO_DOCNUMS	CN_COUNT	CN_DOCNUMS	CN_FIRST_DATE	CN_GROSS	CN_LAG_DAYS	FLAG_NO_CREDIT_NOTE
291	1225214705	2025-12-23	2025-12	242	LIVE	O	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-GR	16	16	1768	1012975.16	52741.84	1065717	G.R IN MAYAPURI WAREHOUSE 23-12-2025		0		0			0	NULL	Y
289	1225214704	2025-12-19	2025-12	246	LIVE	O	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	2	2	2420	32671.41	1633.59	34305	STOCK REQUIRED IN MAYAPURI WAREHOUSE 12.11.2025		0		0			0	NULL	Y
285	1225214703	2025-12-13	2025-12	252	LIVE	O	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	2	2	52	46380.95	2319.05	48700	WRONGLY SKU		0		0			0	NULL	Y
277	1225214702	2025-12-11	2025-12	254	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-GR	24	24	1797	310308.55	15515.45	325824	GR STOCK FROM MAYAPURI TO FACTORY		0		1	712255932	2025-12-11	325824	0	N
261	1225214701	2025-12-03	2025-12	262	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-GR	16	16	949	502888	27178	530066	G.R IN MAYAPURI WAREHOUSE 03-12-2025		0		1	712255924	2025-12-09	530066	6	N
259	1225214700	2025-12-03	2025-12	262	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-GR	33	33	878	383017.25	20601.75	403619	G.R IN MAYAPURI WAREHOUSE 11-10-2025		0		1	712255923	2025-12-09	403619	6	N
256	1125214706	2025-11-29	2025-11	266	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-GR	28	28	2131	725332.65	38621.35	763954	G.R IN MAYAPURI WAREHOUSE 11-11-2025		0		1	712255922	2025-12-09	763954	10	N
255	1125214705	2025-11-29	2025-11	266	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-GR	24	24	1548	720696.61	38672.39	759369	GR IN MYAPURI WAREHOUSE 30-06-025		0		1	712255921	2025-12-09	759370	10	N
253	1125214704	2025-11-29	2025-11	266	CANCELLATION_DOC	C	VENDA000942	JIVO MART PVT LTD - DL	BRANCH VENDOR	BRANCH	1	DELHI	DL-GR	28	28	2131	725332.65	38621.35	763954	DL-GR 12.11.2025 Based On Goods Return 1125214701.		0		0			0	NULL	N
252	1125214703	2025-11-29	2025-11	266	CANCELLATION_DOC	C	VENDA000942	JIVO MART PVT LTD - DL	BRANCH VENDOR	BRANCH	1	DELHI	DL-GR	33	33	878	383017.25	20601.75	403619	DL-GR TIN DATA Based On Goods Return 1025214703.		0		0			0	NULL	N
251	1125214702	2025-11-29	2025-11	266	CANCELLATION_DOC	C	VENDA000942	JIVO MART PVT LTD - DL	BRANCH VENDOR	BRANCH	1	DELHI	DL-GR	24	24	1548	720696.61	38672.39	759369	Based On Goods Return 725214704.		0		0			0	NULL	N
216	1125214701	2025-11-14	2025-11	281	CANCELLED	C	VENDA000942	JIVO MART PVT LTD - DL	BRANCH VENDOR	BRANCH	1	DELHI	DL-GR	28	28	2131	725332.65	38621.35	763954	DL-GR 12.11.2025		0		0			0	NULL	N
214	1125214700	2025-11-14	2025-11	281	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	3	3	2408	24080	1204	25284	625110165		0		1	712255920	2025-12-09	25284	25	N
204	1025214704	2025-10-31	2025-10	295	LIVE	O	VENDA000996	S.N. INDUSTRIES	PURCHASE	EXTERNAL	2	HARYANA	BH-JM	1	1	488.3	61037.25	10986.75	72024			0		0			0	NULL	Y
195	1025214703	2025-10-28	2025-10	298	CANCELLED	C	VENDA000942	JIVO MART PVT LTD - DL	BRANCH VENDOR	BRANCH	1	DELHI	DL-GR	33	33	878	383017.25	20601.75	403619	DL-GR TIN DATA		0		0			0	NULL	N
192	1025214702	2025-10-24	2025-10	302	LIVE	O	VENDA000996	S.N. INDUSTRIES	PURCHASE	EXTERNAL	2	HARYANA	BH-JM	1	1	536.5	67062.75	12071.25	79134		SN/25-26/441	0		0			0	NULL	Y
186	1025214701	2025-10-17	2025-10	309	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	1	1	2976	39848.64	1992.43	41841.07	STOCK REQUIRED IN MAYAPURI WAREHOUSE (07-10-25)		0		1	712255914	2025-12-09	41842	53	N
184	1025214700	2025-10-15	2025-10	311	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	1	1	48	4233.6	762.05	4995.65	STOCK REQUIRED IN MAYAPURI WAREHOUSE (07-10-25)		0		1	712255918	2025-12-09	4995	55	N
176	925214704	2025-09-30	2025-09	326	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-FG	1	1	4	3045.72	152.29	3198.01	STOCK REQUIRED IN MAYAPURI WAREHOUSE 24-09-2025		0		1	712255905	2025-12-09	3198.01	70	N
174	925214703	2025-09-23	2025-09	333	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	1	1	9	2228.58	111.43	2340.01	STOCK REQUIRED IN MAYAPURI WAREHOUSE 19-09-2025		0		1	712255906	2025-12-09	2340	77	N
171	925214702	2025-09-15	2025-09	341	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	2	2	616	108548.6	5427.43	113976.03	STOCK REQUIRED IN MAYAPURI WAREHOUSE (10-09-25)		0		1	712255917	2025-12-09	113976	85	N
168	925214701	2025-09-13	2025-09	343	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-GR	27	27	1124	548892.72	29478.28	578371	GR IN MAYAPURI WAREHOUSE 03-09-2025		0		1	712255919	2025-12-09	578371	87	N
161	925214700	2025-09-05	2025-09	351	LIVE	C	VENDA000996	S.N. INDUSTRIES	PURCHASE	EXTERNAL	2	HARYANA	BH-JM	1	1	488.3	61037.25	10986.75	72024	366X420=224.4\r421X545=263.9 Based On Purchase Orders 825224577. G E NO 211 Based On Goods Receipt PO 2008254649.	SN/25-26/316	1	2008254649	0			0	NULL	Y
149	825214705	2025-08-29	2025-08	358	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-GR	27	27	2919	756128.87	40368.13	796497	GR IN MAYAPURI WAREHOUSE 29-08-2025		0		1	712255927	2025-12-09	796497	102	N
138	825214704	2025-08-26	2025-08	361	LIVE	O	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	2	2	388	19855.6	2802.67	22658.27	STOCK REQUIRED IN MAYAPURI WAREHOUSE (23-08-25)		0		0			0	NULL	Y
137	825214703	2025-08-26	2025-08	361	LIVE	O	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	1	1	180	6427.8	771.34	7199.14	STOCK REQUIRED IN MAYAPURI WAREHOUSE (21-08-2025)		0		0			0	NULL	Y
128	825214702	2025-08-18	2025-08	369	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	1	1	800	448000	22400	470400	STOCK REQUIRED IN MAYAPURI WAREHOUSE (14-08-25)		0		1	711255901	2025-11-01	470400	75	N
125	825214701	2025-08-12	2025-08	375	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	1	1	8	1640	82	1722	STOCK REQUIRED IN MAYAPURI WAREHOUSE (05-08-25)		0		1	712255912	2025-12-09	1722	119	N
116	825214700	2025-08-02	2025-08	385	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-GR	18	18	1637	628515.35	33982.65	662498	GR in Mayapuri Warehouse 27-07-2025		0		1	712255926	2025-12-09	662498	129	N
104	725214705	2025-07-24	2025-07	394	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	1	1	400	246320	12316	258636	Stock Required In Mayapuri Warehouse (16-07-25)		0		1	711255913	2025-11-27	258636	126	N
98	725214704	2025-07-10	2025-07	408	CANCELLED	C	VENDA000942	JIVO MART PVT LTD - DL	BRANCH VENDOR	BRANCH	1	DELHI	DL-GR	24	24	1548	720696.61	38672.39	759369			0		0			0	NULL	N
96	725214703	2025-07-09	2025-07	409	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	1	1	250	74285.72	3714.29	78000.01	Re: Stock Required In Mayapuri Warehouse (12-06-25)		0		1	712255911	2025-12-09	78000	153	N
91	725214702	2025-07-05	2025-07	413	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	1	1	100	3571	428.52	3999.52	STOCK REQUIRED IN MAYAPURI WAREHOUSE (26-06-25)		0		1	712255908	2025-12-09	3749	157	N
87	725214701	2025-07-02	2025-07	416	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	1	1	259	9248.13	1109.87	10358	STOCK REQUIRED IN MAYAPURI WAREHOUSE (26-06-25)		0		1	712255930	2025-12-09	10358	160	N
86	725214700	2025-07-02	2025-07	416	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	3	3	62	2487.11	239.37	2726.48	STOCK REQUIRED IN MAYAPURI WAREHOUSE (26-06-25)		0		1	712255916	2025-12-09	2610.98	160	N
77	625214713	2025-06-23	2025-06	425	LIVE	O	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	2	2	1360	79892.02	9854.98	89747	STOCK REQUIRED		0		0			0	NULL	Y
75	625214712	2025-06-21	2025-06	427	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	1	1	540	19282.99	2314.01	21597	STOCK REQUIRED IN MAYAPURI WAREHOUSE (16-06-25)		0		1	712255909	2025-12-09	20247	171	N
72	625214711	2025-06-12	2025-06	436	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	2	2	480	12857.14	1542.86	14400	STOCK REQUIRED IN MAYAPURI WAREHOUSE (13-05-25)		0		1	712255907	2025-12-09	13500	180	N
67	625214710	2025-06-12	2025-06	436	LIVE	O	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	7	7	856	158678.96	13505.04	172184	STOCK REQUIRED		0		0			0	NULL	Y
65	625214709	2025-06-11	2025-06	437	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	4	4	126	261803.81	13090.19	274894	GR IN MAYAPURI WAREHOUSE 06-06-2025		0		1	712255910	2025-12-09	274894	181	N
59	625214708	2025-06-11	2025-06	437	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	8	8	2736	653577.15	47963.85	701541	STOCK TRANSFER FROM MAYAPURI TO FACTORY 26-05-2025		0		1	712255928	2025-12-09	689755	181	N
57	625214707	2025-06-10	2025-06	438	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-GR	27	27	1761	704741.07	47471.93	752213	GR in Mayapuri Warehouse 06-06-2025		0		1	712255929	2025-12-09	752213	182	N
54	625214706	2025-06-06	2025-06	442	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	3	3	144	55623.77	2781.23	58405	REQUIREDSTOCKATJ-3RAJOURIGARDEN	REQUIREDSTOCKATJ-3RAJOURIGARDEN	0		1	712255915	2025-12-09	58405	186	N
53	625214705	2025-06-06	2025-06	442	CANCELLATION_DOC	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	3	3	144	55623.77	2781.23	58405	REQUIREDSTOCKATJ-3RAJOURIGARDEN Based On Goods Return 625214704.	REQUIREDSTOCKATJ-3RAJOURIGARDEN	0		0			0	NULL	N
51	625214704	2025-06-06	2025-06	442	CANCELLED	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	3	3	144	55623.77	2781.23	58405	REQUIREDSTOCKATJ-3RAJOURIGARDEN	REQUIREDSTOCKATJ-3RAJOURIGARDEN	0		0			0	NULL	N
40	625214703	2025-06-03	2025-06	445	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	6	6	380	95476.22	5663.78	101140	STOCK REQURED AT J-3	STOCK REQURED AT J-3	0		1	712255913	2025-12-09	100250	189	N
39	625214702	2025-06-03	2025-06	445	CANCELLATION_DOC	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	6	6	380	95476.22	5663.78	101140	STOCK REQURED AT J-3 Based On Goods Return 625214701.	STOCK REQURED AT J-3	0		0			0	NULL	N
36	625214701	2025-06-03	2025-06	445	CANCELLED	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-MP	6	6	380	95476.22	5663.78	101140	STOCK REQURED AT J-3	STOCK REQURED AT J-3	0		0			0	NULL	N
28	625214700	2025-06-03	2025-06	445	LIVE	C	VENDA000001	JIVO WELLNESS PVT LTD	PURCHASE	INTERCOMPANY	1	DELHI	DL-GR	15	15	601	276830.94	14888.06	291719		GR IN MAYAPURI WAREHOUSE	0		1	712255925	2025-12-09	291719	189	N
