CARD_CODE	CARD_NAME	VENDOR_GROUP	ACCT_KIND	IS_EXCLUDED	OCRD_BALANCE	PAYABLE	VENDOR_ADVANCE	N_OPEN_BILLS	RAW_OPEN	CREDIT_APPLIED	ADJ_OPEN	UNBACKED_CREDIT	MIGRATED_OPEN	BACKDATED_DUE_OPEN	OLDEST_DUE	DAYS_OLDEST	B0_NOTDUE	B1_1_30	B2_31_60	B3_61_90	B4_91_180	B5_181_365	B6_365PLUS	ADJ_OVERDUE_60PLUS	N_UNAPPLIED_PAY	UNAPPLIED_PAY	N_OPEN_CN	OPEN_CN	CO_RAW_OPEN	CO_PAYABLE	CO_ADJ_OPEN	CO_UNBACKED_CREDIT	CO_UNAPPLIED_PAY	CO_OPEN_CN	CO_VENDOR_ADVANCE	CO_MIGRATED_OPEN	CO_BACKDATED_DUE_OPEN	CO_ADJ_OPEN_TRADE	CO_ADJ_OVERDUE_60PLUS_TRADE
VENDA001018	PICK & SHIP LOGISTICS PRIVATE LIMITED	TRANSPORTER	TRADE	0	-250609.97	250609.97	0	32	670598.52	419988.55	250609.97	0	0	0	2026-05-22	92	0	145747	104862.97	0	0	0	0	0	4	386197.55	1	3218	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000935	ARNAV TRANSPORT SERVICE	TRANSPORTER	TRADE	0	-80778.64	80778.64	0	22	319106.34	238327.7	80778.64	0	0	0	2025-06-02	446	0	35010	45768.64	0	0	0	0	0	5	220259.7	1	5000	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000522	BHAGWATI INDUSTRIES	PURCHASE	TRADE	0	-28349	28349	0	2	28349	0	28349	0	0	0	2026-09-10	-19	28349	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000947	GAAP & ASSOCIATES	SERVICE	TRADE	0	-42000	42000	0	1	27000	0	27000	15000	0	0	2026-07-01	52	0	0	27000	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA001011	BHARGAVE ROAD CARRIER	SERVICE	TRADE	0	-19404	19404	0	1	19404	0	19404	0	0	0	2026-08-04	18	0	19404	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000044	ZIYAUL HAQUE IMPREST JWPL0042	STAFF VENDOR	TRADE	0	-28031.92	28031.92	0	1	8700	0	8700	19331.92	0	0	2026-07-01	52	0	0	8700	0	0	0	0	0	8	648177	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA001031	RAZORPAY PAYMENTS PRIVATE LIMITED	SERVICE	TRADE	0	-5077	5077	0	3	5077	0	5077	0	0	0	2026-07-01	52	0	1289	3788	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000636	DELHI PUNJAB TRANSPORT CO	TRANSPORTER	TRADE	0	-1767	1767	0	2	42561	40794	1767	0	0	0	2026-07-06	47	0	1767	0	0	0	0	0	0	1	39978	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA001032	SMARTSHIFT INFO MARKETING  SERVICE PVT LTD	SERVICE	TRADE	0	-387	387	0	1	387	0	387	0	0	0	2026-07-01	52	0	0	387	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000209	MANAV JOT SINGH IMPREST JWPL2015	STAFF VENDOR	TRADE	0	-111	111	0	4	91629	91518	111	0	0	0	2026-06-01	82	0	111	0	0	0	0	0	0	5	345055	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA001005	HIGGSFIELD INC.	SERVICE	TRADE	0	-73	73	0	4	38542	38469	73	0	0	0	2026-05-04	110	0	0	73	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000005	AVTAR SINGH RUPAL IMPREST JWPL0014	STAFF VENDOR	TRADE	0	-4.4	4.4	0	9	305756	305751.6	4.4	0	0	0	2026-07-04	49	0	4.4	0	0	0	0	0	0	11	842485	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA001017	ANTHROPIC,PBC	SERVICE	TRADE	0	-1	1	0	1	19868	19867	1	0	0	0	2026-07-03	50	0	0	1	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000029	ARSHDEEP SINGH IMPREST JWPL0007	STAFF VENDOR	TRADE	0	-3100	3100	0	0	0	0	0	3100	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000034	AJIT SINGH ECOM IMPREST JWPL1994	STAFF VENDOR	TRADE	0	20000	0	20000	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000040	MANINDER SINGH IMPREST JWPL0165	STAFF VENDOR	TRADE	0	10000	0	10000	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	1	10000	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000041	BHUPINDER SINGH GINNI IMPREST JWPL1556	STAFF VENDOR	TRADE	0	0	0	0	3	7669	7669	0	0	0	0	2026-06-18	65	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000042	KARANPREET SINGH IMPREST JWPL1557	STAFF VENDOR	TRADE	0	13500	0	13500	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000064	NAVNEET SINGH ASM GT DL IMPREST JWPL0174	STAFF VENDOR	TRADE	0	4400	0	4400	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000136	GAURAV SHARMA IMPREST JWPL1180	STAFF VENDOR	TRADE	0	8900	0	8900	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	1	8900	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000178	PRINCEPREET SINGH IMPREST JWPL1729	STAFF VENDOR	TRADE	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	1	1700	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000196	GAGANDEEP SINGH IMPREST JWPL2029 25K	STAFF VENDOR	TRADE	0	24114	0	24114	1	500	500	0	0	0	0	2025-09-15	341	0	0	0	0	0	0	0	0	1	25000	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000197	KAMALDEEP-ASM-DL - IMPREST(15000) JWPL0092	STAFF VENDOR	TRADE	0	15000	0	15000	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000198	TANMEET SINGH IMPREST JWPL2367	STAFF VENDOR	TRADE	0	3500	0	3500	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	1	3500	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000208	BAKSHISH SINGH IMPREST JWPL2648	STAFF VENDOR	TRADE	0	8624	0	8624	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	1	8624	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000212	JASNEET KAUR IMPREST JWPL0012	STAFF VENDOR	TRADE	0	59380	0	59380	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	2	59380	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000213	JASHANPREET SINGH IMPREST (JWPL1193)	STAFF VENDOR	TRADE	0	1891	0	1891	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	1	1891	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000216	PRABHJOT SINGH IMPREST JWPL2217	STAFF VENDOR	TRADE	0	68598.14	0	68598.14	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	2	91379.14	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
ORGV000218	SIMARPREET SINGH IMPREST JWPL110058	STAFF VENDOR	TRADE	0	5000	0	5000	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	1	5000	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000045	DEL PINTU SINGH	TRANSPORTER	TRADE	0	5000	0	5000	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	1	5000	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000055	OM LOGISTICS LTD	TRANSPORTER	TRADE	0	0	0	0	48	1104767.24	1104767.24	0	0	0	0	2025-02-06	562	0	0	0	0	0	0	0	0	5	1246065	2	224	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000396	INNOVATIVE RETAIL CONCEPTS PVT LTD	SERVICE	TRADE	0	171507	0	171507	12	1132393	1132393	0	0	0	0	2025-03-31	509	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000401	AMAZON SELLER SERVICES PRIVATE LIMITED	E-COMMERCE	TRADE	0	565152.94	0	565152.94	75	24520497	24520497	0	0	0	0	2025-10-01	325	0	0	0	0	0	0	0	0	68	21381875	13	121309.14	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000462	TATA AIG GENERAL INSURANCE CO LTD	SERVICE	TRADE	0	-212986	212986	0	0	0	0	0	212986	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000531	SMARTSHIFT LOGISTICS SOLUTIONS PVT LTD	TRANSPORTER	TRADE	0	15462	0	15462	25	235164	235164	0	0	0	0	2025-07-01	417	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000533	BARAL LOGISTICS PVT LTD	TRANSPORTER	TRADE	0	0.44	0	0.44	1	10500	10500	0	0	0	0	2025-02-28	540	0	0	0	0	0	0	0	0	0	0	1	21539	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000608	FREIGHT PAYABLE	TRANSPORTER	TRADE	0	0	0	0	1	2000	2000	0	0	0	0	2025-01-23	576	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000713	FACEBOOK INDIA ONLINE SERVICES PVT LTD	SERVICE	TRADE	0	65.86	0	65.86	61	570329	570329	0	0	0	0	2025-04-13	496	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000786	RAZORPAY SOFTWARE PRIVATE LIMITED	E-COMMERCE	TRADE	0	501.51	0	501.51	8	24893	24893	0	0	0	0	2025-09-01	355	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000913	RTC FOODS AAYFR3897E	PURCHASE	TRADE	0	-6549	6549	0	0	0	0	0	6549	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000930	TRUEX LOGISTIC SERVICES PRIVATE LIMITED	TRANSPORTER	TRADE	0	0	0	0	1	10000	10000	0	0	0	0	2025-05-31	448	0	0	0	0	0	0	0	0	0	0	1	10000	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000936	GODAMWALE TRADING AND LOGISTICS PRIVATE LIMITED	SERVICE	TRADE	0	192543	0	192543	17	775056	775056	0	0	0	0	2025-01-01	598	0	0	0	0	0	0	0	0	2	664237	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000938	AJANTA SOYA LIMITED	PURCHASE	TRADE	0	3795	0	3795	1	3922322	3922322	0	0	0	0	2025-02-07	561	0	0	0	0	0	0	0	0	1	3980955	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000944	ARIHANT SOLVEX PRIVATE LIMITED	PURCHASE OIL	TRADE	0	4680	0	4680	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000945	COMMERCIAL TRANSPORT COMPANY	TRANSPORTER	TRADE	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	1	-1000	1	1000	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000954	RELIANCE GENERAL INSURANCE COMPANY LIMITED	SERVICE	TRADE	0	0	0	0	2	24866	24866	0	0	0	0	2026-06-01	82	0	0	0	0	0	0	0	0	1	24866	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000955	ARACHNOMESH TECHNOLOGIES PVT. LTD.	SERVICE	TRADE	0	-7046.97	7046.97	0	0	0	0	0	7046.97	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000962	OM LOGISTICS SUPPLY CHAIN PRIVATE LIMITED	TRANSPORTER	TRADE	0	776509.5	0	776509.5	91	7097107.42	7097107.42	0	0	0	0	2025-05-17	462	0	0	0	0	0	0	0	0	10	7404827	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000965	VRPRIME TRADERS	SERVICE	TRADE	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	1	11607	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000967	ZURICH KOTAK GENERAL INSURANCE	SERVICE	TRADE	0	0	0	0	1	58411	58411	0	0	0	0	2026-06-01	82	0	0	0	0	0	0	0	0	1	58411	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000972	ALO LOGISTICS LLP	SERVICE	TRADE	0	2340991.03	0	2340991.03	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000978	INDIAFILINGS PRIVATE LIMITED	SERVICE	TRADE	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	1	16899	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000980	VISHWAKARMA TRANSPORT	TRANSPORTER	TRADE	0	0	0	0	1	9000	9000	0	0	0	0	2025-05-03	476	0	0	0	0	0	0	0	0	0	0	1	9000	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000990	VIP TRANSPORT COMPANY	TRANSPORTER	TRADE	0	0	0	0	1	72520	72520	0	0	0	0	2025-12-31	234	0	0	0	0	0	0	0	0	1	72520	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA000993	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	PURCHASE	TRADE	0	-47622.42	47622.42	0	0	0	0	0	47622.42	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA001004	CHIRAG ENTERPRISES (MUMBAI)	PURCHASE	TRADE	0	0	0	0	3	229479	229479	0	0	0	0	2025-11-03	292	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA001007	LAXMI TRANSPORT SERVICE	SERVICE	TRADE	0	0	0	0	2	27324	27324	0	0	0	0	2025-11-17	278	0	0	0	0	0	0	0	0	1	27324	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA001008	ILAHI CO	PURCHASE	TRADE	0	15566	0	15566	4	161036	161036	0	0	0	0	2026-03-11	164	0	0	0	0	0	0	0	0	1	15566	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA001012	JAGDEEP SINGH & CO.	SERVICE	TRADE	0	0	0	0	3	107460	107460	0	0	0	0	2026-01-05	229	0	0	0	0	0	0	0	0	1	107460	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA001016	SUPABASE	SERVICE	TRADE	0	93	0	93	1	2234	2234	0	0	0	0	2026-05-01	113	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA001025	ARHAM PRINT	SERVICE	TRADE	0	0	0	0	1	3776	3776	0	0	0	0	2026-06-01	82	0	0	0	0	0	0	0	0	0	0	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
VENDA001027	RAVDEEP SINGH	SERVICE	TRADE	0	0	0	0	2	24500	24500	0	0	0	0	2026-07-06	47	0	0	0	0	0	0	0	0	2	24500	0	0	2196096119.28	292243162.27	291931525.92	311636.35	1856127470.61	155248836.48	4387874.42	0	0	15939190.16	4559490.4
