SCOPE	GRP_KEY	GRP_LABEL	SORT_KEY	DISP_DOCS	DISP_VAL_L	EXT_DISP_DOCS	EXT_DISP_VAL_L	NAMED_PCT	LR_PCT	VEH_PCT	DRIVER_PCT	FILLED	FILL_PCT	VARIANTS	VENDOR_CODE	VENDOR_NAME	FRT_DOCS	FRT_SPEND_L	FRT_PCT_OF_DISP	NOTE
MONTH	2024-10	Dispatches in 2024-10	5	164	65.25	156	56.15	6.1	38.4	8.5	1.2	NULL	NULL	7	NULL	NULL	12	4.59	7	NULL
MONTH	2024-11	Dispatches in 2024-11	5	111	41.46	107	41.41	30.6	62.2	38.7	13.5	NULL	NULL	12	NULL	NULL	9	4.43	10.7	NULL
MONTH	2024-12	Dispatches in 2024-12	5	118	39.44	107	28.49	20.3	57.6	24.6	0	NULL	NULL	9	NULL	NULL	22	8.73	22.1	NULL
MONTH	2025-01	Dispatches in 2025-01	5	112	38.22	101	32.25	72.3	73.2	75.9	0	NULL	NULL	6	NULL	NULL	15	3.19	8.4	NULL
MONTH	2025-02	Dispatches in 2025-02	5	95	65.03	83	45.66	71.6	74.7	62.1	0	NULL	NULL	15	NULL	NULL	28	4.3	6.6	NULL
MONTH	2025-03	Dispatches in 2025-03	5	211	84.53	198	63.15	56.9	63	63	0.5	NULL	NULL	17	NULL	NULL	15	6.6	7.8	NULL
MONTH	2025-04	Dispatches in 2025-04	5	231	120.83	224	119.37	77.9	86.6	83.5	1.3	NULL	NULL	23	NULL	NULL	8	4.17	3.5	NULL
MONTH	2025-05	Dispatches in 2025-05	5	302	117.57	284	114.64	62.3	69.5	69.5	3	NULL	NULL	31	NULL	NULL	6	3.56	3	NULL
MONTH	2025-06	Dispatches in 2025-06	5	320	131.39	297	126.89	74.7	80.3	80	5.9	NULL	NULL	24	NULL	NULL	23	19.95	15.2	NULL
MONTH	2025-07	Dispatches in 2025-07	5	257	95.76	249	94.28	88.3	91.8	91.8	7	NULL	NULL	26	NULL	NULL	21	12.13	12.7	NULL
MONTH	2025-08	Dispatches in 2025-08	5	176	63.6	160	57.46	80.1	89.2	88.6	6.8	NULL	NULL	23	NULL	NULL	39	16.9	26.6	NULL
MONTH	2025-09	Dispatches in 2025-09	5	189	87.53	183	86.79	90.5	96.3	96.3	3.7	NULL	NULL	19	NULL	NULL	22	12.14	13.9	NULL
MONTH	2025-10	Dispatches in 2025-10	5	292	235.4	273	228.52	82.9	90.1	90.1	13.7	NULL	NULL	27	NULL	NULL	12	4.11	1.7	NULL
MONTH	2025-11	Dispatches in 2025-11	5	257	182.49	241	173.43	74.3	92.2	92.2	7.4	NULL	NULL	26	NULL	NULL	26	11.14	6.1	NULL
MONTH	2025-12	Dispatches in 2025-12	5	110	39.94	98	36.89	82.7	96.4	95.5	2.7	NULL	NULL	14	NULL	NULL	35	11.42	28.6	NULL
MONTH	2026-01	Dispatches in 2026-01	5	119	36.28	103	34.51	83.2	95.8	95.8	0	NULL	NULL	14	NULL	NULL	16	6.39	17.6	NULL
MONTH	2026-02	Dispatches in 2026-02	5	128	75.33	117	74.47	87.5	96.9	94.5	0	NULL	NULL	19	NULL	NULL	5	2.63	3.5	NULL
MONTH	2026-03	Dispatches in 2026-03	5	280	99.75	267	99.59	74.3	90	87.9	0	NULL	NULL	22	NULL	NULL	21	8.83	8.8	NULL
MONTH	2026-04	Dispatches in 2026-04	5	304	96.14	298	96.09	78	95.4	86.5	0	NULL	NULL	18	NULL	NULL	13	6.99	7.3	NULL
MONTH	2026-05	Dispatches in 2026-05	5	381	113.43	373	112.64	78.2	90.3	82.7	0	NULL	NULL	13	NULL	NULL	22	13.52	11.9	NULL
MONTH	2026-06	Dispatches in 2026-06	5	440	139.77	430	139.68	69.8	80	72.3	0	NULL	NULL	18	NULL	NULL	29	15.47	11.1	NULL
MONTH	2026-07	Dispatches in 2026-07	5	489	143.29	486	143.2	90	99.2	94.1	0	NULL	NULL	21	NULL	NULL	37	21.84	15.2	NULL
MONTH	2026-08	Dispatches in 2026-08	5	245	66.45	243	66.44	84.9	86.9	85.3	0	NULL	NULL	12	NULL	NULL	1	0	0	NULL
TRANSPORTER	ARNAVTRANSPORT	ARNAV TRANSPORT	6	2289	1028.05	2257	1017.15	NULL	99.4	99.3	4.3	3	NULL	4	VENDA000948	ARNAV TRANSPORT SERVICE	76	110.6	10.8	spellings: ARNAV TRANSPORT | ARNAV TRANSPORT SERVICE | Arnav Transport | Arnav Transportc
TRANSPORTER	BHARGAVEROAD	BHARGAVE ROAD	6	605	159.43	605	159.43	NULL	99.8	99.8	0	2	NULL	2	VENDA001259	BHARGAVE ROAD CARRIER	18	24.29	15.2	spellings: BHARGAVE ROAD | Bhargave Road Carrier
TRANSPORTER	MAHADEV	MAHADEV	6	150	154.66	139	145.61	NULL	100	98	6.7	5	NULL	11	VENDA000269	MAHADEV TEMPO SERVICE	36	15.66	10.1	spellings: MAHADEV | MAHADEV TEMPO SERVICE | MAHADEV TRANSPORT | MAHAdev Tempo | Mahadev | Mahadev Tempo | Mahadev Transport | mahadev | mahadev tempo | mahadev tpt | maha
TRANSPORTER	DELHIPUNJAB	DELHI PUNJAB	6	192	143.23	181	134.83	NULL	99.5	98.4	1	4	NULL	8	VENDA000636	DELHI PUNJAB TRANSPORT CO	71	22.51	15.7	2 vendor cards merged here; spellings: DELHI PUNJAB | DELHI PUNJAB CARRIER | DELHI PUNJAB TRANSPORT CO | Delhi Punjab | Delhi punjab | delhi Punjab | delhi punjab | delhi punjab tpt
TRANSPORTER	MAHAVEERTRANSPORT	Mahaveer Transport	6	135	64.14	131	64.07	NULL	100	100	0	1	NULL	1	NULL	NULL	NULL	NULL	NULL	NO FREIGHT VENDOR CARD MATCHED; spellings: Mahaveer Transport
TRANSPORTER	AMODKUMAR	AMOD KUMAR TRANSPORT	6	125	40.51	123	39.36	NULL	100	100	4.8	3	NULL	4	VENDA000016	AMOD KUMAR TRANSPORT	16	4.7	11.6	spellings: AMOD KUMAR TRANSPORT | Amod Kumar Tpt. | Amod Kumar Transport | amod kumar
TRANSPORTER	LAXMITRANSPORT	LAXMI TRANSPORT	6	7	31.81	7	31.81	NULL	100	100	42.9	1	NULL	2	VENDA001158	LAXMI TRANSPORT SERVICE	5	0.91	2.9	2 vendor cards merged here; spellings: LAXMI TRANSPORT | Laxmi Transport
TRANSPORTER	GURUNANAKTRANSPORTSERVICE	GURU NANAK TRANSPORT SERVICE	6	3	30.61	3	30.61	NULL	100	100	0	2	NULL	2	VENDA000407	GURU NANAK TRANSPORT SERVICE	3	0.84	2.8	spellings: GURU NANAK TRANSPORT SERVICE | GURU NANAK TRANSPORT SERVICES
TRANSPORTER	MAHAVIRTRANSPORT	MAHAVIR TRANSPORT	6	13	29.04	13	29.04	NULL	100	100	0	1	NULL	2	VENDA001214	MAHAVIR TRANSPORT	12	4.81	16.6	spellings: MAHAVIR TRANSPORT | Mahavir Transport
TRANSPORTER	AVENGERSUPPLYCHAIN	Avenger Supply Chain	6	4	26.3	4	26.3	NULL	100	100	0	1	NULL	1	VENDA001262	AVENGER SUPPLY CHAIN SOLUTIONS LLP	1	0.1	0.4	spellings: Avenger Supply Chain
TRANSPORTER	BALAJITRANSPORT	BALA JI TRANSPORT	6	86	23.21	86	23.21	NULL	100	98.8	14	2	NULL	2	VENDA001147	BALA JI TRANSPORT SERVICE	7	4.15	17.9	spellings: BALA JI TRANSPORT | Bala Ji Transport Service
TRANSPORTER	OMLOGISTICS	OM LOGISTICS	6	41	13.91	20	11.6	NULL	97.6	97.6	2.4	2	NULL	4	VENDA001103	OM LOGISTICS SUPPLY CHAIN PRIVATE LIMITED	18	2.28	16.4	2 vendor cards merged here; spellings: OM LOGISTICS | OM LOGISTICS LTD | Om Logistics | Om Logistics Ltd.
TRANSPORTER	ASHOKTRANSPORT	ASHOK TRANSPORT	6	28	9.29	28	9.29	NULL	100	100	3.6	1	NULL	2	VENDA001257	ASHOK TRANSPORT	3	0.76	8.2	spellings: ASHOK TRANSPORT | Ashok Transport
TRANSPORTER	HARYANAEXPRESS	HARYANA EXPRESS LOGISTICS BGFPP8298F	6	18	8.21	18	8.21	NULL	94.4	94.4	0	2	NULL	2	VENDA000896	HARYANA EXPRESS LOGISTICS BGFPP8298F	9	1.22	14.9	spellings: HARYANA EXPRESS LOGISTICS BGFPP8298F | Haryana Express
TRANSPORTER	PUNJABHIMACHAL	PUNJAB HIMACHAL	6	5	5.18	5	5.18	NULL	80	100	0	2	NULL	3	VENDA000398	PUNJAB HIMACHAL ROAD SERVICE	7	3.21	62	spellings: PUNJAB HIMACHAL | PUNJAB HIMACHAL ROAD SERVICE | Punjab Himachal
TRANSPORTER	PSROADLINES	PS Road Lines	6	16	4.52	16	4.52	NULL	100	100	0	1	NULL	1	VENDA001420	PS ROADLINES INDIA PRIVATE LIMITED	2	0.5	11.1	spellings: PS Road Lines
TRANSPORTER	ABHIMANEXPRESS	Abhiman Express	6	11	4.21	9	4.05	NULL	100	100	0	1	NULL	1	VENDA001362	ABHIMAN EXPRESS	2	0.47	11.1	spellings: Abhiman Express
TRANSPORTER	AIRTRANS	AIR TRANS	6	9	3.96	9	3.96	NULL	100	100	0	1	NULL	2	VENDA000400	AIR TRANS	9	0.43	10.9	spellings: AIR TRANS | Air Trans
TRANSPORTER	RISHABHTEMPOTRANSPORT	Rishabh Tempo Transport	6	4	3.51	4	3.51	NULL	100	100	0	1	NULL	1	VENDA001102	RISHABH TEMPO TRANSPORT	1	0.5	14.4	spellings: Rishabh Tempo Transport
TRANSPORTER	ROHITCARGO	Rohit Cargo	6	4	3.38	4	3.38	NULL	100	100	50	2	NULL	3	VENDA001174	ROHIT CARGO MOVERS (P) LTD	4	0.59	17.5	spellings: Rohit Cargo | Rohit Cargo Movers | rohit cargo
TRANSPORTER	SONEPATGOODS	SONEPAT GOODS CARRIER	6	8	3.2	8	3.2	NULL	100	100	0	2	NULL	2	VENDA000204	SONEPAT GOODS CARRIER	5	0.41	12.8	spellings: SONEPAT GOODS CARRIER | Sonepat Goods
TRANSPORTER	VIPTRANSPORT	VIP TRANSPORT COMPANY	6	2	2.13	2	2.13	NULL	100	100	0	2	NULL	2	VENDA001038	VIP TRANSPORT COMPANY	2	0.34	15.9	spellings: VIP TRANSPORT COMPANY | VIP Transport
TRANSPORTER	BOMBEYSRINAGAR	Bombey Sri Nagar	6	6	1.98	1	0	NULL	100	100	0	1	NULL	1	NULL	NULL	NULL	NULL	NULL	NO FREIGHT VENDOR CARD MATCHED; spellings: Bombey Sri Nagar
TRANSPORTER	PICKSHIP	PICK & SHIP	6	77	1.96	77	1.96	NULL	100	100	0	1	NULL	3	VENDA001346	PICK & SHIP LOGISTICS PRIVATE LIMITED	43	0.79	40.1	spellings: PICK & SHIP | Pick & Ship | pick & ship
TRANSPORTER	DL01LY5728	DL01LY5728	6	3	1.9	3	1.9	NULL	100	100	0	1	NULL	1	NULL	NULL	NULL	NULL	NULL	NO FREIGHT VENDOR CARD MATCHED; spellings: DL01LY5728
TRANSPORTER	A	A	6	2	1.88	2	1.88	NULL	100	100	50	1	NULL	1	NULL	NULL	NULL	NULL	NULL	NO FREIGHT VENDOR CARD MATCHED; spellings: A
TRANSPORTER	DELHIBHIWADITRANSPORT	Delhi BhiwadI Transport	6	3	1.79	3	1.79	NULL	100	100	0	1	NULL	1	NULL	NULL	NULL	NULL	NULL	NO FREIGHT VENDOR CARD MATCHED; spellings: Delhi BhiwadI Transport
TRANSPORTER	SINGHTRANSPORT	singh transport	6	2	1.77	1	1.42	NULL	100	100	0	1	NULL	1	VENDA000322	SINGH TRANSPORT GOODS CARRIER	1	0.17	9.8	spellings: singh transport
TRANSPORTER	COMMERCIALTRANSPORTCOMPANY	COMMERCIAL TRANSPORT COMPANY	6	2	1.63	2	1.63	NULL	100	100	0	1	NULL	1	VENDA000951	COMMERCIAL TRANSPORT COMPANY	1	0.06	3.6	spellings: COMMERCIAL TRANSPORT COMPANY
TRANSPORTER	UP85CT2177	UP85CT2177	6	1	1.6	0	0	NULL	100	100	0	1	NULL	1	NULL	NULL	NULL	NULL	NULL	NO FREIGHT VENDOR CARD MATCHED; spellings: UP85CT2177
TRANSPORTER	GHAILOGISTICS	Ghai Logistics	6	1	1.36	1	1.36	NULL	100	100	0	1	NULL	1	VENDA000559	GHAI LOGISTICS	1	0.12	8.8	spellings: Ghai Logistics
TRANSPORTER	DELHIBHIWARITRANSPORTSERVICE	DELHI BHIWARI TRANSPORT SERVICE	6	1	1.31	1	1.31	NULL	100	100	0	1	NULL	1	VENDA001041	DELHI BHIWARI TRANSPORT SERVICE	3	0.48	36.3	spellings: DELHI BHIWARI TRANSPORT SERVICE
TRANSPORTER	DL01LT9351	DL01LT9351	6	1	1.23	1	1.23	NULL	100	100	0	1	NULL	1	NULL	NULL	NULL	NULL	NULL	NO FREIGHT VENDOR CARD MATCHED; spellings: DL01LT9351
TRANSPORTER	RJTANKER	RJ TANKER	6	3	1.11	3	1.11	NULL	100	100	0	1	NULL	1	NULL	NULL	NULL	NULL	NULL	NO FREIGHT VENDOR CARD MATCHED; spellings: RJ TANKER
TRANSPORTER	HARJEETTRANSPORT	Harjeet Transport	6	2	1.04	2	1.04	NULL	100	100	0	1	NULL	1	NULL	NULL	NULL	NULL	NULL	NO FREIGHT VENDOR CARD MATCHED; spellings: Harjeet Transport
TRANSPORTER	9718858411	9718858411	6	2	0.95	2	0.95	NULL	100	100	0	1	NULL	1	NULL	NULL	NULL	NULL	NULL	NO FREIGHT VENDOR CARD MATCHED; spellings: 9718858411
TRANSPORTER	RCMLOGISTICS	RCM Logistics	6	2	0.88	1	0.84	NULL	100	100	0	1	NULL	1	VENDA001254	RCM LOGISTICS	3	0.26	29.3	spellings: RCM Logistics
TRANSPORTER	GURUNANAKTPT	Guru Nanak Tpt	6	3	0.88	0	0	NULL	100	100	0	1	NULL	2	NULL	NULL	NULL	NULL	NULL	NO FREIGHT VENDOR CARD MATCHED; spellings: Guru Nanak Tpt | Guru Nanak Tpt.
TRANSPORTER	TRANSPORTNAME	Transport Name	6	1	0.85	1	0.85	NULL	100	100	0	1	NULL	1	NULL	NULL	NULL	NULL	NULL	NO FREIGHT VENDOR CARD MATCHED; spellings: Transport Name
TRANSPORTER	BARUSAHIB	BARU SAHIB	6	2	0.81	2	0.81	NULL	100	100	0	1	NULL	1	NULL	NULL	NULL	NULL	NULL	NO FREIGHT VENDOR CARD MATCHED; spellings: BARU SAHIB
FREIGHT_VENDOR	VENDA000948	ARNAV TRANSPORT SERVICE	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA000948	ARNAV TRANSPORT SERVICE	76	110.6	NULL	ships under transporter family "ARNAVTRANSPORT"
FREIGHT_VENDOR	VENDA001259	BHARGAVE ROAD CARRIER	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001259	BHARGAVE ROAD CARRIER	18	24.29	NULL	OUTSIDE the transporter group -- filed under "SERVICE", pulled in on the carrier token in its name; ships under transporter family "BHARGAVEROAD"
FREIGHT_VENDOR	VENDA000636	DELHI PUNJAB TRANSPORT CO	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA000636	DELHI PUNJAB TRANSPORT CO	71	22.51	NULL	ships under transporter family "DELHIPUNJAB"
FREIGHT_VENDOR	VENDA000269	MAHADEV TEMPO SERVICE	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA000269	MAHADEV TEMPO SERVICE	36	15.66	NULL	ships under transporter family "MAHADEV"
FREIGHT_VENDOR	VENDA001214	MAHAVIR TRANSPORT	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001214	MAHAVIR TRANSPORT	12	4.81	NULL	ships under transporter family "MAHAVIRTRANSPORT"
FREIGHT_VENDOR	VENDA000016	AMOD KUMAR TRANSPORT	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA000016	AMOD KUMAR TRANSPORT	16	4.7	NULL	ships under transporter family "AMODKUMAR"
FREIGHT_VENDOR	VENDA001147	BALA JI TRANSPORT SERVICE	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001147	BALA JI TRANSPORT SERVICE	7	4.15	NULL	OUTSIDE the transporter group -- filed under "SERVICE", pulled in on the carrier token in its name; ships under transporter family "BALAJITRANSPORT"
FREIGHT_VENDOR	VENDA000398	PUNJAB HIMACHAL ROAD SERVICE	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA000398	PUNJAB HIMACHAL ROAD SERVICE	7	3.21	NULL	ships under transporter family "PUNJABHIMACHAL"
FREIGHT_VENDOR	VENDA001103	OM LOGISTICS SUPPLY CHAIN PRIVATE LIMITED	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001103	OM LOGISTICS SUPPLY CHAIN PRIVATE LIMITED	16	2.18	NULL	OUTSIDE the transporter group -- filed under "SERVICE", pulled in on the carrier token in its name; ships under transporter family "OMLOGISTICS"
FREIGHT_VENDOR	VENDA000896	HARYANA EXPRESS LOGISTICS BGFPP8298F	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA000896	HARYANA EXPRESS LOGISTICS BGFPP8298F	9	1.22	NULL	ships under transporter family "HARYANAEXPRESS"
FREIGHT_VENDOR	VENDA001158	LAXMI TRANSPORT SERVICE	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001158	LAXMI TRANSPORT SERVICE	5	0.91	NULL	OUTSIDE the transporter group -- filed under "SERVICE", pulled in on the carrier token in its name; ships under transporter family "LAXMITRANSPORT"
FREIGHT_VENDOR	VENDA000608	FREIGHT PAYABLE	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA000608	FREIGHT PAYABLE	67	0.89	NULL	PAID BUT NEVER NAMED ON A DISPATCH
FREIGHT_VENDOR	VENDA000407	GURU NANAK TRANSPORT SERVICE	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA000407	GURU NANAK TRANSPORT SERVICE	3	0.84	NULL	ships under transporter family "GURUNANAKTRANSPORTSERVICE"
FREIGHT_VENDOR	VENDA001346	PICK & SHIP LOGISTICS PRIVATE LIMITED	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001346	PICK & SHIP LOGISTICS PRIVATE LIMITED	43	0.79	NULL	ships under transporter family "PICKSHIP"
FREIGHT_VENDOR	VENDA001257	ASHOK TRANSPORT	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001257	ASHOK TRANSPORT	3	0.76	NULL	OUTSIDE the transporter group -- filed under "SERVICE", pulled in on the carrier token in its name; ships under transporter family "ASHOKTRANSPORT"
FREIGHT_VENDOR	VENDA001201	INEXT LOGISTICS & SUPPLY CHAIN PVT. LTD.	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001201	INEXT LOGISTICS & SUPPLY CHAIN PVT. LTD.	4	0.73	NULL	OUTSIDE the transporter group -- filed under "PURCHASE OIL", pulled in on the carrier token in its name; PAID BUT NEVER NAMED ON A DISPATCH
FREIGHT_VENDOR	VENDA001174	ROHIT CARGO MOVERS (P) LTD	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001174	ROHIT CARGO MOVERS (P) LTD	4	0.59	NULL	OUTSIDE the transporter group -- filed under "SERVICE", pulled in on the carrier token in its name; ships under transporter family "ROHITCARGO"
FREIGHT_VENDOR	VENDA001102	RISHABH TEMPO TRANSPORT	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001102	RISHABH TEMPO TRANSPORT	1	0.5	NULL	OUTSIDE the transporter group -- filed under "SERVICE", pulled in on the carrier token in its name; ships under transporter family "RISHABHTEMPOTRANSPORT"
FREIGHT_VENDOR	VENDA001420	PS ROADLINES INDIA PRIVATE LIMITED	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001420	PS ROADLINES INDIA PRIVATE LIMITED	2	0.5	NULL	ships under transporter family "PSROADLINES"
FREIGHT_VENDOR	VENDA001041	DELHI BHIWARI TRANSPORT SERVICE	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001041	DELHI BHIWARI TRANSPORT SERVICE	3	0.48	NULL	ships under transporter family "DELHIBHIWARITRANSPORTSERVICE"
FREIGHT_VENDOR	VENDA001362	ABHIMAN EXPRESS	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001362	ABHIMAN EXPRESS	2	0.47	NULL	ships under transporter family "ABHIMANEXPRESS"
FREIGHT_VENDOR	VENDA000400	AIR TRANS	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA000400	AIR TRANS	9	0.43	NULL	ships under transporter family "AIRTRANS"
FREIGHT_VENDOR	VENDA000204	SONEPAT GOODS CARRIER	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA000204	SONEPAT GOODS CARRIER	5	0.41	NULL	ships under transporter family "SONEPATGOODS"
FREIGHT_VENDOR	VENDA001038	VIP TRANSPORT COMPANY	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001038	VIP TRANSPORT COMPANY	2	0.34	NULL	ships under transporter family "VIPTRANSPORT"
FREIGHT_VENDOR	VENDA001254	RCM LOGISTICS	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VENDA001254	RCM LOGISTICS	3	0.26	NULL	OUTSIDE the transporter group -- filed under "SERVICE", pulled in on the carrier token in its name; ships under transporter family "RCMLOGISTICS"
