group	section	host	path	methods	classification	const	evidence
platform	Help-Support-Center	sellercentral.amazon.in	/gp/help/home.html	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/gp/help/login-help.html	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/gp/help/{guid}/	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/gp/help/{helpGuid}	?	READ	THIRD_PARTY	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/center/inline/workflow	?	READ	source	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/da/{directAnswer}	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/getting-started-guide	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/getting-started-selling-faq	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/home	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/hub/	GET	READ		GET (documented from bundle)
platform	Help-Support-Center	sellercentral.amazon.in	/help/hub/debug	?	READ	href	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/hub/inline	?	READ		page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/hub/mons-api/GetBootstrapData	GET	READ		PROVEN live GET 200 (200)
platform	Help-Support-Center	sellercentral.amazon.in	/help/hub/mons-api/GetFeatureStatus	GET	READ		PROVEN live GET 200 (200)
platform	Help-Support-Center	sellercentral.amazon.in	/help/hub/mons-api/GetMeldEligibility	GET	READ		PROVEN live GET 200 (200)
platform	Help-Support-Center	sellercentral.amazon.in	/help/hub/reference/	GET	READ		GET (documented from bundle)
platform	Help-Support-Center	sellercentral.amazon.in	/help/hub/reference/external/	GET	READ		GET (documented from bundle)
platform	Help-Support-Center	sellercentral.amazon.in	/help/hub/reference/external/login-help	?	READ		page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/hub/reference/external/{helpGuid}	?	READ	href	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/hub/reference/{helpGuid}	?	READ		page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/hub/support	GET	READ		GET (documented from bundle)
platform	Help-Support-Center	sellercentral.amazon.in	/help/inline/athena-get-direct-answer/embed	?	READ	source	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/manage-inventory-tool	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/manage-orders	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/merchant_documents/text/sign-in.html	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/workflow/bulk/embed	?	READ	source	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/workflow/embed	?	READ	source	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/help/workflow/spl-setup	?	READ	providerArgumentSource	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/hill/hillservice/mons-api/GetBootstrapConfig	GET	READ		PROVEN live GET 200 (200)
platform	Help-Support-Center	sellercentral.amazon.in	/hill/hillservice/mons-api/GetSpecialistSupportIngressEligibility	GET	READ		PROVEN live GET 200 (200)
platform	Help-Support-Center	sellercentral.amazon.in	/reference/embed/{guid}	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/reference/external	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/reference/external/login-help	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/reference/external/popup/{guid}	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/reference/external/{guid}	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/reference/login-help/	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/reference/popup/{guid}	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/reference/search	?	READ	isSearchView	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/reference/{guid}	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/roboapi/v1/sc/announcements	GET	READ		PROVEN live GET 200 (200)
platform	Help-Support-Center	sellercentral.amazon.in	/solution/bulk-workflow	GET	READ	path	GET (documented from bundle)
platform	Help-Support-Center	sellercentral.amazon.in	/support/SOA	?	READ		page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/support/describe	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/support/form/hub	?	READ		page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/support/help/hub	?	READ		page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/support/help/node/	?	READ		page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/support/search/	?	READ		page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/support/training/hub	?	READ		page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/support/{nodeId}	?	READ	path	page route — server-rendered GET
platform	Help-Support-Center	sellercentral.amazon.in	/trim/json/favorites/sellerCentral	GET	READ		PROVEN live GET 200 (200)
platform	Homepage-Widgets	sellercentral.amazon.in	/homepage/casino/cards/content/async-card/	GET	READ		PROVEN live GET 200 (200)
platform	Platform-Common	sellercentral.amazon.in	/draft/dashboard	?	READ		page route — server-rendered GET
platform	Platform-Common	sellercentral.amazon.in	/draft/registration/dashboard	?	READ		page route — server-rendered GET
platform	Platform-Common	sellercentral.amazon.in	/gp/satisfaction/survey-form-frame.html	?	READ	url	page route — server-rendered GET
platform	Platform-Common	sellercentral.amazon.in	/gp/satisfaction/survey-submit.html	GET	READ	RAINFOREST_HMD_ENDPOINT	GET (documented from bundle)
platform	Platform-Common	sellercentral.amazon.in	/home	?	READ	href	page route — server-rendered GET
platform	Static-Assets-i18n	d1hw4uzgiurk5n.cloudfront.net	/	GET	READ		PROVEN live GET 200 (200)
platform	Static-Assets-i18n	d3h0qy3grrnlx3.cloudfront.net	/	GET	READ		PROVEN live GET 200 (200)
platform	Static-Assets-i18n	dp0zvwwqb1q92.cloudfront.net	/Manifest/components.json	GET	READ		PROVEN live GET 200 (200)
seller	Account-Health-Performance	sellercentral.amazon.in	/ahd/floatingWidget	GET	READ		PROVEN live GET 200 (200)
seller	Account-Health-Performance	sellercentral.amazon.in	/ahd/issueTypeTags	GET	READ		PROVEN live GET 200 (200)
seller	Account-Health-Performance	sellercentral.amazon.in	/ahd/priorityActions	GET	READ		PROVEN live GET 200 (200)
seller	Account-Health-Performance	sellercentral.amazon.in	/appeal/appeals/csrf	GET	READ		PROVEN live GET 200 (200)
seller	Account-Health-Performance	sellercentral.amazon.in	/pcrHealth/download	GET	READ		PROVEN live GET 200 (200)
seller	Account-Health-Performance	sellercentral.amazon.in	/pcrHealth/pcrKpi	GET	READ		PROVEN live GET 200 (200)
seller	Account-Health-Performance	sellercentral.amazon.in	/pcrHealth/pcrListingSummary	GET	READ		PROVEN live GET 200 (200)
seller	Account-Health-Performance	sellercentral.amazon.in	/performance/api/getriskbanner/	GET	READ		PROVEN live GET 200 (200)
seller	Account-Health-Performance	sellercentral.amazon.in	/performance/api/summary	GET	READ		PROVEN live GET 200 (200)
seller	Business-Reports-Analytics	sellercentral.amazon.in	/br-insights-widget/{param}	GET	READ	url	GET (documented from bundle)
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/api/v1/getRecentlyVisitedReports	GET	READ		PROVEN live GET 200 (200)
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/api/v1/getReportConfigurations	GET	READ		PROVEN live GET 200 (200)
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/api/v1/getReportPreferences	GET	READ		PROVEN live GET 200 (200)
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/api/v1/getWhatsNewConfiguration	GET	READ		PROVEN live GET 200 (200)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/banners	GET	READ		PROVEN live GET 200 (200)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/config	GET	READ		PROVEN live GET 200 (200)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/getCouponPromotions	GET	READ		PROVEN live GET 200 (200)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/merchantInfo	GET	READ		PROVEN live GET 200 (200)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/tailoring	GET	READ		PROVEN live GET 200 (200)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/undefined	GET	READ		PROVEN live GET 200 (200)
seller	Coupons-Promotions	sellercentral.amazon.in	/promotion-central/api/v1/settings	GET	READ		GET (documented from bundle)
seller	Feedback-Manager	sellercentral.amazon.in	/fbmapi/v1/aggregates	GET	READ		PROVEN live GET 200 (200)
seller	Feedback-Manager	sellercentral.amazon.in	/fbmapi/v1/csrf	GET	READ		PROVEN live GET 200 (200)
seller	Feedback-Manager	sellercentral.amazon.in	/fbmapi/v1/feedbacks	GET	READ		PROVEN live GET 200 (200)
seller	Feedback-Manager	sellercentral.amazon.in	/fbmapi/v1/metadata	GET	READ		PROVEN live GET 200 (200)
seller	Feedback-Manager	sellercentral.amazon.in	/fbmapi/v1/orderperformanceSellerBar	GET	READ		PROVEN live GET 200 (200)
seller	Feedback-Manager	sellercentral.amazon.in	/fbmapi/v1/orderperformanceUIVersions	GET	READ		PROVEN live GET 200 (200)
seller	Global-Selling-Expansion	sellercentral.amazon.in	/account-switcher/global-and-regional-account/merchantMarketplace	GET	READ		PROVEN live GET 200 (200)
seller	Global-Selling-Expansion	sellercentral.amazon.in	/meld/mons-api/GetMarketplaceSwitcher	GET	READ		PROVEN live GET 200 (200)
seller	Global-Selling-Expansion	sellercentral.amazon.in	/multi-channel/listings/api/catalogs	GET	READ		GET (documented from bundle)
seller	Inventory-FBA	sellercentral.amazon.in	/fba/gstreports/report-history	GET	READ		PROVEN live GET 200 (200)
seller	Inventory-FBA	sellercentral.amazon.in	/inventoryplanning/check-unread-message	GET	READ		PROVEN live GET 200 (200)
seller	Inventory-FBA	sellercentral.amazon.in	/inventoryplanning/stranded-inventory/autoRemovalSettings	GET	READ		PROVEN live GET 200 (200)
seller	Listings-ASIN-Management	sellercentral.amazon.in	/abis/index.html	?	READ		page route — server-rendered GET
seller	Listings-ASIN-Management	sellercentral.amazon.in	/drafts/api/get	GET	READ		PROVEN live GET 200 (200)
seller	Listings-ASIN-Management	sellercentral.amazon.in	/drafts/api/getContributors	GET	READ		PROVEN live GET 200 (200)
seller	Listings-ASIN-Management	sellercentral.amazon.in	/lyp/api/enabledFeatures	GET	READ		PROVEN live GET 200 (200)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/conversation-api/v1/notifications	GET	READ		PROVEN live GET 200 (200)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/conversation-api/v1/sidebarContext	GET	READ		PROVEN live GET 200 (200)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/api/global/cases	GET	READ		PROVEN live GET 200 (200)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/api/global/cases/{uuid}	GET	READ		PROVEN live GET 200 (200)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/api/global/cases/{uuid}/orderContext	GET	READ		PROVEN live GET 200 (200)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/api/global/cases/{uuid}/responsetemplates	GET	READ		PROVEN live GET 200 (200)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/api/global/partnerAccounts	GET	READ		PROVEN live GET 200 (200)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/api/global/partnerAccounts/marketplaces	GET	READ		PROVEN live GET 200 (200)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/api/global/rights	GET	READ		PROVEN live GET 200 (200)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/api/global/topics/categories	GET	READ		PROVEN live GET 200 (200)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/inbox	?	READ		page route — server-rendered GET
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/overview/api/metric/contactsReportedUnresolved	GET	READ		PROVEN live GET 200 (200)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/overview/api/metric/contactsRequireAttention	GET	READ		PROVEN live GET 200 (200)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/overview/api/metric/contactsResolved	GET	READ		PROVEN live GET 200 (200)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/overview/api/metric/contactsResponseNeeded	GET	READ		PROVEN live GET 200 (200)
seller	Orders	sellercentral.amazon.in	/orders-api/adConfig	GET	READ		PROVEN live GET 200 (200)
seller	Orders	sellercentral.amazon.in	/orders-api/manifest-v3	GET	READ		PROVEN live GET 200 (200)
seller	Orders	sellercentral.amazon.in	/orders-api/manifest-v3/quick-filters	GET	READ		PROVEN live GET 200 (200)
seller	Orders	sellercentral.amazon.in	/orders-api/notifications/MYO_LIST_ORDERS_EASYSHIP	GET	READ		PROVEN live GET 200 (200)
seller	Orders	sellercentral.amazon.in	/orders-api/prefs/table-content	GET	READ		PROVEN live GET 200 (200)
seller	Orders	sellercentral.amazon.in	/orders-api/search	GET	READ		PROVEN live GET 200 (200)
seller	Product-Classification	sellercentral.amazon.in	/productclassify/api/browse	GET	READ		PROVEN live GET 200 (200)
seller	Product-Classification	sellercentral.amazon.in	/productclassify/api/context	GET	READ		PROVEN live GET 200 (200)
seller	Product-Classification	sellercentral.amazon.in	/productclassify/api/favorites	GET	READ		PROVEN live GET 200 (200)
seller	Product-Classification	sellercentral.amazon.in	/productclassify/index.html	?	READ		page route — server-rendered GET
vendor	Purchase-Orders	www.vendorcentral.in	/po-api/vendor/homepage/homepage-asn-discrepancies	GET	READ	homepage-asn-discrepancies	GET (documented from bundle)
vendor	Purchase-Orders	www.vendorcentral.in	/po-api/vendor/homepage/homepage-confirmation	GET	READ	homepage-confirmation	GET (documented from bundle)
vendor	Purchase-Orders	www.vendorcentral.in	/po-api/vendor/homepage/homepage-recently-modified	GET	READ	homepage-recently-modified	GET (documented from bundle)
vendor	Purchase-Orders	www.vendorcentral.in	/po/vendor/members/po-mgmt/dashboard	GET	READ	po-dashboard	GET (documented from bundle)
vendor	Purchase-Orders	www.vendorcentral.in	/po/vendor/members/po-mgmt/managepos	GET	READ	refererManagePOs	GET (documented from bundle)
vendor	Retail-Analytics-ARA	www.vendorcentral.in	/analytics/dashboard/vendorAnalytics	GET	READ	vendorAnalytics	GET (documented from bundle)
vendor	Retail-Analytics-ARA	www.vendorcentral.in	/retail-analytics/dashboard/sales	GET	READ	refererDashboard	GET (documented from bundle)
vendor	VC-Catalog-Products	www.vendorcentral.in	/hz/vendor/members/products/details	GET	READ	product-details	GET (documented from bundle)
vendor	VC-Catalog-Products	www.vendorcentral.in	/hz/vendor/members/products/mycatalog	GET	READ	mycatalog	GET (documented from bundle)
vendor	VC-Catalog-Products	www.vendorcentral.in	/hz/vendor/members/products/prismo/api/getcsrftoken	GET	READ	getcsrftoken	GET (documented from bundle)
vendor	VC-Coupon-Campaigns	www.vendorcentral.in	/hz/vendor/members/coupon-campaigns/download/{campaignId}/download-metrics	GET	READ	CouponDownloadMetrics	GET (documented from bundle)
vendor	VC-Coupon-Campaigns	www.vendorcentral.in	/hz/vendor/members/coupon-campaigns/view/{campaignId}/campaign-metrics	GET	READ	coupon-referer	GET (documented from bundle)
vendor	VC-Support-Help	sellercentral.amazon.in	/hz/vendor/members/support/hub	?	READ	ADVANTAGE	page route — server-rendered GET
vendor	VC-Support-Help	www.vendorcentral.in	/hz/vendor/members/support/hub	GET	READ	support-hub	GET (documented from bundle)
platform	Help-Support-Center	sellercentral.amazon.in	/help/hub/i18n/HelpHubKatalWebsite/en-IN.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Help-Support-Center	sellercentral.amazon.in	/help/hub/i18n/HelpHubKatalWebsite/en-US.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Help-Support-Center	sellercentral.amazon.in	/hill/website/i18n/HillWebsite/en-IN.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Help-Support-Center	sellercentral.amazon.in	/hill/website/i18n/HillWebsite/en-US.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Help-Support-Center	sellercentral.amazon.in	/hill/website/i18n/HillWebsiteCaseLobby/en-IN.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Help-Support-Center	sellercentral.amazon.in	/hill/website/i18n/HillWebsiteCaseLobby/en-US.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Help-Support-Center	sellercentral.amazon.in	/hz/m/helpcontent	?	READ_FILE	path	static i18n/translation asset (localisation strings)
platform	Platform-Common	sellercentral.amazon.in	/account-switcher/dropdown-assets-loader.js	?	READ_FILE	src	static JS/CSS asset
platform	Static-Assets-i18n	d1pp2iw517bkb8.cloudfront.net	/i18n/translation-en.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d1pp2iw517bkb8.cloudfront.net	/i18n/translation.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d1uznvntk80v7s.cloudfront.net	/metrics.{hash}.js	GET	READ_FILE		static JS/CSS asset
platform	Static-Assets-i18n	d1uznvntk80v7s.cloudfront.net	/metrics.{hash}.js.map	GET	READ_FILE		static JS/CSS asset
platform	Static-Assets-i18n	d2pihuraj6wacp.cloudfront.net	/i18n/en-IN.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d2pihuraj6wacp.cloudfront.net	/i18n/en-US.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d3c9w1p5457qe7.cloudfront.net	/i18n/en-IN.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d3c9w1p5457qe7.cloudfront.net	/i18n/en-US.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d3c9w1p5457qe7.cloudfront.net	/i18n/translation-en.{hash}.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d3c9w1p5457qe7.cloudfront.net	/i18n/translation.{hash}.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d3ksbe4ctckde3.cloudfront.net	/en-IN.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d3ksbe4ctckde3.cloudfront.net	/en-US.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d3rhl38hdptmva.cloudfront.net	/i18n/translations/translation-en.{hash}.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d3rhl38hdptmva.cloudfront.net	/i18n/translations/translation.{hash}.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d3ttb92cjixe5s.cloudfront.net	/en-IN.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d3ttb92cjixe5s.cloudfront.net	/en-US.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d3ttb92cjixe5s.cloudfront.net	/i18n/en-IN.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d3ttb92cjixe5s.cloudfront.net	/i18n/en-US.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d7xm6m3peqvfj.cloudfront.net	/static/en-IN.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	d7xm6m3peqvfj.cloudfront.net	/static/en-US.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	dmsjnm3xe0ebz.cloudfront.net	/i18n/ImageCompliance/en-IN.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	dmsjnm3xe0ebz.cloudfront.net	/i18n/ImageCompliance/en-US.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	dmsjnm3xe0ebz.cloudfront.net	/i18n/QuickListContent/en-IN.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	dmsjnm3xe0ebz.cloudfront.net	/i18n/QuickListContent/en-US.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	dp0zvwwqb1q92.cloudfront.net	/AnyUICore/sdk.js	GET	READ_FILE		static JS/CSS asset
platform	Static-Assets-i18n	dy8z3jvmvymcp.cloudfront.net	/i18n/translation-en.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	dy8z3jvmvymcp.cloudfront.net	/i18n/translation.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	static-assets.prod-dub.sellingpartnerho.homepages.selling-partners.amazon.dev	/homepage/assets/translations/translation-en.{hash}.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
platform	Static-Assets-i18n	static-assets.prod-dub.sellingpartnerho.homepages.selling-partners.amazon.dev	/homepage/assets/translations/translation.{hash}.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/account-health/en-IN.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/account-health/en-US.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/compliance-request/en-IN.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/compliance-request/en-US.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/contact-us/en-IN.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/contact-us/en-US.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/dominion-dashboard/en-IN.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/dominion-dashboard/en-US.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/policy-warning/en-IN.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/policy-warning/en-US.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/product-policies/en-IN.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/product-policies/en-US.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/reactivate-account/en-IN.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/reactivate-account/en-US.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/shared-strings/en-IN.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/shared-strings/en-US.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
